total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.4Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,1.9117791652679443
7.2Gi,2.6Gi,2.2Gi,20Mi,2.3Gi,4.3Gi,3.1499555110931396
7.2Gi,3.1Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,4.405870676040649
7.2Gi,3.4Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,5.625783205032349
7.2Gi,3.8Gi,1.0Gi,103Mi,2.4Gi,3.1Gi,6.839602947235107
7.2Gi,4.3Gi,443Mi,103Mi,2.4Gi,2.5Gi,8.062145233154297
7.2Gi,4.6Gi,136Mi,94Mi,2.4Gi,2.2Gi,9.290395259857178
7.2Gi,4.6Gi,128Mi,103Mi,2.4Gi,2.2Gi,10.537102222442627
7.2Gi,4.6Gi,136Mi,94Mi,2.4Gi,2.2Gi,11.776744842529297
7.2Gi,4.7Gi,99Mi,103Mi,2.4Gi,2.2Gi,13.009899377822876
7.2Gi,4.7Gi,99Mi,103Mi,2.4Gi,2.2Gi,14.271117448806763
7.2Gi,4.7Gi,102Mi,103Mi,2.4Gi,2.2Gi,15.509405851364136
7.2Gi,4.7Gi,110Mi,94Mi,2.4Gi,2.2Gi,16.74815273284912
7.2Gi,4.7Gi,100Mi,103Mi,2.4Gi,2.2Gi,17.975676774978638
7.2Gi,4.7Gi,97Mi,103Mi,2.4Gi,2.2Gi,19.212711095809937
7.2Gi,4.7Gi,110Mi,94Mi,2.4Gi,2.2Gi,20.44072389602661
7.2Gi,4.7Gi,110Mi,94Mi,2.4Gi,2.2Gi,21.676855087280273
7.2Gi,4.7Gi,100Mi,103Mi,2.4Gi,2.2Gi,22.91231918334961
7.2Gi,4.7Gi,99Mi,103Mi,2.4Gi,2.2Gi,24.154878616333008
7.2Gi,4.7Gi,109Mi,94Mi,2.4Gi,2.2Gi,25.37352466583252
7.2Gi,4.7Gi,110Mi,94Mi,2.4Gi,2.2Gi,26.6085307598114
7.2Gi,4.7Gi,100Mi,103Mi,2.4Gi,2.2Gi,27.84378981590271
7.2Gi,4.7Gi,100Mi,103Mi,2.4Gi,2.2Gi,29.06952476501465
7.2Gi,4.7Gi,107Mi,94Mi,2.4Gi,2.2Gi,30.30478286743164
