total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,4.13192343711853
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,6.115697860717773
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,7.83154034614563
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,9.698684692382812
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,11.405581951141357
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,13.144639015197754
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,14.425321340560913
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,16.33289670944214
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,18.133180379867554
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,20.155146598815918
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,21.856374502182007
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,23.422690868377686
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,25.306745052337646
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,26.73954701423645
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,28.673490047454834
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,30.70903205871582
7.2Gi,2.4Gi,2.7Gi,20Mi,2.0Gi,4.6Gi,31.91548228263855
7.2Gi,1.9Gi,4.7Gi,20Mi,504Mi,5.0Gi,33.55518436431885
7.2Gi,1.9Gi,4.7Gi,20Mi,512Mi,5.0Gi,35.000125885009766
7.2Gi,1.9Gi,4.7Gi,20Mi,517Mi,5.0Gi,36.13723850250244
7.2Gi,2.0Gi,4.7Gi,20Mi,537Mi,5.0Gi,37.37613773345947
7.2Gi,2.0Gi,4.6Gi,47Mi,584Mi,4.9Gi,38.811049699783325
7.2Gi,2.1Gi,4.4Gi,103Mi,686Mi,4.8Gi,40.368550539016724
7.2Gi,2.1Gi,4.3Gi,103Mi,710Mi,4.7Gi,41.80209517478943
7.2Gi,2.2Gi,4.3Gi,103Mi,731Mi,4.7Gi,43.13211512565613
7.2Gi,2.2Gi,4.2Gi,103Mi,741Mi,4.7Gi,44.34744358062744
7.2Gi,2.2Gi,4.2Gi,103Mi,756Mi,4.7Gi,45.7987802028656
7.2Gi,2.2Gi,4.2Gi,103Mi,772Mi,4.6Gi,47.26432251930237
7.2Gi,2.3Gi,4.1Gi,103Mi,799Mi,4.6Gi,48.709606409072876
