total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,4.044382095336914
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,6.683264970779419
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,8.727210998535156
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,10.507324934005737
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,12.507898330688477
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,14.6102454662323
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,16.189470767974854
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,17.56592297554016
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,19.490650415420532
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,21.200779676437378
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,23.168379068374634
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,25.14628791809082
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,27.07643413543701
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,28.787214517593384
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,30.57415223121643
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,32.27687454223633
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,34.19864273071289
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,36.07290172576904
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,38.08854961395264
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,39.83025336265564
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,41.68950343132019
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,43.70531630516052
7.2Gi,2.3Gi,2.9Gi,20Mi,2.0Gi,4.7Gi,45.48817706108093
7.2Gi,2.4Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,47.626673460006714
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,49.23759913444519
7.2Gi,2.6Gi,2.9Gi,20Mi,1.7Gi,4.3Gi,50.81807208061218
7.2Gi,2.1Gi,4.5Gi,20Mi,581Mi,4.8Gi,53.121878147125244
7.2Gi,2.2Gi,4.4Gi,20Mi,596Mi,4.8Gi,54.71844696998596
7.2Gi,2.2Gi,4.3Gi,48Mi,639Mi,4.7Gi,56.394277572631836
7.2Gi,2.3Gi,4.2Gi,103Mi,729Mi,4.6Gi,57.94231581687927
7.2Gi,2.3Gi,4.1Gi,103Mi,748Mi,4.5Gi,59.41148662567139
7.2Gi,2.4Gi,4.0Gi,103Mi,784Mi,4.5Gi,60.83128261566162
7.2Gi,2.4Gi,4.0Gi,103Mi,796Mi,4.5Gi,62.3384964466095
7.2Gi,2.4Gi,3.9Gi,103Mi,815Mi,4.4Gi,63.69046425819397
7.2Gi,2.4Gi,3.9Gi,103Mi,833Mi,4.4Gi,65.17941355705261
7.2Gi,2.5Gi,3.9Gi,103Mi,857Mi,4.4Gi,66.5759608745575
7.2Gi,2.5Gi,3.8Gi,103Mi,879Mi,4.4Gi,67.92044234275818
7.2Gi,2.5Gi,3.8Gi,103Mi,900Mi,4.4Gi,69.35064554214478
7.2Gi,2.6Gi,3.7Gi,103Mi,921Mi,4.3Gi,70.61660981178284
7.2Gi,2.6Gi,3.6Gi,103Mi,937Mi,4.2Gi,71.98683977127075
7.2Gi,2.6Gi,3.6Gi,103Mi,957Mi,4.2Gi,73.57362532615662
7.2Gi,2.7Gi,3.5Gi,103Mi,979Mi,4.2Gi,75.08581161499023
7.2Gi,2.7Gi,3.5Gi,103Mi,995Mi,4.1Gi,76.49427008628845
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,77.91861248016357
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,79.26378893852234
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,80.7596263885498
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,82.32705283164978
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,83.78779029846191
7.2Gi,3.1Gi,3.0Gi,103Mi,1.0Gi,3.8Gi,85.10276889801025
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,86.54947185516357
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,87.87049317359924
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,89.32900834083557
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,90.64108085632324
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,92.00808310508728
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,93.28634715080261
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,94.70470905303955
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,96.10828757286072
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,97.61380934715271
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,98.9850902557373
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,100.29620623588562
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,101.7068178653717
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,103.04830288887024
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,104.54444289207458
7.2Gi,3.3Gi,2.5Gi,103Mi,1.3Gi,3.6Gi,105.87351202964783
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,107.1741452217102
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,108.43860697746277
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,109.7902159690857
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,111.24045968055725
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,112.51597499847412
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,114.04582214355469
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,115.38033676147461
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,116.76435708999634
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,118.11401224136353
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,119.44449353218079
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,120.82540369033813
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,122.14205765724182
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,123.6346504688263
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,124.99124455451965
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,126.38957405090332
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,127.87433958053589
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,129.40620517730713
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,130.80384826660156
7.2Gi,3.6Gi,1.9Gi,103Mi,1.6Gi,3.3Gi,132.20653891563416
