total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.3180203437805176
3.6Gi,4.0Mi,3.6Gi,3.6698594093322754
3.6Gi,4.0Mi,3.6Gi,5.413508415222168
3.6Gi,4.0Mi,3.6Gi,6.788429021835327
3.6Gi,4.0Mi,3.6Gi,8.086520910263062
3.6Gi,4.0Mi,3.6Gi,9.36676287651062
3.6Gi,4.0Mi,3.6Gi,10.709740161895752
3.6Gi,4.0Mi,3.6Gi,12.116270065307617
3.6Gi,4.0Mi,3.6Gi,13.595905065536499
3.6Gi,4.0Mi,3.6Gi,15.080227375030518
3.6Gi,4.0Mi,3.6Gi,16.409298181533813
3.6Gi,4.0Mi,3.6Gi,17.75654149055481
3.6Gi,4.0Mi,3.6Gi,19.025779008865356
3.6Gi,4.0Mi,3.6Gi,20.330004453659058
3.6Gi,4.0Mi,3.6Gi,21.646270513534546
3.6Gi,4.0Mi,3.6Gi,22.896358013153076
3.6Gi,4.0Mi,3.6Gi,24.184387922286987
3.6Gi,4.0Mi,3.6Gi,25.54945397377014
3.6Gi,4.0Mi,3.6Gi,26.833222150802612
3.6Gi,4.0Mi,3.6Gi,28.17828869819641
3.6Gi,4.0Mi,3.6Gi,29.506611824035645
3.6Gi,4.0Mi,3.6Gi,30.83623719215393
3.6Gi,4.0Mi,3.6Gi,32.074172258377075
