total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,1.7711124420166016
3.6Gi,3.0Mi,3.6Gi,2.897855758666992
3.6Gi,3.0Mi,3.6Gi,4.0221803188323975
3.6Gi,3.0Mi,3.6Gi,5.148499488830566
3.6Gi,3.0Mi,3.6Gi,6.282761335372925
3.6Gi,3.0Mi,3.6Gi,7.399502992630005
3.6Gi,3.0Mi,3.6Gi,8.518829584121704
3.6Gi,3.0Mi,3.6Gi,9.657249927520752
3.6Gi,3.0Mi,3.6Gi,10.782192707061768
3.6Gi,3.0Mi,3.6Gi,11.887706518173218
3.6Gi,3.0Mi,3.6Gi,12.990947246551514
3.6Gi,3.0Mi,3.6Gi,14.119385242462158
3.6Gi,3.0Mi,3.6Gi,15.249693155288696
3.6Gi,3.0Mi,3.6Gi,16.360243558883667
3.6Gi,3.0Mi,3.6Gi,17.46483302116394
3.6Gi,3.0Mi,3.6Gi,18.571202993392944
3.6Gi,3.0Mi,3.6Gi,19.831313133239746
3.6Gi,3.0Mi,3.6Gi,20.949935913085938
3.6Gi,3.0Mi,3.6Gi,22.052903175354004
3.6Gi,3.0Mi,3.6Gi,23.157266855239868
3.6Gi,3.0Mi,3.6Gi,24.27691674232483
3.6Gi,3.0Mi,3.6Gi,25.408376693725586
