time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-09 22:45:52.313713,0 days 00:12:54.560000,ON,pm_new,45,13,86,16,24,28,0,0,2094020,15,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.218,43.656,42.968,44.031,44.968,44.968,7607,11128,0.08578634262084961
2024-06-09 22:45:52.313713,0 days 00:12:54.560000,ON,pm_new,45,13,86,16,24,28,0,0,2094020,15,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.218,43.656,42.968,44.031,44.968,44.968,7607,11128,0.08578634262084961
2024-06-09 22:45:52.940007,0 days 00:12:55.190000,ON,pm_new,100,100,OFF,OFF,OFF,OFF,0,0,2342236,1,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.156,43.593,42.75,43.875,44.781,44.781,8119,8119,0.7117557525634766
2024-06-09 22:45:54.216475,0 days 00:12:56.460000,ON,pm_new,92,96,OFF,OFF,OFF,OFF,7,7,2455268,2,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.156,43.312,42.75,43.75,44.906,44.781,8317,8211,1.9880328178405762
2024-06-09 22:45:55.629349,0 days 00:12:57.880000,ON,pm_new,75,98,OFF,OFF,OFF,OFF,0,0,2883204,3,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.25,43.156,42.812,43.562,44.75,44.718,8080,8152,3.400918483734131
2024-06-09 22:45:56.981860,0 days 00:12:59.230000,ON,pm_new,100,100,OFF,OFF,OFF,OFF,0,0,3098196,3,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.031,43.25,42.718,43.843,44.75,44.718,8317,8173,4.753415107727051
2024-06-09 22:45:58.196887,0 days 00:13:00.440000,ON,pm_new,92,41,OFF,OFF,OFF,OFF,6,6,3663324,3,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.062,43.218,42.687,43.562,44.656,44.656,8120,8195,5.968406677246094
2024-06-09 22:45:59.379149,0 days 00:13:01.630000,ON,pm_new,59,54,OFF,OFF,OFF,OFF,18,18,3971992,2,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.875,43.187,42.625,43.687,44.593,44.593,7844,8140,7.151421546936035
2024-06-09 22:46:00.580184,0 days 00:13:02.830000,ON,pm_new,32,77,OFF,OFF,OFF,OFF,45,45,4403784,3,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.843,43.468,42.562,43.625,44.562,44.593,8129,8134,8.351672887802124
2024-06-09 22:46:01.936521,0 days 00:13:04.180000,ON,pm_new,86,96,OFF,OFF,OFF,OFF,99,99,5163216,17,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.25,44.125,42.843,43.531,45.0,44.843,14510,8592,9.708031415939331
2024-06-09 22:46:03.206110,0 days 00:13:05.450000,ON,pm_new,78,100,OFF,OFF,OFF,OFF,99,99,5161716,29,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.281,44.156,42.781,43.531,45.093,45.093,15656,9264,10.977630853652954
2024-06-09 22:46:04.563200,0 days 00:13:06.810000,ON,pm_new,80,64,OFF,OFF,OFF,OFF,99,99,5187528,38,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.562,44.875,42.906,43.593,45.25,45.25,16090,10146,12.334716558456421
2024-06-09 22:46:05.868437,0 days 00:13:08.120000,ON,pm_new,66,100,OFF,OFF,OFF,OFF,41,41,5186476,41,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.5,44.25,43.125,43.781,45.406,45.375,15971,10634,13.640077829360962
2024-06-09 22:46:07.390540,0 days 00:13:09.640000,ON,pm_new,59,74,OFF,OFF,OFF,OFF,99,99,5196300,42,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.718,44.593,43.156,43.875,45.468,45.468,16502,11230,15.162188291549683
2024-06-09 22:46:08.683974,0 days 00:13:10.930000,ON,pm_new,52,92,OFF,OFF,OFF,OFF,5,5,5189020,41,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.531,44.781,43.406,43.937,45.437,45.437,15695,11624,16.455580711364746
2024-06-09 22:46:09.973531,0 days 00:13:12.220000,ON,pm_new,67,96,OFF,OFF,OFF,OFF,99,99,5187216,42,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.687,44.781,43.25,44.125,45.593,45.531,16463,11906,17.74511194229126
2024-06-09 22:46:11.228784,0 days 00:13:13.480000,ON,pm_new,61,92,OFF,OFF,OFF,OFF,7,7,5142040,41,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.812,44.843,43.218,44.187,45.531,45.531,15734,12146,19.00038433074951
2024-06-09 22:46:12.562050,0 days 00:13:14.810000,ON,pm_new,78,74,OFF,OFF,OFF,OFF,99,99,5142772,42,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.812,44.937,43.343,44.031,45.718,45.718,16266,12462,20.333585262298584
2024-06-09 22:46:13.760947,0 days 00:13:16.010000,ON,pm_new,71,76,OFF,OFF,OFF,OFF,99,99,5143240,39,2,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.718,44.937,43.343,44.187,45.781,45.781,15853,12592,21.53251600265503
