total,used,free,log_time
3.6Gi,2.0Mi,3.6Gi,1.9695873260498047
3.6Gi,2.0Mi,3.6Gi,3.339402437210083
3.6Gi,2.0Mi,3.6Gi,4.736097812652588
3.6Gi,2.0Mi,3.6Gi,5.9510040283203125
3.6Gi,2.0Mi,3.6Gi,7.125943899154663
3.6Gi,2.0Mi,3.6Gi,8.33657431602478
3.6Gi,2.0Mi,3.6Gi,9.677741765975952
3.6Gi,2.0Mi,3.6Gi,10.960916996002197
3.6Gi,2.0Mi,3.6Gi,12.301395177841187
3.6Gi,2.0Mi,3.6Gi,13.58142900466919
3.6Gi,2.0Mi,3.6Gi,14.961596727371216
3.6Gi,2.0Mi,3.6Gi,16.40196466445923
3.6Gi,2.0Mi,3.6Gi,17.700748920440674
3.6Gi,2.0Mi,3.6Gi,18.97657036781311
3.6Gi,2.0Mi,3.6Gi,20.317540645599365
3.6Gi,2.0Mi,3.6Gi,21.51217770576477
3.6Gi,2.0Mi,3.6Gi,22.79786467552185
