total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.2Gi,2.7Gi,20Mi,2.3Gi,4.7Gi,1.923093557357788
7.2Gi,2.5Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,3.170600652694702
7.2Gi,2.8Gi,2.0Gi,93Mi,2.4Gi,4.1Gi,4.659912586212158
7.2Gi,3.2Gi,1.6Gi,103Mi,2.4Gi,3.7Gi,5.871424674987793
7.2Gi,3.5Gi,1.2Gi,103Mi,2.4Gi,3.3Gi,7.065404891967773
7.2Gi,4.2Gi,547Mi,103Mi,2.4Gi,2.6Gi,8.290324449539185
7.2Gi,4.6Gi,151Mi,84Mi,2.4Gi,2.2Gi,9.543624639511108
7.2Gi,4.6Gi,155Mi,94Mi,2.4Gi,2.2Gi,10.91554856300354
7.2Gi,4.6Gi,132Mi,94Mi,2.4Gi,2.2Gi,12.151058673858643
7.2Gi,4.7Gi,131Mi,93Mi,2.4Gi,2.2Gi,13.49699091911316
7.2Gi,4.7Gi,131Mi,94Mi,2.4Gi,2.2Gi,14.888569355010986
7.2Gi,4.7Gi,120Mi,103Mi,2.4Gi,2.2Gi,16.32881474494934
7.2Gi,4.7Gi,131Mi,94Mi,2.4Gi,2.2Gi,17.60923957824707
7.2Gi,4.6Gi,176Mi,94Mi,2.4Gi,2.3Gi,18.93137812614441
7.2Gi,4.6Gi,176Mi,94Mi,2.4Gi,2.3Gi,20.263546466827393
7.2Gi,4.6Gi,175Mi,94Mi,2.4Gi,2.3Gi,21.46724843978882
7.2Gi,4.5Gi,378Mi,38Mi,2.3Gi,2.5Gi,22.740353107452393
