total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,1.7702834606170654
3.6Gi,4.0Mi,3.6Gi,2.900986909866333
3.6Gi,4.0Mi,3.6Gi,4.029789447784424
3.6Gi,4.0Mi,3.6Gi,5.161599397659302
3.6Gi,4.0Mi,3.6Gi,6.3324644565582275
3.6Gi,4.0Mi,3.6Gi,7.476419925689697
3.6Gi,4.0Mi,3.6Gi,8.60872507095337
3.6Gi,4.0Mi,3.6Gi,9.741216897964478
3.6Gi,4.0Mi,3.6Gi,10.875652551651001
3.6Gi,4.0Mi,3.6Gi,12.01296615600586
3.6Gi,4.0Mi,3.6Gi,13.147334575653076
3.6Gi,4.0Mi,3.6Gi,14.280109405517578
3.6Gi,4.0Mi,3.6Gi,15.415492534637451
3.6Gi,4.0Mi,3.6Gi,16.54905676841736
3.6Gi,4.0Mi,3.6Gi,17.694087743759155
3.6Gi,4.0Mi,3.6Gi,18.827601194381714
3.6Gi,4.0Mi,3.6Gi,19.960583925247192
