total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.2352688312530518
3.6Gi,4.0Mi,3.6Gi,3.5397610664367676
3.6Gi,4.0Mi,3.6Gi,4.831568479537964
3.6Gi,4.0Mi,3.6Gi,6.043866395950317
3.6Gi,4.0Mi,3.6Gi,7.207632303237915
3.6Gi,4.0Mi,3.6Gi,8.42615795135498
3.6Gi,4.0Mi,3.6Gi,9.70439100265503
3.6Gi,4.0Mi,3.6Gi,10.939163446426392
3.6Gi,4.0Mi,3.6Gi,12.197083711624146
3.6Gi,4.0Mi,3.6Gi,13.41699481010437
3.6Gi,4.0Mi,3.6Gi,14.645873308181763
3.6Gi,4.0Mi,3.6Gi,15.8905189037323
3.6Gi,4.0Mi,3.6Gi,17.165281534194946
3.6Gi,4.0Mi,3.6Gi,18.39996576309204
3.6Gi,4.0Mi,3.6Gi,19.60339617729187
3.6Gi,4.0Mi,3.6Gi,20.828060388565063
3.6Gi,4.0Mi,3.6Gi,22.105475187301636
