total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,2.1932566165924072
7.2Gi,2.6Gi,2.3Gi,22Mi,2.3Gi,4.3Gi,3.3963592052459717
7.2Gi,3.0Gi,1.8Gi,103Mi,2.4Gi,3.9Gi,4.789368629455566
7.2Gi,3.4Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,5.96762752532959
7.2Gi,3.9Gi,948Mi,103Mi,2.4Gi,3.0Gi,7.162110090255737
7.2Gi,4.6Gi,222Mi,94Mi,2.4Gi,2.3Gi,8.375301837921143
7.2Gi,4.6Gi,221Mi,94Mi,2.4Gi,2.3Gi,9.645039796829224
7.2Gi,4.6Gi,193Mi,94Mi,2.4Gi,2.3Gi,10.870752096176147
7.2Gi,4.6Gi,186Mi,103Mi,2.4Gi,2.3Gi,12.106079578399658
7.2Gi,4.6Gi,196Mi,94Mi,2.4Gi,2.3Gi,13.37546706199646
7.2Gi,4.6Gi,194Mi,93Mi,2.4Gi,2.3Gi,14.597445726394653
7.2Gi,4.6Gi,193Mi,94Mi,2.4Gi,2.3Gi,15.790131568908691
7.2Gi,4.6Gi,195Mi,94Mi,2.4Gi,2.3Gi,17.06225061416626
7.2Gi,4.6Gi,195Mi,94Mi,2.4Gi,2.3Gi,18.35944366455078
7.2Gi,4.6Gi,194Mi,94Mi,2.4Gi,2.3Gi,19.554524421691895
7.2Gi,4.6Gi,194Mi,93Mi,2.4Gi,2.3Gi,20.784399271011353
7.2Gi,4.5Gi,320Mi,94Mi,2.4Gi,2.4Gi,21.99468421936035
