time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-10 01:53:18.842858,0 days 00:26:33.790000,ON,pm_new,29,44,100,76,OFF,OFF,0,0,4839812,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.937,40.343,39.718,40.687,41.562,41.562,7131,8514,0.3444194793701172
2024-06-10 01:53:18.842858,0 days 00:26:33.790000,ON,pm_new,29,44,100,76,OFF,OFF,0,0,4839812,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.937,40.343,39.718,40.687,41.562,41.562,7131,8514,0.3444194793701172
2024-06-10 01:53:19.895342,0 days 00:26:34.840000,ON,pm_new,96,100,100,100,OFF,OFF,0,0,2366332,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.531,39.718,39.281,40.156,41.125,41.031,6595,6595,1.3937585353851318
2024-06-10 01:53:22.038882,0 days 00:26:37,ON,pm_new,100,100,100,100,OFF,OFF,1,1,2388960,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.625,39.812,39.281,40.25,41.156,41.187,6675,6643,3.563786745071411
2024-06-10 01:53:23.750580,0 days 00:26:38.700000,ON,pm_new,86,100,87,94,OFF,OFF,0,0,2444776,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.437,39.843,39.406,40.125,41.093,40.968,6732,6656,5.247750282287598
2024-06-10 01:53:25.254998,0 days 00:26:40.200000,ON,pm_new,40,54,98,67,OFF,OFF,0,0,2526372,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.531,40.062,39.25,40.062,41.093,41.093,6495,6639,6.75402045249939
2024-06-10 01:53:26.942402,0 days 00:26:41.890000,ON,pm_new,100,47,76,67,OFF,OFF,0,0,2702232,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.812,39.187,40.0,41.031,41.031,6527,6612,8.441633701324463
2024-06-10 01:53:28.501175,0 days 00:26:43.450000,ON,pm_new,56,60,100,79,OFF,OFF,6,6,2810652,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,39.937,39.125,40.156,40.968,41.031,6595,6609,9.998364448547363
2024-06-10 01:53:29.984218,0 days 00:26:44.930000,ON,pm_new,37,30,100,61,OFF,OFF,0,0,2876492,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.343,39.812,39.25,40.0,41.031,41.031,6387,6596,11.481746435165405
2024-06-10 01:53:31.808080,0 days 00:26:46.760000,ON,pm_new,98,100,98,100,OFF,OFF,0,0,2939592,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.531,39.812,39.187,40.0,40.968,40.937,6596,6589,13.305460929870605
2024-06-10 01:53:34.237933,0 days 00:26:49.190000,ON,pm_new,100,100,100,98,OFF,OFF,0,0,3059608,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.781,39.312,40.031,41.0,40.906,6692,6596,15.735185623168945
2024-06-10 01:53:35.969877,0 days 00:26:50.920000,ON,pm_new,100,92,92,100,OFF,OFF,6,6,3179816,4,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,39.593,39.156,40.0,40.968,41.031,6701,6607,17.46722674369812
2024-06-10 01:53:37.612272,0 days 00:26:52.560000,ON,pm_new,98,35,60,58,OFF,OFF,0,0,3357844,4,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.531,39.75,39.187,40.0,40.968,40.906,6527,6607,19.10971426963806
2024-06-10 01:53:39.145055,0 days 00:26:54.090000,ON,pm_new,33,36,98,68,OFF,OFF,0,0,3481472,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.281,39.843,39.125,39.906,40.875,40.937,6387,6601,20.642356872558594
2024-06-10 01:53:40.767873,0 days 00:26:55.720000,ON,pm_new,41,82,61,60,OFF,OFF,0,0,3631328,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.406,39.687,39.125,39.843,40.781,40.906,6535,6597,22.26676893234253
2024-06-10 01:53:42.367164,0 days 00:26:57.310000,ON,pm_new,37,40,67,98,OFF,OFF,0,0,3726948,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.281,39.75,39.0,40.062,40.875,40.906,6388,6592,23.866040468215942
2024-06-10 01:53:43.998177,0 days 00:26:58.950000,ON,pm_new,94,44,64,55,OFF,OFF,36,36,3811956,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.406,39.656,39.062,39.875,40.875,40.812,6458,6585,25.495571613311768
2024-06-10 01:53:45.659806,0 days 00:27:00.610000,ON,pm_new,84,37,65,70,OFF,OFF,9,9,4024520,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.281,39.656,39.062,39.968,40.781,40.781,6565,6584,27.158754348754883
2024-06-10 01:53:47.227794,0 days 00:27:02.170000,ON,pm_new,43,36,70,98,OFF,OFF,15,15,4132936,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.25,39.75,39.062,39.875,40.812,40.781,6425,6581,28.725152015686035
2024-06-10 01:53:48.854087,0 days 00:27:03.800000,ON,pm_new,46,84,59,76,OFF,OFF,15,15,4302408,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.375,39.718,39.031,40.031,40.656,40.781,6635,6581,30.35296082496643
2024-06-10 01:53:50.374259,0 days 00:27:05.320000,ON,pm_new,44,50,100,49,OFF,OFF,16,16,4651224,6,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.25,39.593,39.187,39.875,40.75,40.75,6737,6592,31.87164616584778
2024-06-10 01:53:51.925922,0 days 00:27:06.870000,ON,pm_new,56,54,61,67,OFF,OFF,22,22,4825556,5,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.343,39.781,39.062,39.781,40.843,40.843,6577,6597,33.42318892478943
2024-06-10 01:53:53.651893,0 days 00:27:08.600000,ON,pm_new,87,39,90,77,OFF,OFF,99,99,5103360,19,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.5,40.312,39.062,39.875,40.968,40.968,8924,6650,35.14946365356445
2024-06-10 01:53:55.703230,0 days 00:27:10.650000,ON,pm_new,100,100,100,100,OFF,OFF,99,99,5127364,47,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,40.062,39.125,39.906,41.0,41.031,9821,6837,37.200706243515015
2024-06-10 01:53:57.848623,0 days 00:27:12.800000,ON,pm_new,86,100,77,86,OFF,OFF,99,99,5128884,53,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,40.0,39.156,39.937,41.031,41.093,10335,6973,39.345967292785645
2024-06-10 01:53:59.852653,0 days 00:27:14.800000,ON,pm_new,100,100,100,100,OFF,OFF,6,6,5143448,56,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.562,40.281,39.343,40.031,41.156,41.125,10516,7172,41.35152840614319
2024-06-10 01:54:02.337395,0 days 00:27:17.290000,ON,pm_new,100,100,100,100,OFF,OFF,99,99,5132996,61,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,40.437,39.312,40.187,41.312,41.218,11243,7345,43.83606934547424
2024-06-10 01:54:04.755602,0 days 00:27:19.700000,ON,pm_new,100,100,100,100,OFF,OFF,0,0,5133432,61,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.843,40.062,39.5,40.156,41.375,41.343,10279,7500,46.252848863601685
2024-06-10 01:54:07.005155,0 days 00:27:21.950000,ON,pm_new,100,100,100,100,OFF,OFF,88,64,5134856,57,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.812,40.281,39.468,40.25,41.375,41.375,10019,7637,48.50246238708496
2024-06-10 01:54:09.373200,0 days 00:27:24.320000,ON,pm_new,100,100,100,100,OFF,OFF,99,99,5144148,56,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.812,40.75,39.531,40.218,41.531,41.5,10872,7777,50.871798038482666
2024-06-10 01:54:11.679803,0 days 00:27:26.630000,ON,pm_new,100,100,100,100,OFF,OFF,99,99,5158812,53,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.718,40.625,39.562,40.406,41.562,41.562,10927,7874,53.18508839607239
2024-06-10 01:54:13.730298,0 days 00:27:28.680000,ON,pm_new,98,93,98,100,OFF,OFF,99,99,5146196,61,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.187,40.312,39.656,40.437,41.593,41.593,11231,7955,55.2275915145874
