total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.1988143920898438
3.6Gi,3.0Mi,3.6Gi,5.167525053024292
3.6Gi,3.0Mi,3.6Gi,6.67352557182312
3.6Gi,3.0Mi,3.6Gi,8.372044086456299
3.6Gi,3.0Mi,3.6Gi,9.945554733276367
3.6Gi,3.0Mi,3.6Gi,11.398374319076538
3.6Gi,3.0Mi,3.6Gi,13.156513690948486
3.6Gi,3.0Mi,3.6Gi,15.51354718208313
3.6Gi,3.0Mi,3.6Gi,17.405275344848633
3.6Gi,3.0Mi,3.6Gi,19.056236743927002
3.6Gi,3.0Mi,3.6Gi,20.587932586669922
3.6Gi,3.0Mi,3.6Gi,22.154091119766235
3.6Gi,3.0Mi,3.6Gi,23.738631010055542
3.6Gi,3.0Mi,3.6Gi,25.43192195892334
3.6Gi,3.0Mi,3.6Gi,27.03607964515686
3.6Gi,3.0Mi,3.6Gi,28.67254328727722
3.6Gi,3.0Mi,3.6Gi,30.23278284072876
3.6Gi,3.0Mi,3.6Gi,31.811933755874634
3.6Gi,3.0Mi,3.6Gi,33.36750340461731
3.6Gi,3.0Mi,3.6Gi,35.0302050113678
3.6Gi,3.0Mi,3.6Gi,37.022947549819946
3.6Gi,3.0Mi,3.6Gi,39.152348041534424
3.6Gi,3.0Mi,3.6Gi,40.98494362831116
3.6Gi,3.0Mi,3.6Gi,43.49950861930847
3.6Gi,3.0Mi,3.6Gi,46.16611433029175
3.6Gi,3.0Mi,3.6Gi,48.35581684112549
3.6Gi,3.0Mi,3.6Gi,50.559792280197144
3.6Gi,3.0Mi,3.6Gi,53.07440233230591
3.6Gi,3.0Mi,3.6Gi,55.03321599960327
3.6Gi,3.0Mi,3.6Gi,57.19480299949646
