total,used,free,log_time
3.6Gi,2.0Mi,3.6Gi,1.7933704853057861
3.6Gi,2.0Mi,3.6Gi,2.9718174934387207
3.6Gi,2.0Mi,3.6Gi,4.114483833312988
3.6Gi,2.0Mi,3.6Gi,5.2570717334747314
3.6Gi,2.0Mi,3.6Gi,6.403417110443115
3.6Gi,2.0Mi,3.6Gi,7.547006130218506
3.6Gi,2.0Mi,3.6Gi,8.691917181015015
3.6Gi,2.0Mi,3.6Gi,9.82999873161316
3.6Gi,2.0Mi,3.6Gi,10.955688714981079
3.6Gi,2.0Mi,3.6Gi,12.089080095291138
3.6Gi,2.0Mi,3.6Gi,13.232529163360596
3.6Gi,2.0Mi,3.6Gi,14.36664891242981
3.6Gi,2.0Mi,3.6Gi,15.508277893066406
3.6Gi,2.0Mi,3.6Gi,16.649269104003906
3.6Gi,2.0Mi,3.6Gi,17.77679419517517
3.6Gi,2.0Mi,3.6Gi,19.072767972946167
3.6Gi,2.0Mi,3.6Gi,20.21771502494812
3.6Gi,2.0Mi,3.6Gi,21.34740948677063
3.6Gi,2.0Mi,3.6Gi,22.465367317199707
3.6Gi,2.0Mi,3.6Gi,23.60990285873413
3.6Gi,2.0Mi,3.6Gi,24.750388383865356
3.6Gi,2.0Mi,3.6Gi,25.89316439628601
