files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20791/722637,81M/2G,2.88%,1.5932,seconds,62.288819313049316
23080,1,0/722637,0/2G,0%,3.1546,seconds,67.42147183418274
23080,1,19895/722637,77M/2G,2.75%,1.0657,seconds,202.47162866592407
