total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.685662269592285
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,5.9676289558410645
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,8.048819303512573
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,10.13789963722229
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,12.195886373519897
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,13.94093132019043
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,15.907504558563232
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,17.610403537750244
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,19.339797973632812
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,21.14781904220581
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,23.17391610145569
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,24.8571560382843
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,26.484684467315674
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,28.09447193145752
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,30.19059991836548
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,32.26912450790405
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,34.015345096588135
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,35.431692600250244
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,37.11936593055725
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,38.843262672424316
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,40.685556411743164
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,43.04670190811157
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,45.50187063217163
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,47.00342559814453
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,49.081445932388306
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,51.5771963596344
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,53.71306610107422
7.2Gi,2.2Gi,2.9Gi,20Mi,2.0Gi,4.7Gi,55.746753454208374
7.2Gi,2.4Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,57.7068932056427
7.2Gi,2.5Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,59.37773299217224
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,61.00185561180115
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,62.575217485427856
7.2Gi,2.1Gi,4.5Gi,20Mi,560Mi,4.8Gi,64.93799877166748
7.2Gi,2.1Gi,4.5Gi,20Mi,560Mi,4.8Gi,66.50517535209656
7.2Gi,2.1Gi,4.5Gi,20Mi,579Mi,4.8Gi,67.81380605697632
7.2Gi,2.2Gi,4.4Gi,20Mi,593Mi,4.8Gi,69.28600025177002
7.2Gi,2.2Gi,4.3Gi,56Mi,641Mi,4.7Gi,71.00614643096924
7.2Gi,2.3Gi,4.2Gi,93Mi,705Mi,4.6Gi,72.51819968223572
7.2Gi,2.3Gi,4.2Gi,103Mi,735Mi,4.6Gi,74.03716802597046
7.2Gi,2.3Gi,4.1Gi,103Mi,754Mi,4.5Gi,75.36801600456238
7.2Gi,2.4Gi,4.0Gi,103Mi,783Mi,4.5Gi,76.96399426460266
7.2Gi,2.4Gi,4.0Gi,103Mi,804Mi,4.5Gi,78.29239678382874
7.2Gi,2.4Gi,3.9Gi,103Mi,831Mi,4.5Gi,79.66910171508789
7.2Gi,2.4Gi,3.9Gi,103Mi,853Mi,4.4Gi,81.15266275405884
7.2Gi,2.5Gi,3.8Gi,103Mi,875Mi,4.4Gi,82.48042154312134
7.2Gi,2.5Gi,3.8Gi,103Mi,892Mi,4.4Gi,83.8351981639862
7.2Gi,2.5Gi,3.8Gi,103Mi,918Mi,4.4Gi,85.27044534683228
