total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.3516123294830322
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.977435827255249
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,5.544987440109253
7.2Gi,2.3Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,6.830417633056641
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,7.977420091629028
7.2Gi,2.1Gi,4.5Gi,20Mi,575Mi,4.9Gi,9.592870235443115
7.2Gi,2.1Gi,4.4Gi,20Mi,601Mi,4.8Gi,11.226377487182617
7.2Gi,2.2Gi,4.3Gi,93Mi,702Mi,4.7Gi,12.848981857299805
7.2Gi,2.3Gi,4.2Gi,103Mi,736Mi,4.6Gi,14.020383358001709
7.2Gi,2.3Gi,4.2Gi,103Mi,755Mi,4.6Gi,15.146279335021973
7.2Gi,2.3Gi,4.1Gi,103Mi,779Mi,4.6Gi,16.303374528884888
7.2Gi,2.4Gi,4.0Gi,103Mi,804Mi,4.5Gi,17.431230306625366
7.2Gi,2.4Gi,4.0Gi,103Mi,827Mi,4.5Gi,18.574663877487183
7.2Gi,2.4Gi,3.9Gi,103Mi,858Mi,4.5Gi,19.69439458847046
7.2Gi,2.4Gi,3.9Gi,103Mi,884Mi,4.4Gi,20.819660186767578
7.2Gi,2.5Gi,3.8Gi,103Mi,904Mi,4.4Gi,21.97496461868286
7.2Gi,2.5Gi,3.8Gi,103Mi,913Mi,4.4Gi,23.105443477630615
7.2Gi,2.5Gi,3.7Gi,103Mi,944Mi,4.3Gi,24.25031089782715
7.2Gi,2.6Gi,3.6Gi,103Mi,968Mi,4.3Gi,25.376661777496338
7.2Gi,2.6Gi,3.6Gi,103Mi,979Mi,4.3Gi,26.592594146728516
7.2Gi,2.7Gi,3.5Gi,103Mi,998Mi,4.2Gi,27.765847206115723
7.2Gi,2.7Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,28.909923315048218
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,30.044283151626587
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,31.206631898880005
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,32.34995079040527
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.9Gi,33.499664306640625
7.2Gi,3.1Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,34.65468502044678
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,35.7833993434906
