total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.035320520401001
3.6Gi,3.0Mi,3.6Gi,4.795161962509155
3.6Gi,3.0Mi,3.6Gi,6.962193965911865
3.6Gi,3.0Mi,3.6Gi,8.51850175857544
3.6Gi,3.0Mi,3.6Gi,10.180531978607178
3.6Gi,3.0Mi,3.6Gi,11.782387256622314
3.6Gi,3.0Mi,3.6Gi,13.716810941696167
3.6Gi,3.0Mi,3.6Gi,15.589108943939209
3.6Gi,3.0Mi,3.6Gi,17.490577936172485
3.6Gi,3.0Mi,3.6Gi,19.02015233039856
3.6Gi,3.0Mi,3.6Gi,20.446102142333984
3.6Gi,3.0Mi,3.6Gi,21.90658211708069
3.6Gi,3.0Mi,3.6Gi,23.39486050605774
3.6Gi,3.0Mi,3.6Gi,24.639105319976807
3.6Gi,3.0Mi,3.6Gi,26.6958487033844
3.6Gi,3.0Mi,3.6Gi,28.29190230369568
3.6Gi,3.0Mi,3.6Gi,29.92685890197754
3.6Gi,3.0Mi,3.6Gi,31.659980535507202
3.6Gi,3.0Mi,3.6Gi,33.659820795059204
3.6Gi,3.0Mi,3.6Gi,35.35698223114014
3.6Gi,3.0Mi,3.6Gi,37.18408989906311
3.6Gi,3.0Mi,3.6Gi,38.85143804550171
3.6Gi,3.0Mi,3.6Gi,40.44026803970337
3.6Gi,3.0Mi,3.6Gi,41.97287845611572
3.6Gi,3.0Mi,3.6Gi,43.75118041038513
3.6Gi,3.0Mi,3.6Gi,45.52232885360718
3.6Gi,3.0Mi,3.6Gi,47.551084756851196
3.6Gi,3.0Mi,3.6Gi,49.19563603401184
3.6Gi,3.0Mi,3.6Gi,50.42637228965759
3.6Gi,3.0Mi,3.6Gi,51.72778105735779
3.6Gi,3.0Mi,3.6Gi,52.93879222869873
3.6Gi,3.0Mi,3.6Gi,54.224653005599976
3.6Gi,3.0Mi,3.6Gi,55.491448402404785
3.6Gi,3.0Mi,3.6Gi,56.999369621276855
3.6Gi,3.0Mi,3.6Gi,58.27416253089905
3.6Gi,3.0Mi,3.6Gi,59.60745072364807
3.6Gi,3.0Mi,3.6Gi,61.062796115875244
3.6Gi,3.0Mi,3.6Gi,62.36962938308716
3.6Gi,3.0Mi,3.6Gi,63.55281138420105
3.6Gi,3.0Mi,3.6Gi,64.78869438171387
3.6Gi,3.0Mi,3.6Gi,66.27079129219055
3.6Gi,3.0Mi,3.6Gi,67.54451322555542
3.6Gi,3.0Mi,3.6Gi,68.91275095939636
3.6Gi,3.0Mi,3.6Gi,70.18019700050354
3.6Gi,3.0Mi,3.6Gi,71.43355464935303
3.6Gi,3.0Mi,3.6Gi,72.65752387046814
3.6Gi,3.0Mi,3.6Gi,74.14685559272766
3.6Gi,3.0Mi,3.6Gi,75.44692277908325
3.6Gi,3.0Mi,3.6Gi,76.85683870315552
3.6Gi,3.0Mi,3.6Gi,78.33702898025513
3.6Gi,3.0Mi,3.6Gi,79.69943571090698
3.6Gi,3.0Mi,3.6Gi,80.9214596748352
3.6Gi,3.0Mi,3.6Gi,82.37367415428162
3.6Gi,3.0Mi,3.6Gi,83.54593539237976
3.6Gi,3.0Mi,3.6Gi,84.91406297683716
3.6Gi,3.0Mi,3.6Gi,86.1725742816925
3.6Gi,3.0Mi,3.6Gi,87.45632076263428
3.6Gi,3.0Mi,3.6Gi,88.58969736099243
3.6Gi,3.0Mi,3.6Gi,89.72744655609131
3.6Gi,3.0Mi,3.6Gi,90.85858654975891
3.6Gi,3.0Mi,3.6Gi,91.99070978164673
3.6Gi,3.0Mi,3.6Gi,93.14531254768372
3.6Gi,3.0Mi,3.6Gi,94.2836344242096
3.6Gi,3.0Mi,3.6Gi,95.4195294380188
3.6Gi,3.0Mi,3.6Gi,96.54528880119324
3.6Gi,3.0Mi,3.6Gi,97.67673420906067
3.6Gi,3.0Mi,3.6Gi,98.80284380912781
3.6Gi,3.0Mi,3.6Gi,99.92520093917847
3.6Gi,3.0Mi,3.6Gi,101.05886554718018
3.6Gi,3.0Mi,3.6Gi,102.18719863891602
3.6Gi,3.0Mi,3.6Gi,103.3496720790863
3.6Gi,3.0Mi,3.6Gi,104.47241616249084
3.6Gi,3.0Mi,3.6Gi,105.60017275810242
3.6Gi,3.0Mi,3.6Gi,106.73958230018616
3.6Gi,3.0Mi,3.6Gi,107.86578822135925
