powermode,observed_time,observed_power,predicted_time,predicted_power
2_422400_1236750000_3199000000,1748158.5040092468,16.0625,1445661.8388,14.788701999999999
2_422400_1236750000_665600000,1986280.784368515,14.392,1528706.3732999999,14.66883
2_422400_1134750000_204000000,2698213.5910987854,13.589,2275495.1130000004,14.995370000000001
2_422400_1134750000_2133000000,1759161.35597229,14.4945,1410022.70355,14.426986999999999
2_422400_1134750000_3199000000,1773415.5843257904,15.512,1395174.9069,14.610246
2_422400_1134750000_665600000,1965598.2398986816,13.689,1451441.1875999998,14.346521000000001
2_422400_1032750000_204000000,2681944.0879821777,13.186,2238970.4601000003,14.625335999999999
2_422400_1032750000_2133000000,1832146.4262008667,14.094,1420687.4433000002,14.092308999999998
2_422400_1032750000_3199000000,1796869.378566742,14.709,1426879.1114999999,14.424596
2_422400_1032750000_665600000,1987368.114233017,13.2355,1413047.87442,14.154527
2_422400_930750000_204000000,2766788.8355255127,13.186,2235487.6272,14.304477
2_422400_930750000_2133000000,1759472.727060318,13.893,1640926.0221000002,13.766551999999999
2_422400_930750000_3199000000,1781061.7830753326,14.752,1718552.1045000001,14.341018
2_422400_930750000_665600000,1951810.137271881,12.886,1414532.5056,14.121096999999999
2_422400_828750000_204000000,2684882.153511048,12.784,2284738.5387,13.994936
2_422400_828750000_2133000000,1790610.106229782,13.4405,1720218.4188,13.486236000000002
2_422400_828750000_3199000000,1779577.5349140167,14.405,1673569.4334,14.219441000000002
2_422400_828750000_665600000,1954893.4528827667,12.884,1490133.33075,14.178695
2_422400_726750000_204000000,2604828.375101089,12.382,2278854.0,13.74298
2_422400_726750000_2133000000,1818738.5654449463,13.491,1645473.5706,13.214759
2_422400_726750000_3199000000,1756386.8169784546,13.904,1592207.6247,14.098435
2_422400_726750000_665600000,1999920.7372665403,12.484,1469248.2434099999,14.271982
2_422400_624750000_204000000,2659317.4254894257,11.982,2289977.4021,13.518572
2_422400_624750000_2133000000,1752285.7339382172,13.089,1580604.16278,12.938146000000001
2_422400_624750000_3199000000,1726775.5875587463,13.8985,1524017.6859,13.961977999999998
2_422400_624750000_665600000,1935208.4546089168,12.585,1448983.839,14.303758
2_422400_522750000_204000000,2725618.4878349304,11.978,2322216.1527,13.312839
2_422400_522750000_2133000000,1827688.2927417755,13.097,1519381.359,12.666726
2_422400_522750000_3199000000,1766115.226984024,14.101,1464541.1594999998,13.846058999999999
2_422400_522750000_665600000,1952819.072723389,12.18,1435338.27069,14.316118000000001
2_422400_420750000_204000000,2770762.435913086,11.979,2367836.9967,13.128428
2_422400_420750000_2133000000,1831581.0556411743,13.1455,1464404.7877500001,12.405731
2_422400_420750000_3199000000,1767062.1347427368,14.004,1417670.5407,13.753326
2_422400_420750000_665600000,1888787.461042404,12.784,1456691.19519,14.332051
2_422400_318750000_204000000,2787423.038959503,12.08,2419894.8999,12.959224
2_422400_318750000_2133000000,1881718.9264297483,12.895,1440805.7541,12.172944
2_422400_318750000_3199000000,1814836.1513614652,13.7495,1392199.4238,13.670484
2_422400_318750000_665600000,1918743.8704967496,12.182,1514051.31018,14.291902
2_422400_216750000_204000000,2761157.3164463043,11.678,2478074.4488999997,12.802618
2_422400_216750000_2133000000,1815951.3058662412,12.7445,1456107.6804,11.982906000000002
2_422400_216750000_3199000000,1727607.984304428,14.103,1403179.1861999999,13.603031000000001
2_422400_216750000_665600000,1955652.161359787,12.181,1579201.2765,14.23633
2_422400_114750000_204000000,2906475.6932258606,12.08,2713633.71,12.651839
2_422400_114750000_2133000000,2166157.578229904,13.294,1771284.2859,11.810656000000002
2_422400_114750000_3199000000,2071642.5902843475,14.002,1672387.8054,13.507172
2_422400_114750000_665600000,2207789.631843567,12.382,1828058.6979,14.180757999999999
2_576000_1300500000_204000000,1646802.20580101,17.911,2114957.1948,12.511747999999999
2_576000_1300500000_2133000000,359359.9193096161,21.649,1184083.2541800002,15.283328
2_576000_1300500000_3199000000,334495.8908557892,23.0555,1108157.7783,15.355305
2_576000_1300500000_665600000,607366.8293952942,19.8865,1257232.9671,15.374986999999999
2_576000_1236750000_204000000,2223131.8242549896,14.5895,2075835.3048,15.511697
2_576000_1236750000_2133000000,1223541.490793228,15.608,1120552.5246000001,15.004406999999999
2_576000_1236750000_3199000000,1197971.6563224792,16.614,1090579.8114,15.15367
2_576000_1236750000_665600000,1357339.9803638458,15.196,1208791.2207000002,15.13519
2_576000_1134750000_204000000,2188313.9972686768,14.09,2022612.8103,15.250484
2_576000_1134750000_2133000000,1228470.9939956665,14.646,1056659.7417,14.608396
2_576000_1134750000_3199000000,1232639.099597931,15.911,1074287.5683000002,14.923584
2_576000_1134750000_665600000,1337810.1468086245,14.291,1142616.4578,14.7709375
2_576000_1032750000_204000000,2213903.3637046814,13.687,1999251.5871,14.859862999999999
2_576000_1032750000_2133000000,1272028.2101631165,14.2985,1051136.1934800001,14.262424000000001
2_576000_1032750000_3199000000,1203299.7019290924,15.4095,1122740.0994,14.760588
2_576000_1032750000_665600000,1384497.9221820831,13.8385,1116968.4093,14.486271
2_576000_930750000_204000000,2197467.5722122192,13.385,2016191.85,14.536228
2_576000_930750000_2133000000,374671.8249320984,19.438,1317361.5770999999,13.921691000000001
2_576000_930750000_3199000000,1219476.7735004425,15.207,1315631.88315,14.619138999999999
2_576000_930750000_665600000,1356111.8421554563,13.741,1141525.0149,14.431278
2_576000_828750000_204000000,2247221.8430042267,12.985,2045801.7909,14.223987999999999
2_576000_828750000_2133000000,1277321.655035019,14.393,1271848.7364,13.580257
2_576000_828750000_3199000000,1195716.696023941,14.506,1252946.5958999998,14.483286
2_576000_828750000_665600000,1378452.9004096985,12.936,1185284.41968,14.463904000000001
2_576000_726750000_204000000,2256229.974508285,12.5315,2040128.1009,13.96333
2_576000_726750000_2133000000,1259483.4685325625,13.489,1222920.33432,13.261565000000001
2_576000_726750000_3199000000,1231535.9692573547,14.604,1196275.8107999999,14.353029000000001
2_576000_726750000_665600000,1430238.1718158722,13.186,1184904.048,14.50811
2_576000_624750000_204000000,2280303.249597549,12.583,2061590.1228,13.736985
2_576000_624750000_2133000000,1251916.5651798248,13.39,1176585.2931,12.973355
2_576000_624750000_3199000000,1238176.2747764587,14.103,1147691.6750999999,14.195551
2_576000_624750000_665600000,1369986.1426353457,12.584,1189532.01285,14.495533
2_576000_522750000_204000000,2252090.049982071,12.181,2096632.1138999998,13.531332
2_576000_522750000_2133000000,1260064.822435379,13.34,1133353.182,12.713477000000001
2_576000_522750000_3199000000,1201427.2446632383,14.303,1111973.95221,14.063705
2_576000_522750000_665600000,1395811.999320984,12.784,1187348.06421,14.500424
2_576000_420750000_204000000,2274180.717945099,12.081,2154466.8651,13.339533
2_576000_420750000_2133000000,1274832.9401016235,12.988,1112928.3669,12.5101455
2_576000_420750000_3199000000,1220878.340959549,14.0535,1109163.61569,13.94954
2_576000_420750000_665600000,1383275.4793167114,12.5345,1201347.3237899998,14.516496
2_576000_318750000_204000000,2301902.424812317,12.182,2211609.5199,13.159908
2_576000_318750000_2133000000,1258773.695230484,13.496,1124913.9198,12.316287
2_576000_318750000_3199000000,1261272.7937698364,13.9535,1118166.99585,13.856498
2_576000_318750000_665600000,1370046.490192413,12.184,1266052.89795,14.476752000000001
2_576000_216750000_204000000,2288639.218568802,12.181,2265798.5736000002,12.996473
2_576000_216750000_2133000000,1341322.805404663,13.398,1175569.3431,12.13526
2_576000_216750000_3199000000,1293350.0263690948,14.4545,1154000.66208,13.749746
2_576000_216750000_665600000,1414270.194530487,12.5815,1345247.12262,14.420732
2_576000_114750000_204000000,2517137.6452445984,11.7275,2496492.5283,12.841432000000001
2_576000_114750000_2133000000,1820117.67911911,13.398,1492308.40155,11.96083
2_576000_114750000_3199000000,1735366.2767410278,14.002,1437636.2245500002,13.656186
2_576000_114750000_665600000,1818760.9524726868,12.382,1592864.5536,14.36516
2_729600_1300500000_204000000,2012645.000457764,15.7525,1942868.8628999998,12.692199
2_729600_1300500000_2133000000,925765.3901576996,17.016,909566.2180799999,15.476797000000001
2_729600_1300500000_3199000000,916254.9991607666,17.62,805441.2525,15.818919
2_729600_1300500000_665600000,1115667.681932449,16.004,1062349.0617,15.88598
2_729600_1236750000_204000000,2046634.547472,14.995,1912969.1417999999,15.777874
2_729600_1236750000_2133000000,1005917.2265529633,15.709,860392.2687000001,15.191924
2_729600_1236750000_3199000000,953412.5518798828,16.414,781853.1129599999,15.586026
2_729600_1236750000_665600000,1102661.1959934237,15.601,1027745.57025,15.643678
2_729600_1134750000_204000000,2037248.519897461,14.5885,1875226.7555999998,15.505359
2_729600_1134750000_2133000000,973846.848487854,15.907,806212.1241,14.763770000000001
2_729600_1134750000_3199000000,934043.31946373,15.605,770060.9813100001,15.309574000000001
2_729600_1134750000_665600000,1119411.7183685305,15.004,980990.2695899999,15.255995
2_729600_1032750000_204000000,2044765.302658081,13.789,1865023.9605,15.099874
2_729600_1032750000_2133000000,967020.4513072968,15.206,837848.9008799999,14.359375
2_729600_1032750000_3199000000,946273.0572223664,16.313,901929.4626000001,15.108915999999999
2_729600_1032750000_665600000,1139243.7527179718,14.294,969954.9737999999,14.894486
2_729600_930750000_204000000,2008924.598455429,13.487,1897323.1992000001,14.768612
2_729600_930750000_2133000000,972739.5865917206,15.0075,1012276.4811000001,13.973715
2_729600_930750000_3199000000,916245.849609375,15.0555,976856.9629800001,14.90209
2_729600_930750000_665600000,1068355.4708957672,14.598,1023636.59955,14.763219
2_729600_828750000_204000000,2030071.2883472445,13.536,1907280.2907,14.456464
2_729600_828750000_2133000000,972258.6627006532,14.1515,971422.7871000001,13.62922
2_729600_828750000_3199000000,923721.373319626,16.012,940788.456,14.766898
2_729600_828750000_665600000,1053922.367811203,14.594,1029996.0558,14.778458
2_729600_726750000_204000000,2022748.1055259705,13.186,1901301.9719999998,14.197111000000001
2_729600_726750000_2133000000,973324.8627185822,14.001,944834.7504,13.328863
2_729600_726750000_3199000000,911344.8874950408,14.505,911017.3698,14.620237999999999
2_729600_726750000_665600000,963306.6761493684,14.6015,1034702.7176999999,14.787795000000001
2_729600_624750000_204000000,2042580.6155204773,12.583,1913245.0113000001,13.967736
2_729600_624750000_2133000000,1036416.0413742064,14.0,919698.2718,13.097527
2_729600_624750000_3199000000,934168.9665317537,14.8595,888591.4458000001,14.449435
2_729600_624750000_665600000,1065314.4173622131,13.8495,1042460.90265,14.710457
2_729600_522750000_204000000,2078425.7502555847,12.634,1949998.9563000002,13.75665
2_729600_522750000_2133000000,954735.75091362,14.002,900843.0213,12.880021000000001
2_729600_522750000_3199000000,858031.5642356873,14.304,884315.1403199999,14.302703
2_729600_522750000_665600000,1153343.9166545868,12.984,1046418.0279,14.694011
2_729600_420750000_204000000,2058692.922115326,12.784,1994800.4756999998,13.556362
2_729600_420750000_2133000000,955693.6078071594,13.8,914746.5314999999,12.679950999999999
2_729600_420750000_3199000000,960077.179670334,14.204,913622.34375,14.17442
2_729600_420750000_665600000,1147589.401960373,12.986,1061277.7815,14.705954
2_729600_318750000_204000000,2087656.2113761904,12.5315,2051062.38,13.375985
2_729600_318750000_2133000000,1021644.9356079102,13.598,965388.3567,12.484623
2_729600_318750000_3199000000,954976.2411117554,14.807,952236.1806000001,14.047593999999998
2_729600_318750000_665600000,1176142.1246528623,12.6325,1106380.8661200001,14.664682
2_729600_216750000_204000000,2145026.10206604,12.281,2114776.8246,13.197689
2_729600_216750000_2133000000,1123689.189910889,13.598,1037279.0731200001,12.294545
2_729600_216750000_3199000000,1097391.0703659058,14.907,1016336.7487199999,13.925773
2_729600_216750000_665600000,1222294.0101623535,12.885,1183325.79312,14.606318
2_729600_114750000_204000000,2324651.320695877,12.382,2343691.7727,13.034849
2_729600_114750000_2133000000,1622412.4364852903,13.6,1367489.44101,12.115969999999999
2_729600_114750000_3199000000,1616959.065437317,14.4555,1331787.0355200002,13.821952999999999
2_729600_114750000_665600000,1693968.30534935,12.584,1435245.5378999999,14.5495625
2_883200_1300500000_204000000,1624252.934217453,17.709,1817644.4289,12.881545000000001
2_883200_1300500000_2133000000,350434.0796470642,22.152,757282.5654000001,15.6359375
2_883200_1300500000_3199000000,325268.536567688,22.957,629953.1611499999,16.323369
2_883200_1300500000_665600000,605597.4884033203,19.6355,951360.05658,16.42439
2_883200_1236750000_204000000,1921011.423587799,15.696,1791496.533,16.086364
2_883200_1236750000_2133000000,835819.2083835602,17.218,733082.82396,15.304926
2_883200_1236750000_3199000000,762563.9455318451,17.62,613586.1285,16.087417
2_883200_1236750000_665600000,921716.2086963654,16.0995,922003.0716,16.171818
2_883200_1134750000_204000000,1954463.4461402893,14.488,1764894.7419,15.774602000000002
2_883200_1134750000_2133000000,808154.7963619232,16.21,706674.00084,14.82049
2_883200_1134750000_3199000000,774431.1966896057,17.218,610751.8311899999,15.797771000000001
2_883200_1134750000_665600000,923993.4592247008,15.196,885085.0897499999,15.771625
2_883200_1032750000_204000000,1957720.192193985,13.985,1773616.1256,15.344505999999999
2_883200_1032750000_2133000000,845331.4518928528,16.057,806051.2914,14.412297
2_883200_1032750000_3199000000,802935.8444213867,17.014,743774.25975,15.427078
2_883200_1032750000_665600000,923077.6948928832,14.994,887588.7812999999,15.38545
2_883200_930750000_204000000,1928105.5617332456,13.885,1817166.1509,15.004757999999999
2_883200_930750000_2133000000,830224.8392105103,15.505,860221.2765,14.040104999999999
2_883200_930750000_3199000000,782464.1842842102,16.0625,800970.4473,15.212373
2_883200_930750000_665600000,903933.1057071686,14.34,935494.7312999999,15.138941
2_883200_828750000_204000000,1907432.205438614,13.387,1811773.9571999998,14.694557000000001
2_883200_828750000_2133000000,812272.2835540771,15.006,832252.4855999999,13.760873
2_883200_828750000_3199000000,775381.0184001923,16.21,811645.1746200001,15.06374
2_883200_828750000_665600000,915765.4356956482,14.1425,935322.3324000001,15.119442999999999
2_883200_726750000_204000000,1945531.379699707,13.085,1810232.6829000001,14.439283
2_883200_726750000_2133000000,816070.2991485596,14.605,816146.33328,13.514529
2_883200_726750000_3199000000,793936.683177948,15.662,805013.1468,14.907564
2_883200_726750000_665600000,952936.4590644836,13.588,941794.5591,15.099212
2_883200_624750000_204000000,1936619.5924282076,13.235,1811727.2234999998,14.210977000000002
2_883200_624750000_2133000000,816602.219581604,14.705,812783.9139,13.282907999999999
2_883200_624750000_3199000000,773971.2438583374,15.312,812161.4804100001,14.722343
2_883200_624750000_665600000,976104.6352386476,13.59,944203.7673,14.98368
2_883200_522750000_204000000,2000381.1914920807,12.683,1838826.3612000002,13.99151
2_883200_522750000_2133000000,849635.6494426727,14.404,816261.9640200001,13.062357
2_883200_522750000_3199000000,816909.5141887665,15.41,829443.7746000001,14.557805
2_883200_522750000_665600000,988766.4635181428,13.388,953327.2640099999,14.9203125
2_883200_420750000_204000000,1943087.941408157,12.683,1879605.1875,13.784343999999999
2_883200_420750000_2133000000,836340.2881622314,14.707,850192.81842,12.851248
2_883200_420750000_3199000000,766641.1950588226,15.511,871421.7345000001,14.411328
2_883200_420750000_665600000,954667.308807373,13.489,974065.1949,14.906877
2_883200_318750000_204000000,1979724.6482372284,12.7345,1935543.2382,13.5920625
2_883200_318750000_2133000000,865522.5455760956,14.606,909808.5456,12.658297000000001
2_883200_318750000_3199000000,855957.9110145569,16.216,920213.5928999999,14.257896
2_883200_318750000_665600000,1034390.9873962402,13.186,1002470.0628,14.855172
2_883200_216750000_204000000,2004080.891609192,12.684,2003801.9489999998,13.413077
2_883200_216750000_2133000000,1064591.4840698242,13.8515,985366.779,12.465347
2_883200_216750000_3199000000,982677.6921749116,15.109,988200.6542999999,14.122074000000001
2_883200_216750000_665600000,1065084.619998932,13.498,1065068.6816999998,14.794246
2_883200_114750000_204000000,2236228.893518448,12.583,2230960.2414,13.235726000000001
2_883200_114750000_2133000000,1531137.2089385986,13.8535,1334537.93115,12.276281999999998
2_883200_114750000_3199000000,1498093.6818122864,14.909,1310747.69571,14.000865
2_883200_114750000_665600000,1589663.118839264,12.885,1322423.5089,14.735882
2_1036800_1300500000_204000000,1828929.923057556,16.305,1714467.5166000002,13.056667
2_1036800_1300500000_2133000000,699832.5300216675,17.62,657106.8475500001,15.725522999999999
2_1036800_1300500000_3199000000,671373.3658790588,18.329,556381.20378,16.861842
2_1036800_1300500000_665600000,827959.6221446991,17.014,871478.1588,16.985352
2_1036800_1236750000_204000000,1878888.7495994568,15.494,1692804.1803,16.491761999999998
2_1036800_1236750000_2133000000,714404.8128128052,17.166,647771.34552,15.361820999999999
2_1036800_1236750000_3199000000,667999.4649887085,18.123,541782.17421,16.641348
2_1036800_1236750000_665600000,842431.1892986298,16.202,843846.7570799999,16.731518
2_1036800_1134750000_204000000,1929260.187149048,14.592,1679715.6183,16.106341
2_1036800_1134750000_2133000000,714495.9743022919,16.512,662854.90509,14.876978999999999
2_1036800_1134750000_3199000000,663829.803943634,17.416,551348.8752,16.353220999999998
2_1036800_1134750000_665600000,845424.248456955,15.6025,819082.4913000001,16.325384
2_1036800_1032750000_204000000,1909603.4219264984,14.09,1709068.602,15.611029
2_1036800_1032750000_2133000000,701130.9065818787,16.414,799911.74925,14.523682
2_1036800_1032750000_3199000000,678579.3027877808,16.917,617050.39296,15.8344375
2_1036800_1032750000_665600000,855198.4069347382,15.2495,848681.71002,15.933605
2_1036800_930750000_204000000,1920773.653268814,15.1515,1740008.9684999997,15.249391
2_1036800_930750000_2133000000,722477.2040843964,15.71,787696.6229099999,14.207797000000001
2_1036800_930750000_3199000000,674661.0479354858,16.613,665251.45299,15.549620999999998
2_1036800_930750000_665600000,842053.2033443451,14.597,874388.21472,15.611844
2_1036800_828750000_204000000,1951885.4279518127,13.286,1739458.9488000001,14.936605
2_1036800_828750000_2133000000,711704.8120498657,15.507,779455.95549,13.94424
2_1036800_828750000_3199000000,680441.8201446533,16.21,733261.3185599999,15.388824000000001
2_1036800_828750000_665600000,856414.4375324249,14.496,879989.2252199999,15.498037
2_1036800_726750000_204000000,1922231.5609455109,13.588,1739881.8966,14.688970999999999
2_1036800_726750000_2133000000,702212.1384143829,15.006,770903.0163,13.708589
2_1036800_726750000_3199000000,673215.2397632599,16.4645,787647.96672,15.219848
2_1036800_726750000_665600000,865630.1743984222,13.79,884634.14862,15.443745000000002
2_1036800_624750000_204000000,1891323.9061832428,13.487,1743627.4697999998,14.462193
2_1036800_624750000_2133000000,695221.68135643,14.606,784761.6996599999,13.475174
2_1036800_624750000_3199000000,680317.3563480377,15.714,796868.6664,15.013348
2_1036800_624750000_665600000,855004.0965080261,13.8,885456.95871,15.306784
2_1036800_522750000_204000000,1942947.3719596865,12.683,1754179.7517000001,14.235415999999999
2_1036800_522750000_2133000000,715541.0251617432,14.754,796452.62706,13.250103
2_1036800_522750000_3199000000,682377.9716491699,15.711,812131.8303,14.828123
2_1036800_522750000_665600000,882623.0759620667,13.588,892257.9312,15.20274
2_1036800_420750000_204000000,1954826.3750076292,13.891,1793450.1267000001,14.017581
2_1036800_420750000_2133000000,727529.7801494598,14.605,831466.2028199999,13.03325
2_1036800_420750000_3199000000,697940.0207996368,15.511,853206.3761999999,14.64516
2_1036800_420750000_665600000,898355.4267883301,13.396,913584.5973,15.148568
2_1036800_318750000_204000000,1950266.724348068,12.585,1852960.1013000002,13.802625
2_1036800_318750000_2133000000,800422.9276180267,14.506,890841.3843,12.832227000000001
2_1036800_318750000_3199000000,778617.1243190765,15.511,899679.6804000001,14.481223
2_1036800_318750000_665600000,923951.6696929932,13.497,945061.3072500001,15.063914
2_1036800_216750000_204000000,1982684.6928596497,12.683,1921060.9491,13.597842
2_1036800_216750000_2133000000,968854.2058467864,14.804,959573.8404,12.639275
2_1036800_216750000_3199000000,947194.4794654846,15.109,966097.89618,14.332412
2_1036800_216750000_665600000,1051913.1772518158,13.3415,987809.748,14.990041
2_1036800_114750000_204000000,2186626.677751541,12.784,2147641.713,13.397107
2_1036800_114750000_2133000000,1460364.909172058,14.204,1308225.46698,12.446324
2_1036800_114750000_3199000000,1471938.9939308169,15.109,1292728.44702,14.198198
2_1036800_114750000_665600000,1506906.0204029083,13.095,1237029.9417,14.92488
2_1190400_1300500000_204000000,1793781.403541565,16.511,1643360.2382999999,13.200998
2_1190400_1300500000_2133000000,623799.9219894409,18.276,586294.33542,16.000062
2_1190400_1300500000_3199000000,592368.6182498932,18.5765,511939.23689999996,17.42775
2_1190400_1300500000_665600000,777941.469669342,17.723,810947.15445,17.548156
2_1190400_1236750000_204000000,1840637.9561424253,17.313,1626600.6582,16.962951
2_1190400_1236750000_2133000000,624841.383934021,17.721,579503.85066,15.599711
2_1190400_1236750000_3199000000,573020.2510356903,18.12,502270.2063,17.257705
2_1190400_1236750000_665600000,782342.4689769745,16.8105,786660.8697,17.29432
2_1190400_1134750000_204000000,1865038.112163544,16.307,1623806.952,16.548133
2_1190400_1134750000_2133000000,627573.4279155731,16.813,631081.33455,15.070849
2_1190400_1134750000_3199000000,596141.6563987732,17.5205,537417.19974,16.902898
2_1190400_1134750000_665600000,791726.9313335419,16.3615,772723.3486200001,16.890438
2_1190400_1032750000_204000000,1888552.4401664732,15.293,1675750.9125,15.952373999999999
2_1190400_1032750000_2133000000,644834.4967365265,16.511,769383.1551,14.695066
2_1190400_1032750000_3199000000,584086.0979557037,16.8665,563885.2293,16.346244000000002
2_1190400_1032750000_665600000,803422.524690628,15.507,824004.9409800001,16.507279999999998
2_1190400_930750000_204000000,1861773.8027572632,15.094,1678966.0035,15.513684999999999
2_1190400_930750000_2133000000,633933.5544109344,16.616,755612.09352,14.3751
2_1190400_930750000_3199000000,598380.7604312897,16.616,540417.03438,15.965772000000001
2_1190400_930750000_665600000,794180.7327270508,15.305,828186.6537,16.172294
2_1190400_828750000_204000000,1875752.2675991056,14.8,1680919.2846,15.187246
2_1190400_828750000_2133000000,652010.0357532501,15.603,740694.19632,14.118132
2_1190400_828750000_3199000000,571346.9178676605,16.315,539578.67244,15.746649999999999
2_1190400_828750000_665600000,798836.288690567,14.8,840705.3459,15.948466
2_1190400_726750000_204000000,1917049.7951507568,14.293,1686941.9925,14.944979
2_1190400_726750000_2133000000,615143.3200836182,15.208,711754.251,13.882734000000001
2_1190400_726750000_3199000000,592420.8772182465,16.114,648205.26558,15.554138
2_1190400_726750000_665600000,809528.1236171722,14.402,845401.692,15.852161
2_1190400_624750000_204000000,1877807.5006008148,13.891,1693828.4142000002,14.713213
2_1190400_624750000_2133000000,641962.5298976898,15.208,728275.161,13.650566000000001
2_1190400_624750000_3199000000,592196.9208717346,15.8135,782207.99211,15.340092
2_1190400_624750000_665600000,811506.100654602,14.3475,850795.7613,15.678220999999999
2_1190400_522750000_204000000,1892388.691663742,13.891,1696631.3420999998,14.4626455
2_1190400_522750000_2133000000,630770.3511714935,14.806,778610.2474499999,13.420523
2_1190400_522750000_3199000000,605955.1801681519,15.9635,796450.2513,15.112260000000001
2_1190400_522750000_665600000,827766.5712833405,14.202,860110.4598,15.530234
2_1190400_420750000_204000000,1905998.105287552,13.489,1731834.1659,14.214542999999999
2_1190400_420750000_2133000000,661865.3891086578,15.008,813469.66452,13.197732
