total,used,free,log_time
3.6Gi,0B,3.6Gi,2.5091230869293213
3.6Gi,0B,3.6Gi,3.709338903427124
3.6Gi,0B,3.6Gi,5.042092323303223
3.6Gi,0B,3.6Gi,6.549876689910889
3.6Gi,0B,3.6Gi,7.772126197814941
3.6Gi,0B,3.6Gi,8.979169845581055
3.6Gi,0.0Ki,3.6Gi,10.271331071853638
3.6Gi,2.0Mi,3.6Gi,11.699357509613037
3.6Gi,2.0Mi,3.6Gi,12.863499402999878
3.6Gi,2.0Mi,3.6Gi,14.100118637084961
3.6Gi,2.0Mi,3.6Gi,15.276076316833496
3.6Gi,2.0Mi,3.6Gi,16.421215295791626
3.6Gi,2.0Mi,3.6Gi,17.574415683746338
3.6Gi,2.0Mi,3.6Gi,18.804953575134277
3.6Gi,2.0Mi,3.6Gi,20.015319108963013
3.6Gi,2.0Mi,3.6Gi,21.180280447006226
3.6Gi,2.0Mi,3.6Gi,22.391844511032104
3.6Gi,2.0Mi,3.6Gi,23.601025104522705
3.6Gi,2.0Mi,3.6Gi,24.860434532165527
3.6Gi,2.0Mi,3.6Gi,26.232359409332275
3.6Gi,2.0Mi,3.6Gi,27.438511610031128
3.6Gi,2.0Mi,3.6Gi,28.695053577423096
