epoch,batch_idx,computetime,computetime_ms,log_time
0,0,null,4821.78955078125,11.170760154724121
0,1,null,764.4800415039062,11.944255352020264
0,2,null,764.9945068359375,12.718611240386963
0,3,null,768.693603515625,13.498907089233398
0,4,null,763.9526977539062,14.273860216140747
0,5,null,764.3817749023438,15.051750183105469
0,6,null,764.8606567382812,15.829109191894531
0,7,null,765.3463134765625,16.612138748168945
0,8,null,772.5770263671875,17.409053087234497
0,9,null,763.4410400390625,18.187713861465454
0,10,null,763.4458618164062,18.96577525138855
0,11,null,764.2150268554688,19.741207122802734
0,12,null,763.9505004882812,20.516629695892334
0,13,null,764.0670776367188,21.291480541229248
0,14,null,764.1110229492188,22.077020168304443
0,15,null,764.1325073242188,22.85809826850891
0,16,null,769.4771118164062,23.63964819908142
0,17,null,773.5285034179688,24.43874478340149
0,18,null,764.2982788085938,25.21815514564514
0,19,null,764.4052124023438,25.998470544815063
0,20,null,764.2426147460938,26.78221821784973
0,21,null,768.6470947265625,27.568297147750854
0,22,null,764.3701171875,28.34835410118103
0,23,null,764.307373046875,29.126040935516357
0,24,null,764.2918701171875,29.91559386253357
0,25,null,768.2219848632812,30.706635236740112
0,26,null,770.7278442382812,31.498573780059814
0,27,null,764.050048828125,32.27571702003479
0,28,null,765.289306640625,33.05256152153015
0,29,null,764.0487060546875,33.83835220336914
0,30,null,771.8529663085938,34.63110280036926
0,31,null,764.1575927734375,35.40622663497925
0,32,null,763.580322265625,36.180776834487915
0,33,null,764.191162109375,36.95864272117615
0,34,null,763.828857421875,37.7369441986084
0,35,null,767.9955444335938,38.53386998176575
0,36,null,763.873291015625,39.313722133636475
0,37,null,769.4431762695312,40.10547637939453
0,38,null,764.0679321289062,40.880605936050415
0,39,null,763.7901611328125,41.65596032142639
0,40,null,764.455810546875,42.43874645233154
0,41,null,772.0580444335938,43.23081874847412
0,42,null,770.99169921875,44.027904987335205
0,43,null,768.9575805664062,44.8284649848938
0,44,null,774.1774291992188,45.634907722473145
0,45,null,763.6942138671875,46.40930652618408
0,46,null,764.0162963867188,47.18492078781128
0,47,null,764.32373046875,47.96028470993042
0,48,null,763.8623657226562,48.73573541641235
0,49,null,764.9302978515625,49.51399230957031
