files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20222/722637,78M/2G,2.8%,0.80656,seconds,27.161726713180542
23080,1,0/722637,0/2G,0%,1.3006,seconds,30.03022074699402
23080,1,19909/722637,77M/2G,2.76%,0.81361,seconds,149.34687519073486
