files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20117/722637,78M/2G,2.78%,0.31796,seconds,41.742504358291626
23080,1,0/722637,0/2G,0%,1.5198,seconds,44.11733365058899
23080,1,20118/722637,78M/2G,2.78%,0.31564,seconds,148.39587712287903
