total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.3Gi,2.6Gi,20Mi,2.3Gi,4.7Gi,2.1612844467163086
7.2Gi,2.6Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,3.4064154624938965
7.2Gi,2.8Gi,2.0Gi,93Mi,2.4Gi,4.0Gi,4.826056241989136
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,6.018290281295776
7.2Gi,3.6Gi,1.2Gi,103Mi,2.4Gi,3.3Gi,7.197516441345215
7.2Gi,4.2Gi,589Mi,103Mi,2.4Gi,2.7Gi,8.42802882194519
7.2Gi,4.6Gi,177Mi,94Mi,2.4Gi,2.3Gi,9.624079704284668
7.2Gi,4.6Gi,181Mi,103Mi,2.4Gi,2.3Gi,10.849705219268799
7.2Gi,4.6Gi,191Mi,94Mi,2.4Gi,2.3Gi,12.097053527832031
7.2Gi,4.6Gi,164Mi,94Mi,2.4Gi,2.3Gi,13.322545051574707
7.2Gi,4.6Gi,157Mi,103Mi,2.4Gi,2.2Gi,14.477685928344727
7.2Gi,4.6Gi,158Mi,103Mi,2.4Gi,2.2Gi,15.611718893051147
7.2Gi,4.6Gi,166Mi,93Mi,2.4Gi,2.3Gi,16.874513864517212
7.2Gi,4.6Gi,155Mi,103Mi,2.4Gi,2.2Gi,18.017091989517212
7.2Gi,4.6Gi,165Mi,94Mi,2.4Gi,2.3Gi,19.322606086730957
7.2Gi,4.6Gi,156Mi,103Mi,2.4Gi,2.2Gi,20.48875665664673
7.2Gi,4.6Gi,156Mi,103Mi,2.4Gi,2.2Gi,21.63065218925476
7.2Gi,4.6Gi,153Mi,103Mi,2.4Gi,2.2Gi,22.80013918876648
7.2Gi,4.6Gi,164Mi,93Mi,2.4Gi,2.3Gi,23.975872039794922
7.2Gi,4.6Gi,157Mi,103Mi,2.4Gi,2.2Gi,25.145184993743896
7.2Gi,4.6Gi,154Mi,103Mi,2.4Gi,2.2Gi,26.27623224258423
