cores,cpu,gpu,mem,observed_power,predicted_power,observed_time,predicted_time
12,2201600,1134750000,2133000000,34.394,33.5616768197458,125.1962890625,158.6100261509287
12,2201600,1032750000,2133000000,33.492,32.02761610785959,129.1851806640625,159.70658194004355
12,2201600,930750000,2133000000,31.286,30.493555395973384,135.6988525390625,160.92606909237236
12,2201600,828750000,2133000000,29.883,28.959494684087176,143.27938842773438,162.2982479441861
12,2201600,726750000,2133000000,28.184,27.42543397220097,152.38076782226562,163.8649869404843
12,2201600,624750000,2133000000,26.682,25.891373260314765,164.30172729492188,165.68780152363166
12,2201600,522750000,2133000000,24.688,24.35731254842856,187.650146484375,167.86231129871092
12,2201600,420750000,2133000000,20.465,22.82325183654235,227.8345642089844,170.54892770291048
12,2201600,318750000,2133000000,20.478,21.289191124656146,291.5414428710937,174.04795005832565
12,2201600,216750000,2133000000,19.672,19.755130412769937,418.4552917480469,179.02793280602245
12,2201600,114750000,2133000000,17.558,18.221069700883728,775.2450561523438,187.55349003018463
12,268800,1300500000,3199000000,20.764,29.66078767455981,472.5577087402344,970.5065695732192
12,268800,1236750000,3199000000,20.463,28.86371295537341,464.05224609375,961.5072357045574
12,268800,1134750000,3199000000,19.261,27.588393404675173,451.2490539550781,946.2890532391264
12,268800,1032750000,3199000000,18.659,26.31307385397693,468.5125732421875,929.9123931894012
12,268800,930750000,3199000000,18.362,25.03775430327869,462.5982971191406,912.1603374977556
12,268800,828750000,3199000000,18.158,23.76243475258045,431.6619567871094,892.7456287571634
12,268800,726750000,3199000000,18.359,22.48711520188221,428.1098327636719,871.2756747925904
12,268800,624750000,3199000000,17.457,21.211795651183976,446.2510986328125,847.1922266018922
12,268800,522750000,3199000000,18.26,19.936476100485734,492.0183410644531,819.6595987728383
12,268800,420750000,3199000000,17.962,18.6611565497875,461.3025817871094,787.336718147996
12,268800,318750000,3199000000,17.36,17.385836999089257,460.5342712402344,747.8457100528685
12,268800,216750000,3199000000,17.973,16.11051744839102,547.2691040039062,696.2534592423781
12,268800,114750000,3199000000,13.443,14.83519789769278,812.67529296875,618.8312415309848
12,422400,1300500000,3199000000,23.578,30.470455912264725,293.8226013183594,624.2737941118736
12,422400,1236750000,3199000000,23.372,29.673381193078328,293.7430114746094,618.4850148549341
12,422400,1134750000,3199000000,22.169,28.39806164238009,285.8812866210937,608.6959904371405
12,422400,1032750000,3199000000,20.665,27.12274209168185,298.5282897949219,598.1617807525856
12,422400,930750000,3199000000,20.364,25.847422540983608,310.3568725585937,586.7428542791849
12,422400,828750000,3199000000,18.76,24.572102990285373,275.5201721191406,574.2544340386128
12,422400,726750000,3199000000,19.162,23.29678343958713,344.244140625,560.4439869575948
12,422400,624750000,3199000000,18.962,22.02146388888889,276.138427734375,544.9524219866174
12,422400,522750000,3199000000,18.965,20.746144338190653,304.4095458984375,527.2421884080111
12,422400,420750000,3199000000,17.859,19.47082478749241,300.0536193847656,506.4506472099242
12,422400,318750000,3199000000,18.877,18.195505236794176,330.3400573730469,481.0482416726907
12,422400,216750000,3199000000,17.973,16.920185686095937,451.3985900878906,447.86176857709984
12,422400,114750000,3199000000,16.156,15.644866135397695,791.1161499023438,398.0602905505252
12,576000,1300500000,3199000000,21.361,31.280124149969645,223.7930603027344,461.19223256630585
12,576000,1236750000,3199000000,25.478,30.483049430783247,218.6332855224609,456.9156794664924
12,576000,1134750000,3199000000,22.169,29.207729880085004,269.8948059082031,449.6838813861148
12,576000,1032750000,3199000000,22.365,27.93241032938677,214.0679931640625,441.9015657922764
12,576000,930750000,3199000000,21.964,26.657090778688527,228.9838104248047,433.4656515452747
12,576000,828750000,3199000000,19.463,25.38177122799029,221.98806762695312,424.2396317022192
12,576000,726750000,3199000000,21.468,24.10645167729205,245.0043487548828,414.03694342328095
12,576000,624750000,3199000000,20.67,22.83113212659381,238.87957763671875,402.592302462378
12,576000,522750000,3199000000,19.062,21.555812575895573,265.9981689453125,389.508584644288
12,576000,420750000,3199000000,19.162,20.28049302519733,266.9987487792969,374.1485016260961
12,576000,318750000,3199000000,19.479,19.00517347449909,309.8840637207031,355.38206896022035
12,576000,216750000,3199000000,18.174,17.729853923800853,431.5969848632813,330.8650321050507
12,576000,114750000,3199000000,16.055,16.454534373102614,790.1836547851562,294.073395081662
12,729600,1300500000,3199000000,26.481,32.089792387674564,186.7242889404297,366.15310585217895
12,729600,1236750000,3199000000,26.08,31.29271766848816,182.2528076171875,362.7578335789988
12,729600,1134750000,3199000000,25.284,30.017398117789924,191.8016357421875,357.016311625579
12,729600,1032750000,3199000000,22.766,28.74207856709168,197.76953125,350.83771878686275
12,729600,930750000,3199000000,23.97,27.466759016393443,191.573471069336,344.1402161315069
12,729600,828750000,3199000000,24.873,26.191439465695204,199.6060791015625,336.8154270703578
12,729600,726750000,3199000000,20.365,24.916119914996965,189.35574340820312,328.7152342709534
12,729600,624750000,3199000000,20.466,23.640800364298727,210.96534729003903,319.6290213269936
12,729600,522750000,3199000000,21.771,22.365480813600488,213.60552978515625,309.24150051266935
12,729600,420750000,3199000000,19.865,21.09016126290225,237.19827270507807,297.0467112119851
12,729600,318750000,3199000000,20.081,19.814841712204007,293.838134765625,282.1475279188487
12,729600,216750000,3199000000,18.174,18.53952216150577,422.5148620605469,262.68278294502244
12,729600,114750000,3199000000,16.058,17.26420261080753,782.752685546875,233.4728977512968
12,883200,1300500000,3199000000,27.876,32.89946062537948,162.08306884765625,303.85266147546827
12,883200,1236750000,3199000000,21.662,32.10238590619308,166.64288330078125,301.0350900821065
12,883200,1134750000,3199000000,26.181,30.827066355494843,177.56268310546875,296.27048014548967
12,883200,1032750000,3199000000,21.764,29.5517468047966,158.02890014648438,291.1431663300085
12,883200,930750000,3199000000,26.281,28.27642725409836,164.36009216308594,285.58523448526137
12,883200,828750000,3199000000,24.376,27.001107703400123,183.5030059814453,279.5067481487968
12,883200,726750000,3199000000,19.363,25.725788152701885,165.81341552734375,272.7847919473461
12,883200,624750000,3199000000,22.772,24.45046860200365,179.13221740722656,265.2445855647472
12,883200,522750000,3199000000,22.572,23.175149051305407,197.5979156494141,256.62448704552696
12,883200,420750000,3199000000,21.269,21.89982950060717,230.54684448242188,246.5046242724896
12,883200,318750000,3199000000,19.983,20.624509949908926,297.07452392578125,234.14051640320392
12,883200,216750000,3199000000,18.578,19.349190399210688,423.1362915039063,217.9876708566033
12,883200,114750000,3199000000,16.572,18.07387084851245,777.1287231445312,193.7478072158192
12,1036800,1300500000,3199000000,29.69,33.70912886308439,137.53427124023438,259.82698820095334
12,1036800,1236750000,3199000000,24.972,32.91205414389799,135.00534057617188,257.4176590029681
12,1036800,1134750000,3199000000,29.683,31.636734593199755,144.8376922607422,253.34340063125583
12,1036800,1032750000,3199000000,29.19,30.361415042501516,142.31753540039062,248.9589910961589
12,1036800,930750000,3199000000,26.281,29.086095491803277,135.3374786376953,244.2063564316
12,1036800,828750000,3199000000,22.27,27.810775941105035,150.75350952148438,239.0085912056674
12,1036800,726750000,3199000000,24.377,26.5354563904068,161.7228546142578,233.26058944007272
12,1036800,624750000,3199000000,21.465,25.26013683970856,166.13821411132812,226.8128950039242
12,1036800,522750000,3199000000,21.566,23.98481728901032,185.64845275878903,219.4417756417681
12,1036800,420750000,3199000000,21.382,22.70949773831208,225.75474548339844,210.78819514470365
12,1036800,318750000,3199000000,19.883,21.43417818761384,294.27685546875,200.21554162944844
12,1036800,216750000,3199000000,18.776,20.1588586369156,420.5375671386719,186.403106389064
12,1036800,114750000,3199000000,15.958,18.88353908621736,776.6043701171875,165.675393379727
12,1190400,1300500000,3199000000,25.378,34.518797100789314,126.7681884765625,227.0461355740174
12,1190400,1236750000,3199000000,24.971,33.72172238160291,128.7637481689453,224.94077736040063
12,1190400,1134750000,3199000000,29.992,32.446402830904674,133.75404357910156,221.38054435676847
12,1190400,1032750000,3199000000,27.478,31.17108328020643,131.3477783203125,217.5492901494584
12,1190400,930750000,3199000000,29.084,29.895763729508197,132.15554809570312,213.39626762529832
12,1190400,828750000,3199000000,27.185,28.620444178809954,143.40194702148438,208.8542740612723
12,1190400,726750000,3199000000,21.665,27.34512462811172,156.1221160888672,203.8314640861147
12,1190400,624750000,3199000000,22.568,26.06980507741348,167.7230682373047,198.1972375755207
12,1190400,522750000,3199000000,22.371,24.79448552671524,192.6525421142578,191.75608926517663
12,1190400,420750000,3199000000,21.867,23.519165976017,227.95802307128903,184.19428044638832
12,1190400,318750000,3199000000,20.081,22.24384642531876,292.8305053710937,174.95551683671593
12,1190400,216750000,3199000000,18.274,20.96852687462052,418.8813171386719,162.88571582832262
12,1190400,114750000,3199000000,16.055,19.69320732392228,774.4249877929688,144.77309723299234
12,1344000,1300500000,3199000000,29.081,35.328465338494226,120.62822723388672,201.67962695529988
12,1344000,1236750000,3199000000,29.477,34.53139061930783,124.18134307861328,199.80948783993452
12,1344000,1134750000,3199000000,29.278,33.256071068609586,121.608642578125,196.6470184051161
12,1344000,1032750000,3199000000,28.878,31.98075151791135,124.11222076416016,193.24380734694188
12,1344000,930750000,3199000000,26.275,30.70543196721311,131.05043029785156,189.55477722409043
12,1344000,828750000,3199000000,25.273,29.43011241651487,130.834716796875,185.52023347239765
12,1344000,726750000,3199000000,23.57,28.15479286581663,145.7505645751953,181.05859205535225
12,1344000,624750000,3199000000,22.873,26.879473315118396,166.4102020263672,176.05384402048503
12,1344000,522750000,3199000000,23.17,25.604153764420158,190.4489898681641,170.33232673894355
12,1344000,420750000,3199000000,22.084,24.328834213721912,224.8315887451172,163.6153536540467
12,1344000,318750000,3199000000,20.583,23.053514663023677,290.90631103515625,155.40878192087794
12,1344000,216750000,3199000000,18.675,21.778195112325434,421.5607604980469,144.68746768822982
12,1344000,114750000,3199000000,16.668,20.5028755616272,774.3736572265625,128.5984637848845
12,1497600,1300500000,3199000000,32.39,36.13813357619914,106.81673431396484,181.46123193946104
12,1497600,1236750000,3199000000,36.402,35.34105885701274,111.27037048339844,179.7785743855199
12,1497600,1134750000,3199000000,33.789,34.065739306314505,115.05174255371094,176.933142706195
12,1497600,1032750000,3199000000,31.488,32.79041975561626,121.84339141845705,173.8711037660735
12,1497600,930750000,3199000000,27.976,31.515100204918024,124.16806030273438,170.5518991401012
12,1497600,828750000,3199000000,24.171,30.239780654219786,134.162109375,166.92181864784556
12,1497600,726750000,3199000000,23.569,28.964461103521547,146.66648864746094,162.90745705747716
12,1497600,624750000,3199000000,25.075,27.68914155282331,163.06533813476562,158.4044353211523
12,1497600,522750000,3199000000,23.571,26.41382200212507,192.6907196044922,153.2565004992501
12,1497600,420750000,3199000000,22.281,25.13850245142683,223.6446685791016,147.21290437955014
12,1497600,318750000,3199000000,19.883,23.86318290072859,290.161376953125,139.82904196775374
12,1497600,216750000,3199000000,18.678,22.58786335003035,417.0469665527344,130.18254014683555
12,1497600,114750000,3199000000,16.668,21.31254379933211,772.5556640625,115.70645987509388
12,1651200,1300500000,3199000000,37.606,36.947801813904064,106.55280303955078,164.9639704084563
12,1651200,1236750000,3199000000,27.069,36.15072709471766,108.0033950805664,163.43428901056677
12,1651200,1134750000,3199000000,34.696,34.875407544019424,109.82105255126952,160.8475452618853
12,1651200,1032750000,3199000000,32.491,33.60008799332118,114.38483428955078,158.06388675968654
12,1651200,930750000,3199000000,31.384,32.32476844262294,121.336669921875,155.04644238412328
12,1651200,828750000,3199000000,28.381,31.049448891924705,125.9337921142578,151.746384931055
12,1651200,726750000,3199000000,28.081,29.774129341226462,139.85427856445312,148.09698268946045
12,1651200,624750000,3199000000,26.276,28.498809790528227,159.1927947998047,144.0033460679062
12,1651200,522750000,3199000000,23.274,27.22349023982999,190.694076538086,139.32342761618835
12,1651200,420750000,3199000000,20.968,25.94817068913175,224.7974090576172,133.82927550008534
12,1651200,318750000,3199000000,21.085,24.672851138433508,287.2125244140625,127.1167052867074
12,1651200,216750000,3199000000,19.076,23.39753158773527,417.8844299316406,118.3471999553319
12,1651200,114750000,3199000000,16.867,22.12221203703703,772.0128784179688,105.18718967625075
12,1804800,1300500000,3199000000,28.17,37.757470051608976,103.82988739013672,151.24428441303044
12,1804800,1236750000,3199000000,38.308,36.96039533242258,105.04569244384766,149.84182320995149
12,1804800,1134750000,3199000000,28.973,35.685075781724336,114.43628692626952,147.47021317740612
12,1804800,1032750000,3199000000,33.894,34.4097562310261,113.69491577148438,144.91806535280628
12,1804800,930750000,3199000000,32.695,33.13443668032786,116.64559936523438,142.15157510521948
12,1804800,828750000,3199000000,28.776,31.85911712962962,126.39654541015624,139.12597608032104
12,1804800,726750000,3199000000,28.182,30.58379757893138,138.10777282714844,135.78008649486415
12,1804800,624750000,3199000000,26.677,29.308478028233143,157.48953247070312,132.0269085133877
12,1804800,522750000,3199000000,19.758,28.033158477534904,190.3783416748047,127.73620845573971
12,1804800,420750000,3199000000,22.886,26.757838926836666,221.5660858154297,122.69899273403485
12,1804800,318750000,3199000000,21.381,25.482519376138423,287.2491149902344,116.54469203442878
12,1804800,216750000,3199000000,19.076,24.207199825440185,416.2301025390625,108.50452692918728
