total,used,free,log_time
3.6Gi,0B,3.6Gi,2.0931503772735596
3.6Gi,0B,3.6Gi,3.201537847518921
3.6Gi,0B,3.6Gi,4.3320043087005615
3.6Gi,0B,3.6Gi,5.467126131057739
3.6Gi,0B,3.6Gi,6.589036226272583
3.6Gi,0B,3.6Gi,7.701352596282959
3.6Gi,0B,3.6Gi,8.829293012619019
3.6Gi,0B,3.6Gi,9.98109483718872
3.6Gi,0B,3.6Gi,11.136736154556274
3.6Gi,0B,3.6Gi,12.362846374511719
3.6Gi,0B,3.6Gi,13.624773263931274
3.6Gi,0B,3.6Gi,15.065505981445312
3.6Gi,0B,3.6Gi,16.298600435256958
3.6Gi,0B,3.6Gi,17.432543992996216
3.6Gi,0B,3.6Gi,18.54602575302124
3.6Gi,0B,3.6Gi,19.6470787525177
3.6Gi,0B,3.6Gi,20.75829768180847
3.6Gi,0B,3.6Gi,21.8729088306427
3.6Gi,0B,3.6Gi,22.985307216644287
3.6Gi,0B,3.6Gi,24.10825514793396
3.6Gi,0B,3.6Gi,25.21972942352295
3.6Gi,0B,3.6Gi,26.337501764297485
3.6Gi,0B,3.6Gi,27.53789758682251
3.6Gi,0B,3.6Gi,28.652695894241333
3.6Gi,0B,3.6Gi,29.772029161453247
3.6Gi,0B,3.6Gi,30.908811330795288
3.6Gi,0B,3.6Gi,32.06049966812134
3.6Gi,0B,3.6Gi,33.20637106895447
3.6Gi,0B,3.6Gi,34.319286584854126
3.6Gi,0B,3.6Gi,35.4314444065094
3.6Gi,0B,3.6Gi,36.53988766670227
3.6Gi,0B,3.6Gi,37.64587450027466
3.6Gi,0B,3.6Gi,38.78488850593567
3.6Gi,0B,3.6Gi,39.90047907829285
3.6Gi,0B,3.6Gi,41.015340089797974
3.6Gi,0B,3.6Gi,42.130378007888794
3.6Gi,0B,3.6Gi,43.25631308555603
3.6Gi,0B,3.6Gi,44.4018759727478
3.6Gi,0B,3.6Gi,45.52724361419678
3.6Gi,0B,3.6Gi,46.62640929222107
3.6Gi,0B,3.6Gi,47.73981237411499
3.6Gi,0B,3.6Gi,48.853232622146606
3.6Gi,0B,3.6Gi,49.964415311813354
3.6Gi,0B,3.6Gi,51.071141481399536
3.6Gi,0B,3.6Gi,52.19025492668152
3.6Gi,0B,3.6Gi,53.29085874557495
3.6Gi,0B,3.6Gi,54.4023859500885
3.6Gi,0B,3.6Gi,55.514620304107666
3.6Gi,0B,3.6Gi,56.62443971633911
3.6Gi,0B,3.6Gi,57.7336208820343
3.6Gi,0B,3.6Gi,58.84557318687439
3.6Gi,0B,3.6Gi,59.97891688346863
3.6Gi,0B,3.6Gi,61.10059475898743
3.6Gi,0B,3.6Gi,62.21063280105591
3.6Gi,0B,3.6Gi,63.32970404624939
3.6Gi,0B,3.6Gi,64.43413591384888
3.6Gi,0B,3.6Gi,65.53370928764343
3.6Gi,0B,3.6Gi,66.67881536483765
3.6Gi,0B,3.6Gi,67.79644441604614
3.6Gi,0B,3.6Gi,68.9082202911377
3.6Gi,0B,3.6Gi,70.02659392356873
3.6Gi,0B,3.6Gi,71.1397933959961
3.6Gi,0B,3.6Gi,72.36784482002258
3.6Gi,0B,3.6Gi,73.5076699256897
3.6Gi,0B,3.6Gi,74.63833928108215
3.6Gi,0B,3.6Gi,75.79878520965576
3.6Gi,0B,3.6Gi,76.91218900680542
3.6Gi,0B,3.6Gi,78.02101612091064
3.6Gi,0B,3.6Gi,79.13169169425964
3.6Gi,0B,3.6Gi,80.30479907989502
3.6Gi,0B,3.6Gi,81.43055701255798
3.6Gi,0B,3.6Gi,82.56241226196289
3.6Gi,0B,3.6Gi,83.68005323410034
3.6Gi,0B,3.6Gi,84.78998160362244
3.6Gi,0B,3.6Gi,85.91449356079102
3.6Gi,0B,3.6Gi,87.05815577507019
3.6Gi,0.0Ki,3.6Gi,88.4630012512207
3.6Gi,0.0Ki,3.6Gi,89.89647698402405
3.6Gi,0.0Ki,3.6Gi,91.17967224121094
3.6Gi,0.0Ki,3.6Gi,92.66896843910217
3.6Gi,0.0Ki,3.6Gi,94.11425161361694
3.6Gi,0.0Ki,3.6Gi,95.45669484138489
3.6Gi,0.0Ki,3.6Gi,97.10320520401001
3.6Gi,0.0Ki,3.6Gi,98.45802140235901
