total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.8Gi,20Mi,2.3Gi,4.9Gi,2.9571800231933594
7.2Gi,2.2Gi,2.7Gi,20Mi,2.3Gi,4.8Gi,4.941687822341919
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,6.3052122592926025
7.2Gi,2.5Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,7.831247329711914
7.2Gi,2.6Gi,2.2Gi,57Mi,2.4Gi,4.3Gi,10.078171968460083
7.2Gi,2.8Gi,1.9Gi,94Mi,2.4Gi,4.0Gi,12.331761837005615
7.2Gi,3.1Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,13.799574613571167
7.2Gi,3.3Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,15.24397087097168
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.3Gi,16.760295391082764
7.2Gi,3.8Gi,1.0Gi,103Mi,2.4Gi,3.1Gi,18.33428955078125
7.2Gi,4.2Gi,565Mi,103Mi,2.4Gi,2.6Gi,19.792134046554565
7.2Gi,4.6Gi,188Mi,94Mi,2.4Gi,2.3Gi,21.267576217651367
7.2Gi,4.6Gi,145Mi,75Mi,2.4Gi,2.2Gi,23.0435152053833
7.2Gi,4.6Gi,213Mi,84Mi,2.4Gi,2.3Gi,25.33797311782837
7.2Gi,4.6Gi,178Mi,84Mi,2.4Gi,2.3Gi,27.31935477256775
7.2Gi,4.6Gi,177Mi,84Mi,2.4Gi,2.3Gi,29.375882863998413
7.2Gi,4.6Gi,180Mi,84Mi,2.4Gi,2.3Gi,31.570066452026367
7.2Gi,4.6Gi,178Mi,86Mi,2.4Gi,2.3Gi,33.7886483669281
7.2Gi,4.6Gi,170Mi,94Mi,2.4Gi,2.3Gi,35.55184745788574
7.2Gi,4.6Gi,170Mi,94Mi,2.4Gi,2.3Gi,37.27535367012024
7.2Gi,4.6Gi,170Mi,94Mi,2.4Gi,2.3Gi,39.32319617271423
7.2Gi,4.6Gi,179Mi,84Mi,2.4Gi,2.3Gi,41.15396809577942
7.2Gi,4.5Gi,307Mi,57Mi,2.4Gi,2.4Gi,42.95161318778992
