files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20137/722637,78M/2G,2.79%,0.47425,seconds,54.34294080734253
23080,1,0/722637,0/2G,0%,1.0163,seconds,56.60993790626526
23080,1,20281/722637,79M/2G,2.81%,0.48542,seconds,193.3509612083435
