total,used,free,log_time
3.6Gi,0B,3.6Gi,3.248605251312256
3.6Gi,0B,3.6Gi,5.564665794372559
3.6Gi,0B,3.6Gi,7.219525575637817
3.6Gi,0B,3.6Gi,8.7168607711792
3.6Gi,0B,3.6Gi,10.348578929901123
3.6Gi,0B,3.6Gi,12.136312246322632
3.6Gi,0B,3.6Gi,14.765294075012207
3.6Gi,0B,3.6Gi,17.28828525543213
3.6Gi,0B,3.6Gi,19.509620428085327
3.6Gi,0B,3.6Gi,21.096393823623657
3.6Gi,0B,3.6Gi,22.55358648300171
3.6Gi,0B,3.6Gi,24.044071435928345
3.6Gi,0B,3.6Gi,25.511541843414307
3.6Gi,0B,3.6Gi,26.993560552597046
3.6Gi,0B,3.6Gi,28.556305646896362
3.6Gi,2.0Mi,3.6Gi,30.677799701690674
3.6Gi,2.0Mi,3.6Gi,33.033852338790894
3.6Gi,2.0Mi,3.6Gi,35.775140047073364
3.6Gi,2.0Mi,3.6Gi,38.63672876358032
3.6Gi,2.0Mi,3.6Gi,41.32505202293396
3.6Gi,2.0Mi,3.6Gi,44.456037759780884
3.6Gi,2.0Mi,3.6Gi,47.20328378677368
3.6Gi,2.0Mi,3.6Gi,50.01553463935852
3.6Gi,2.0Mi,3.6Gi,52.76128602027893
3.6Gi,2.0Mi,3.6Gi,54.900615215301514
3.6Gi,2.0Mi,3.6Gi,58.04376149177551
