total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,2.8Gi,20Mi,2.3Gi,4.9Gi,3.6353633403778076
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,5.309801340103149
7.2Gi,2.5Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,7.047622442245483
7.2Gi,2.6Gi,2.2Gi,20Mi,2.3Gi,4.3Gi,8.982401609420776
7.2Gi,2.7Gi,2.1Gi,75Mi,2.4Gi,4.2Gi,10.855727672576904
7.2Gi,3.0Gi,1.8Gi,103Mi,2.4Gi,3.9Gi,12.726115942001343
7.2Gi,3.1Gi,1.6Gi,103Mi,2.4Gi,3.7Gi,14.148118257522583
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,15.508128643035889
7.2Gi,3.3Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,17.046797513961792
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,18.793190002441406
7.2Gi,3.7Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,20.31164312362671
7.2Gi,3.8Gi,943Mi,103Mi,2.4Gi,3.0Gi,21.782127141952515
7.2Gi,4.3Gi,496Mi,103Mi,2.4Gi,2.6Gi,23.182495832443237
7.2Gi,4.4Gi,356Mi,103Mi,2.4Gi,2.5Gi,24.702502965927124
7.2Gi,4.6Gi,149Mi,94Mi,2.4Gi,2.3Gi,26.065585136413574
7.2Gi,4.6Gi,154Mi,75Mi,2.4Gi,2.3Gi,28.059329509735107
7.2Gi,4.6Gi,144Mi,84Mi,2.4Gi,2.2Gi,29.97577452659607
7.2Gi,4.6Gi,117Mi,84Mi,2.4Gi,2.2Gi,31.604406118392944
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,33.62466025352478
7.2Gi,4.6Gi,118Mi,84Mi,2.4Gi,2.2Gi,35.441978931427
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,37.22561836242676
7.2Gi,4.6Gi,118Mi,84Mi,2.4Gi,2.2Gi,39.041866302490234
7.2Gi,4.6Gi,117Mi,84Mi,2.4Gi,2.2Gi,41.10160994529724
7.2Gi,4.6Gi,109Mi,93Mi,2.4Gi,2.2Gi,43.15287518501282
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,44.80766201019287
