total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.2Gi,2.7Gi,20Mi,2.3Gi,4.8Gi,2.505655288696289
7.2Gi,2.3Gi,2.6Gi,20Mi,2.3Gi,4.7Gi,3.88020396232605
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,5.092809438705444
7.2Gi,2.4Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,6.359365463256836
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,7.590259313583374
7.2Gi,2.5Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,8.842918157577515
7.2Gi,2.8Gi,2.0Gi,93Mi,2.4Gi,4.1Gi,10.754338502883911
7.2Gi,3.0Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,12.25917935371399
7.2Gi,3.1Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,13.629423379898071
7.2Gi,3.2Gi,1.6Gi,103Mi,2.4Gi,3.7Gi,14.98624873161316
7.2Gi,3.3Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,16.417638301849365
7.2Gi,3.4Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,17.946290493011475
7.2Gi,3.5Gi,1.2Gi,103Mi,2.4Gi,3.3Gi,19.193830013275146
7.2Gi,3.7Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,20.461787939071655
7.2Gi,3.8Gi,998Mi,103Mi,2.4Gi,3.1Gi,21.708752155303955
7.2Gi,4.0Gi,830Mi,103Mi,2.4Gi,2.9Gi,23.05659317970276
7.2Gi,4.2Gi,587Mi,103Mi,2.4Gi,2.7Gi,24.41560387611389
7.2Gi,4.4Gi,421Mi,103Mi,2.4Gi,2.5Gi,25.794073581695557
7.2Gi,4.7Gi,121Mi,94Mi,2.4Gi,2.2Gi,27.09024167060852
7.2Gi,4.6Gi,144Mi,85Mi,2.4Gi,2.2Gi,28.573323249816895
7.2Gi,4.6Gi,133Mi,93Mi,2.4Gi,2.2Gi,30.202178955078125
7.2Gi,4.7Gi,116Mi,94Mi,2.4Gi,2.2Gi,31.9559588432312
7.2Gi,4.7Gi,115Mi,93Mi,2.4Gi,2.2Gi,33.54507350921631
7.2Gi,4.7Gi,122Mi,84Mi,2.4Gi,2.2Gi,34.98709225654602
7.2Gi,4.7Gi,114Mi,93Mi,2.4Gi,2.2Gi,36.45882844924927
7.2Gi,4.7Gi,114Mi,94Mi,2.4Gi,2.2Gi,38.019354581832886
7.2Gi,4.7Gi,122Mi,85Mi,2.4Gi,2.2Gi,39.672367095947266
7.2Gi,4.7Gi,121Mi,85Mi,2.4Gi,2.2Gi,41.23846745491028
7.2Gi,4.7Gi,113Mi,94Mi,2.4Gi,2.2Gi,42.853129625320435
