total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.4Gi,2.5Gi,20Mi,2.3Gi,4.5Gi,1.8684024810791016
7.2Gi,2.7Gi,2.1Gi,56Mi,2.3Gi,4.2Gi,3.11488676071167
7.2Gi,3.2Gi,1.6Gi,103Mi,2.4Gi,3.7Gi,4.358738422393799
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,5.572129726409912
7.2Gi,3.9Gi,868Mi,103Mi,2.4Gi,2.9Gi,6.782300233840942
7.2Gi,4.6Gi,176Mi,94Mi,2.4Gi,2.2Gi,8.0203218460083
7.2Gi,4.6Gi,154Mi,103Mi,2.4Gi,2.2Gi,9.258423805236816
7.2Gi,4.6Gi,156Mi,103Mi,2.4Gi,2.2Gi,10.492411851882935
7.2Gi,4.6Gi,199Mi,94Mi,2.4Gi,2.3Gi,11.714329957962036
7.2Gi,4.6Gi,174Mi,94Mi,2.4Gi,2.2Gi,12.935548067092896
7.2Gi,4.6Gi,167Mi,103Mi,2.4Gi,2.2Gi,14.172367811203003
7.2Gi,4.6Gi,170Mi,103Mi,2.4Gi,2.2Gi,15.422636032104492
7.2Gi,4.6Gi,177Mi,94Mi,2.4Gi,2.3Gi,16.621679544448853
7.2Gi,4.6Gi,177Mi,94Mi,2.4Gi,2.3Gi,17.846320629119873
7.2Gi,4.6Gi,165Mi,102Mi,2.4Gi,2.2Gi,19.080188989639282
7.2Gi,4.6Gi,169Mi,103Mi,2.4Gi,2.2Gi,20.40547227859497
7.2Gi,4.6Gi,168Mi,103Mi,2.4Gi,2.2Gi,21.62660789489746
7.2Gi,4.6Gi,176Mi,94Mi,2.4Gi,2.2Gi,22.837759733200073
7.2Gi,4.6Gi,163Mi,103Mi,2.4Gi,2.2Gi,24.06684398651123
7.2Gi,4.6Gi,166Mi,103Mi,2.4Gi,2.2Gi,25.286820650100708
7.2Gi,4.6Gi,174Mi,94Mi,2.4Gi,2.2Gi,26.49828267097473
7.2Gi,4.6Gi,174Mi,94Mi,2.4Gi,2.2Gi,27.870970964431763
7.2Gi,4.6Gi,167Mi,103Mi,2.4Gi,2.2Gi,29.08524250984192
7.2Gi,4.6Gi,165Mi,103Mi,2.4Gi,2.2Gi,30.325672388076782
