total,used,free,log_time
3.6Gi,2.0Mi,3.6Gi,1.9566121101379395
3.6Gi,2.0Mi,3.6Gi,3.2048513889312744
3.6Gi,2.0Mi,3.6Gi,4.486223459243774
3.6Gi,2.0Mi,3.6Gi,5.695096254348755
3.6Gi,2.0Mi,3.6Gi,6.917248964309692
3.6Gi,2.0Mi,3.6Gi,8.170872211456299
3.6Gi,2.0Mi,3.6Gi,9.424742937088013
3.6Gi,2.0Mi,3.6Gi,10.671461582183838
3.6Gi,2.0Mi,3.6Gi,11.89178466796875
3.6Gi,2.0Mi,3.6Gi,13.09831166267395
3.6Gi,2.0Mi,3.6Gi,14.367232084274292
3.6Gi,2.0Mi,3.6Gi,15.622745037078857
3.6Gi,2.0Mi,3.6Gi,16.854851961135864
3.6Gi,2.0Mi,3.6Gi,18.056445837020874
3.6Gi,2.0Mi,3.6Gi,19.29758906364441
3.6Gi,2.0Mi,3.6Gi,20.572571992874146
3.6Gi,2.0Mi,3.6Gi,21.810179948806763
3.6Gi,2.0Mi,3.6Gi,23.033645629882812
3.6Gi,2.0Mi,3.6Gi,24.251721143722534
3.6Gi,2.0Mi,3.6Gi,25.528587341308594
3.6Gi,2.0Mi,3.6Gi,26.784022331237793
3.6Gi,2.0Mi,3.6Gi,27.991129636764526
