total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.4Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,1.897390604019165
7.2Gi,2.6Gi,2.2Gi,55Mi,2.3Gi,4.3Gi,3.1125967502593994
7.2Gi,3.1Gi,1.7Gi,103Mi,2.4Gi,3.7Gi,4.42475962638855
7.2Gi,3.4Gi,1.4Gi,103Mi,2.4Gi,3.4Gi,5.637239694595337
7.2Gi,3.9Gi,877Mi,103Mi,2.4Gi,2.9Gi,6.853335380554199
7.2Gi,4.6Gi,199Mi,94Mi,2.4Gi,2.3Gi,8.091603517532349
7.2Gi,4.6Gi,166Mi,94Mi,2.4Gi,2.2Gi,9.350326776504517
7.2Gi,4.6Gi,159Mi,103Mi,2.4Gi,2.2Gi,10.607466220855713
7.2Gi,4.6Gi,134Mi,103Mi,2.4Gi,2.2Gi,11.84440279006958
7.2Gi,4.6Gi,135Mi,103Mi,2.4Gi,2.2Gi,13.046892881393433
7.2Gi,4.6Gi,142Mi,94Mi,2.4Gi,2.2Gi,14.291600942611694
7.2Gi,4.6Gi,142Mi,94Mi,2.4Gi,2.2Gi,15.548208951950073
7.2Gi,4.6Gi,135Mi,103Mi,2.4Gi,2.2Gi,16.798547506332397
7.2Gi,4.6Gi,135Mi,103Mi,2.4Gi,2.2Gi,18.00261092185974
7.2Gi,4.6Gi,132Mi,103Mi,2.4Gi,2.2Gi,19.22560715675354
7.2Gi,4.6Gi,141Mi,94Mi,2.4Gi,2.2Gi,20.49654769897461
7.2Gi,4.6Gi,142Mi,94Mi,2.4Gi,2.2Gi,21.74889349937439
7.2Gi,4.6Gi,134Mi,103Mi,2.4Gi,2.2Gi,22.974875450134277
7.2Gi,4.6Gi,133Mi,103Mi,2.4Gi,2.2Gi,24.198768138885498
7.2Gi,4.6Gi,142Mi,94Mi,2.4Gi,2.2Gi,25.433945417404175
7.2Gi,4.6Gi,141Mi,94Mi,2.4Gi,2.2Gi,26.71212601661682
7.2Gi,4.5Gi,361Mi,47Mi,2.3Gi,2.4Gi,27.94214153289795
