files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20059/722637,78M/2G,2.78%,0.46042,seconds,13.067877531051636
23080,1,0/722637,0/2G,0%,0.76482,seconds,14.813425540924072
23080,1,20044/722637,78M/2G,2.77%,0.45616,seconds,110.59216809272766
