total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.2463278770446777
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,5.13457179069519
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,7.3675525188446045
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,9.07080864906311
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,10.542621374130249
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,12.268928289413452
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,13.92032504081726
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,15.355666399002075
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,16.905633687973022
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,18.69503951072693
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,20.679789304733276
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,22.48317050933838
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,24.142126083374023
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,26.099406957626343
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,27.940011978149414
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,29.74428963661194
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,31.39796733856201
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,32.99134659767151
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,34.75237274169922
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,36.19997262954712
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,37.82365942001343
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,39.25506520271301
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,41.03518772125244
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,42.447827100753784
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,44.232621908187866
7.2Gi,2.3Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,45.96138906478882
7.2Gi,2.4Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,47.734894037246704
