files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20000/722637,78M/2G,2.77%,0.34684,seconds,10.062442779541016
23080,1,0/722637,0/2G,0%,0.62212,seconds,11.68871784210205
23080,1,19941/722637,77M/2G,2.76%,0.35242,seconds,120.4443576335907
