total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.0979228019714355
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.2401163578033447
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.476271629333496
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,5.771203517913818
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,6.976297855377197
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,8.204289436340332
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,9.422889709472656
7.2Gi,2.5Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,10.635001420974731
7.2Gi,2.1Gi,4.5Gi,20Mi,557Mi,4.8Gi,12.297907590866089
7.2Gi,2.1Gi,4.5Gi,20Mi,576Mi,4.8Gi,13.50520944595337
7.2Gi,2.2Gi,4.4Gi,20Mi,592Mi,4.8Gi,14.644634008407593
7.2Gi,2.2Gi,4.2Gi,103Mi,710Mi,4.6Gi,15.796648263931274
7.2Gi,2.2Gi,4.2Gi,103Mi,729Mi,4.6Gi,16.922577142715454
7.2Gi,2.3Gi,4.1Gi,103Mi,748Mi,4.6Gi,18.044858932495117
7.2Gi,2.4Gi,4.0Gi,103Mi,780Mi,4.5Gi,19.176729917526245
7.2Gi,2.4Gi,4.0Gi,103Mi,806Mi,4.5Gi,20.308305263519287
7.2Gi,2.4Gi,3.9Gi,103Mi,833Mi,4.5Gi,21.428872108459473
7.2Gi,2.5Gi,3.9Gi,103Mi,852Mi,4.4Gi,22.547609090805054
7.2Gi,2.5Gi,3.8Gi,103Mi,877Mi,4.4Gi,23.668231964111328
7.2Gi,2.5Gi,3.8Gi,103Mi,907Mi,4.3Gi,24.796817541122437
7.2Gi,2.6Gi,3.7Gi,103Mi,930Mi,4.3Gi,25.928527355194092
7.2Gi,2.6Gi,3.6Gi,103Mi,944Mi,4.3Gi,27.058149099349976
7.2Gi,2.7Gi,3.5Gi,103Mi,966Mi,4.2Gi,28.1852810382843
7.2Gi,2.7Gi,3.5Gi,103Mi,989Mi,4.1Gi,29.314579248428345
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,30.447026252746582
