total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.418285369873047
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.749363660812378
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,5.340327024459839
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,6.88615083694458
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,8.317914009094238
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,9.674450635910034
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,10.988385200500488
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,12.423009634017944
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,14.01288652420044
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,15.634766340255737
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,17.16534161567688
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,18.81311535835266
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,20.211764812469482
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,21.501955270767212
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,23.147348165512085
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,25.07001233100891
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,26.458723545074463
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,28.103137254714966
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,30.084109783172607
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,31.47846031188965
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,33.1260871887207
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,35.12231969833374
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,36.52298617362976
7.2Gi,2.3Gi,2.9Gi,20Mi,2.0Gi,4.7Gi,38.43841576576233
7.2Gi,2.4Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,39.88369798660278
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,41.526413679122925
7.2Gi,2.6Gi,3.6Gi,20Mi,1.0Gi,4.4Gi,42.9947395324707
7.2Gi,2.1Gi,4.5Gi,20Mi,564Mi,4.8Gi,44.886207580566406
7.2Gi,2.1Gi,4.5Gi,20Mi,574Mi,4.8Gi,46.23997664451599
7.2Gi,2.2Gi,4.4Gi,20Mi,589Mi,4.8Gi,47.48294949531555
7.2Gi,2.3Gi,4.2Gi,84Mi,675Mi,4.6Gi,48.824525117874146
7.2Gi,2.3Gi,4.2Gi,103Mi,718Mi,4.6Gi,50.06400489807129
7.2Gi,2.3Gi,4.1Gi,103Mi,737Mi,4.6Gi,51.228734493255615
7.2Gi,2.3Gi,4.1Gi,103Mi,760Mi,4.5Gi,52.57595658302307
7.2Gi,2.4Gi,4.0Gi,103Mi,785Mi,4.5Gi,53.807437896728516
7.2Gi,2.4Gi,4.0Gi,103Mi,809Mi,4.5Gi,55.17402696609497
7.2Gi,2.4Gi,3.9Gi,103Mi,832Mi,4.4Gi,56.63046908378601
7.2Gi,2.5Gi,3.8Gi,103Mi,858Mi,4.4Gi,57.917088985443115
7.2Gi,2.6Gi,3.8Gi,103Mi,882Mi,4.3Gi,59.296019315719604
7.2Gi,2.6Gi,3.7Gi,103Mi,899Mi,4.3Gi,60.58090043067932
7.2Gi,2.6Gi,3.7Gi,103Mi,906Mi,4.3Gi,61.70518922805786
7.2Gi,2.6Gi,3.6Gi,103Mi,930Mi,4.2Gi,63.18457317352295
7.2Gi,2.7Gi,3.6Gi,103Mi,951Mi,4.2Gi,64.54661512374878
7.2Gi,2.7Gi,3.5Gi,103Mi,960Mi,4.2Gi,65.76167583465576
7.2Gi,2.8Gi,3.5Gi,103Mi,978Mi,4.1Gi,67.08371782302856
7.2Gi,2.8Gi,3.4Gi,103Mi,992Mi,4.1Gi,68.22140502929688
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.0Gi,69.65827322006226
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,70.90658187866211
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,72.14679145812988
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,73.33323264122009
7.2Gi,3.1Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,74.77422261238098
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,76.12548017501831
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,77.34277510643005
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,78.76962375640869
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,80.14832997322083
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,81.37433075904846
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,82.66789245605469
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,84.00318551063538
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,85.21380496025085
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,86.48768377304077
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,87.64667820930481
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,88.9973406791687
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,90.16020011901855
7.2Gi,3.3Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,91.50464725494385
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,92.97895693778992
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,94.34186053276062
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,95.55920553207397
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,96.95888137817383
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,98.57264566421509
7.2Gi,3.3Gi,2.5Gi,103Mi,1.3Gi,3.6Gi,99.75698924064636
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,101.01537775993347
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,102.39544224739075
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,103.77367925643921
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,105.15981149673462
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,106.57345032691956
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,107.82879662513733
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,109.13889408111572
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,110.62450337409973
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,111.84684324264526
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,113.11015105247498
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,114.3778645992279
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,115.7221941947937
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.4Gi,116.90658736228943
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,118.11567115783691
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,119.4255166053772
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,120.6003966331482
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.3Gi,121.87457728385925
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,123.23736953735352
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,124.38300561904907
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,125.66581296920776
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.1Gi,126.89785861968994
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.1Gi,128.26675987243652
7.2Gi,3.8Gi,1.7Gi,103Mi,1.6Gi,3.1Gi,129.40389728546143
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,130.60630297660828
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,131.7606749534607
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,133.04367208480835
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,134.38167238235474
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,135.51368618011475
7.2Gi,4.0Gi,1.4Gi,103Mi,1.7Gi,2.8Gi,136.7070882320404
7.2Gi,4.6Gi,808Mi,103Mi,1.7Gi,2.2Gi,137.90692472457886
7.2Gi,4.9Gi,519Mi,103Mi,1.8Gi,2.0Gi,139.38397192955017
7.2Gi,4.9Gi,485Mi,103Mi,1.8Gi,1.9Gi,140.50361347198486
7.2Gi,4.9Gi,437Mi,103Mi,1.8Gi,1.9Gi,141.617773771286
7.2Gi,4.9Gi,395Mi,103Mi,1.8Gi,1.9Gi,142.7301743030548
7.2Gi,5.0Gi,340Mi,103Mi,1.9Gi,1.9Gi,143.8500165939331
7.2Gi,5.0Gi,277Mi,103Mi,1.9Gi,1.8Gi,144.96227288246155
7.2Gi,5.2Gi,119Mi,103Mi,1.9Gi,1.7Gi,146.08850932121277
7.2Gi,5.2Gi,104Mi,103Mi,1.9Gi,1.7Gi,147.22724723815918
7.2Gi,5.2Gi,108Mi,94Mi,1.9Gi,1.7Gi,148.3608536720276
7.2Gi,5.2Gi,103Mi,94Mi,1.9Gi,1.7Gi,149.49764680862427
7.2Gi,5.2Gi,86Mi,103Mi,1.9Gi,1.7Gi,150.627525806427
7.2Gi,5.2Gi,84Mi,103Mi,1.9Gi,1.7Gi,151.75102496147156
7.2Gi,5.2Gi,136Mi,94Mi,1.8Gi,1.7Gi,152.91851139068604
7.2Gi,5.2Gi,118Mi,103Mi,1.9Gi,1.7Gi,154.18846583366394
7.2Gi,5.2Gi,116Mi,103Mi,1.9Gi,1.7Gi,155.30472993850708
7.2Gi,5.2Gi,121Mi,94Mi,1.9Gi,1.7Gi,156.4304130077362
7.2Gi,5.2Gi,108Mi,103Mi,1.9Gi,1.7Gi,157.55856466293335
7.2Gi,5.2Gi,105Mi,103Mi,1.9Gi,1.7Gi,158.6766369342804
7.2Gi,5.2Gi,97Mi,103Mi,1.9Gi,1.7Gi,159.79303431510925
7.2Gi,5.2Gi,105Mi,94Mi,1.9Gi,1.7Gi,160.9178729057312
7.2Gi,5.2Gi,86Mi,103Mi,1.9Gi,1.7Gi,162.06218242645264
7.2Gi,5.2Gi,85Mi,103Mi,1.9Gi,1.7Gi,163.175035238266
7.2Gi,5.2Gi,79Mi,103Mi,1.9Gi,1.7Gi,164.29577541351318
7.2Gi,5.2Gi,136Mi,94Mi,1.8Gi,1.7Gi,165.4300880432129
7.2Gi,5.0Gi,339Mi,29Mi,1.8Gi,1.9Gi,166.5828845500946
