total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,1.9Gi,4.8Gi,2.490361452102661
7.2Gi,2.1Gi,3.1Gi,20Mi,1.9Gi,4.8Gi,4.0658745765686035
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,5.614262342453003
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,7.056732416152954
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,8.424278020858765
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,9.736803531646729
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,11.1598961353302
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,12.56805944442749
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,13.879048347473145
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,15.276182651519775
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,16.660017251968384
7.2Gi,2.4Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,18.066491842269897
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.3Gi,19.46763563156128
7.2Gi,2.6Gi,2.7Gi,20Mi,1.9Gi,4.3Gi,20.829095363616943
7.2Gi,2.1Gi,4.4Gi,20Mi,582Mi,4.8Gi,22.579653024673462
7.2Gi,2.2Gi,4.4Gi,20Mi,594Mi,4.8Gi,24.238548040390015
7.2Gi,2.3Gi,4.3Gi,56Mi,650Mi,4.6Gi,25.512555837631226
7.2Gi,2.3Gi,4.2Gi,103Mi,726Mi,4.6Gi,26.79378652572632
7.2Gi,2.3Gi,4.1Gi,103Mi,749Mi,4.5Gi,28.035828828811646
7.2Gi,2.4Gi,4.1Gi,103Mi,771Mi,4.5Gi,29.27525019645691
7.2Gi,2.4Gi,4.0Gi,103Mi,791Mi,4.5Gi,30.485982418060303
7.2Gi,2.4Gi,3.9Gi,103Mi,814Mi,4.4Gi,31.73720932006836
7.2Gi,2.5Gi,3.9Gi,103Mi,843Mi,4.4Gi,32.97609877586365
7.2Gi,2.5Gi,3.8Gi,103Mi,870Mi,4.4Gi,34.211803674697876
7.2Gi,2.6Gi,3.7Gi,103Mi,890Mi,4.3Gi,35.43431115150452
7.2Gi,2.6Gi,3.7Gi,103Mi,906Mi,4.3Gi,36.65257287025452
7.2Gi,2.6Gi,3.6Gi,103Mi,941Mi,4.3Gi,37.89678907394409
7.2Gi,2.7Gi,3.5Gi,103Mi,963Mi,4.2Gi,39.15319776535034
7.2Gi,2.8Gi,3.5Gi,103Mi,977Mi,4.1Gi,40.380446910858154
7.2Gi,2.8Gi,3.4Gi,103Mi,989Mi,4.1Gi,41.60250902175903
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,42.8986382484436
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,44.13102841377258
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,45.3663604259491
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,46.58125424385071
7.2Gi,3.1Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,47.93104887008667
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,49.150619983673096
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,50.38963580131531
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,51.62816405296326
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,52.92263698577881
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,54.151095390319824
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,55.381412982940674
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,56.62908673286438
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,57.9699285030365
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,59.204501152038574
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,60.423717737197876
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,61.657514810562134
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,63.071550607681274
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,64.30170559883118
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,65.53109693527222
7.2Gi,3.3Gi,2.5Gi,103Mi,1.3Gi,3.6Gi,66.75157141685486
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,68.08220291137695
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,69.31294012069702
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,70.551842212677
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,71.77975106239319
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,73.01255440711975
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,74.25063276290894
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,75.48339605331421
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,76.68823766708374
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,77.9267566204071
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,79.16313767433167
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,80.40546703338623
