files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,19907/722637,77M/2G,2.75%,1.6602,seconds,49.26054525375366
23080,1,0/722637,0/2G,0%,2.7637,seconds,54.521944761276245
23080,1,20122/722637,78M/2G,2.78%,1.663,seconds,194.86888551712036
