files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,19926/722637,77M/2G,2.76%,0.62134,seconds,19.371938228607178
23080,1,0/722637,0/2G,0%,1.0311,seconds,21.80575156211853
23080,1,19771/722637,77M/2G,2.74%,0.61889,seconds,124.90543508529663
