total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.456805467605591
3.6Gi,4.0Mi,3.6Gi,3.9257123470306396
3.6Gi,4.0Mi,3.6Gi,5.233695983886719
3.6Gi,4.0Mi,3.6Gi,6.561682462692261
3.6Gi,4.0Mi,3.6Gi,7.783321857452393
3.6Gi,4.0Mi,3.6Gi,9.021251440048218
3.6Gi,4.0Mi,3.6Gi,10.339529991149902
3.6Gi,4.0Mi,3.6Gi,11.686370849609375
3.6Gi,4.0Mi,3.6Gi,12.91755723953247
3.6Gi,4.0Mi,3.6Gi,14.242484092712402
3.6Gi,4.0Mi,3.6Gi,15.525129318237305
3.6Gi,4.0Mi,3.6Gi,16.877362489700317
3.6Gi,4.0Mi,3.6Gi,18.236046314239502
3.6Gi,4.0Mi,3.6Gi,19.448616981506348
3.6Gi,4.0Mi,3.6Gi,20.932300806045532
3.6Gi,4.0Mi,3.6Gi,22.392943382263184
3.6Gi,4.0Mi,3.6Gi,23.574097394943237
3.6Gi,4.0Mi,3.6Gi,24.749135971069336
3.6Gi,4.0Mi,3.6Gi,25.914061307907104
3.6Gi,4.0Mi,3.6Gi,27.07879614830017
3.6Gi,4.0Mi,3.6Gi,28.24078345298767
3.6Gi,4.0Mi,3.6Gi,29.39762854576111
3.6Gi,4.0Mi,3.6Gi,30.56108283996582
3.6Gi,4.0Mi,3.6Gi,31.724857568740845
3.6Gi,4.0Mi,3.6Gi,32.880250215530396
3.6Gi,4.0Mi,3.6Gi,34.04098629951477
3.6Gi,4.0Mi,3.6Gi,35.211849212646484
3.6Gi,4.0Mi,3.6Gi,36.36872434616089
3.6Gi,4.0Mi,3.6Gi,37.52540159225464
3.6Gi,4.0Mi,3.6Gi,38.6885085105896
3.6Gi,4.0Mi,3.6Gi,39.85894465446472
3.6Gi,4.0Mi,3.6Gi,41.015830993652344
3.6Gi,4.0Mi,3.6Gi,42.17782735824585
3.6Gi,4.0Mi,3.6Gi,43.339210987091064
3.6Gi,4.0Mi,3.6Gi,44.51056170463562
3.6Gi,4.0Mi,3.6Gi,45.67442059516907
3.6Gi,4.0Mi,3.6Gi,46.83606028556824
3.6Gi,4.0Mi,3.6Gi,47.99752974510193
3.6Gi,4.0Mi,3.6Gi,49.321176290512085
3.6Gi,4.0Mi,3.6Gi,50.488932371139526
3.6Gi,4.0Mi,3.6Gi,51.64951467514038
3.6Gi,4.0Mi,3.6Gi,52.81783890724182
3.6Gi,4.0Mi,3.6Gi,53.98849630355835
3.6Gi,4.0Mi,3.6Gi,55.1493124961853
3.6Gi,4.0Mi,3.6Gi,56.3134024143219
3.6Gi,4.0Mi,3.6Gi,57.482813358306885
3.6Gi,4.0Mi,3.6Gi,58.64156532287598
3.6Gi,4.0Mi,3.6Gi,59.802420139312744
3.6Gi,4.0Mi,3.6Gi,60.9665789604187
3.6Gi,4.0Mi,3.6Gi,62.13153529167175
3.6Gi,4.0Mi,3.6Gi,63.29485034942627
3.6Gi,4.0Mi,3.6Gi,64.4559154510498
3.6Gi,4.0Mi,3.6Gi,65.6216332912445
3.6Gi,4.0Mi,3.6Gi,66.7965726852417
3.6Gi,4.0Mi,3.6Gi,67.95622825622559
3.6Gi,4.0Mi,3.6Gi,69.11581516265869
3.6Gi,4.0Mi,3.6Gi,70.28249192237854
3.6Gi,4.0Mi,3.6Gi,71.44095540046692
3.6Gi,4.0Mi,3.6Gi,72.60077571868896
3.6Gi,4.0Mi,3.6Gi,73.76435160636902
3.6Gi,4.0Mi,3.6Gi,74.92949962615967
3.6Gi,4.0Mi,3.6Gi,76.0879328250885
3.6Gi,4.0Mi,3.6Gi,77.25563263893127
3.6Gi,4.0Mi,3.6Gi,78.41640830039978
3.6Gi,4.0Mi,3.6Gi,79.58877277374268
