total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.2Gi,2.7Gi,20Mi,2.3Gi,4.8Gi,2.67463755607605
7.2Gi,2.2Gi,2.6Gi,20Mi,2.3Gi,4.7Gi,4.202440023422241
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,5.663905143737793
7.2Gi,2.4Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,7.028324365615845
7.2Gi,2.5Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,8.33121371269226
7.2Gi,2.6Gi,2.2Gi,29Mi,2.3Gi,4.3Gi,10.02232575416565
7.2Gi,2.8Gi,1.9Gi,103Mi,2.4Gi,4.0Gi,12.128682136535645
7.2Gi,2.9Gi,1.8Gi,103Mi,2.4Gi,3.9Gi,13.633445501327515
7.2Gi,3.1Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,15.090894937515259
7.2Gi,3.3Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,16.49789261817932
7.2Gi,3.3Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,18.11048674583435
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,19.662994623184204
7.2Gi,3.7Gi,1.1Gi,103Mi,2.4Gi,3.1Gi,21.15960717201233
7.2Gi,3.9Gi,929Mi,103Mi,2.4Gi,3.0Gi,22.48351216316223
7.2Gi,4.3Gi,470Mi,103Mi,2.4Gi,2.6Gi,24.077645540237427
7.2Gi,4.4Gi,361Mi,103Mi,2.4Gi,2.4Gi,25.43978452682495
7.2Gi,4.7Gi,104Mi,84Mi,2.4Gi,2.2Gi,27.101113080978394
7.2Gi,4.7Gi,97Mi,84Mi,2.4Gi,2.2Gi,28.795793056488037
7.2Gi,4.7Gi,89Mi,94Mi,2.4Gi,2.2Gi,30.559077501296997
7.2Gi,4.7Gi,96Mi,84Mi,2.4Gi,2.2Gi,32.410263776779175
7.2Gi,4.7Gi,87Mi,94Mi,2.4Gi,2.2Gi,34.23880410194397
7.2Gi,4.7Gi,87Mi,94Mi,2.4Gi,2.2Gi,35.61281776428223
7.2Gi,4.7Gi,87Mi,94Mi,2.4Gi,2.2Gi,37.29937028884888
7.2Gi,4.7Gi,87Mi,94Mi,2.4Gi,2.2Gi,38.83021593093872
7.2Gi,4.7Gi,78Mi,103Mi,2.4Gi,2.2Gi,40.481067419052124
7.2Gi,4.7Gi,103Mi,75Mi,2.4Gi,2.2Gi,41.971999406814575
7.2Gi,4.7Gi,87Mi,94Mi,2.4Gi,2.2Gi,43.5021755695343
7.2Gi,4.5Gi,356Mi,38Mi,2.3Gi,2.4Gi,44.948455572128296
