total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.1Gi,4.8Gi,20Mi,1.2Gi,5.8Gi,2.3218436241149902
7.2Gi,1.1Gi,4.8Gi,20Mi,1.2Gi,5.8Gi,3.765705108642578
7.2Gi,1.2Gi,4.7Gi,20Mi,1.2Gi,5.7Gi,5.053717851638794
7.2Gi,1.3Gi,4.7Gi,20Mi,1.2Gi,5.7Gi,6.3928821086883545
7.2Gi,1.3Gi,4.6Gi,20Mi,1.3Gi,5.6Gi,7.564415693283081
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.6Gi,8.828063488006592
7.2Gi,1.4Gi,4.4Gi,20Mi,1.3Gi,5.5Gi,10.053319454193115
7.2Gi,1.6Gi,4.3Gi,20Mi,1.3Gi,5.3Gi,11.51226282119751
7.2Gi,1.7Gi,4.1Gi,20Mi,1.3Gi,5.2Gi,13.023666620254517
7.2Gi,2.0Gi,3.9Gi,20Mi,1.3Gi,5.0Gi,14.402059078216553
7.2Gi,2.1Gi,3.7Gi,20Mi,1.3Gi,4.8Gi,15.894251346588135
7.2Gi,2.1Gi,3.7Gi,20Mi,1.3Gi,4.8Gi,17.300708293914795
7.2Gi,2.3Gi,3.5Gi,66Mi,1.4Gi,4.6Gi,19.220662117004395
7.2Gi,2.3Gi,3.3Gi,103Mi,1.5Gi,4.5Gi,20.698481559753418
7.2Gi,2.4Gi,3.3Gi,103Mi,1.5Gi,4.5Gi,21.89652395248413
7.2Gi,2.4Gi,3.2Gi,103Mi,1.5Gi,4.4Gi,23.12572407722473
7.2Gi,2.4Gi,3.2Gi,103Mi,1.6Gi,4.4Gi,24.3539936542511
7.2Gi,2.5Gi,3.1Gi,103Mi,1.6Gi,4.4Gi,25.528149366378784
7.2Gi,2.5Gi,3.0Gi,103Mi,1.6Gi,4.3Gi,26.679131031036377
7.2Gi,2.6Gi,2.9Gi,103Mi,1.6Gi,4.3Gi,27.986091136932373
7.2Gi,2.6Gi,2.9Gi,103Mi,1.7Gi,4.2Gi,29.188648223876953
7.2Gi,2.6Gi,2.9Gi,103Mi,1.7Gi,4.2Gi,30.349729776382446
7.2Gi,2.7Gi,2.8Gi,103Mi,1.7Gi,4.2Gi,31.565994024276733
7.2Gi,2.7Gi,2.8Gi,103Mi,1.7Gi,4.1Gi,32.772361755371094
7.2Gi,2.7Gi,2.7Gi,103Mi,1.7Gi,4.1Gi,33.94608473777771
7.2Gi,2.8Gi,2.7Gi,103Mi,1.7Gi,4.1Gi,35.09594535827637
7.2Gi,2.8Gi,2.6Gi,103Mi,1.7Gi,4.1Gi,36.28149485588074
7.2Gi,2.8Gi,2.6Gi,103Mi,1.8Gi,4.0Gi,37.62534546852112
