val,frq,min_freq,max_freq,FreqOverride,log_time
14,665000,204000000,665600000,1,0.5510663986206055
14,665000,204000000,665600000,1,0.5510663986206055
1,2133000,204000000,665600000,1,1.0832335948944092
2,2133000,204000000,2133000000,1,2.4694721698760986
1,2133000,204000000,2133000000,1,3.8062734603881836
1,2133000,204000000,2133000000,1,5.297146558761597
2,2133000,204000000,2133000000,1,6.503260850906372
1,2133000,204000000,2133000000,1,7.841785669326782
1,2133000,204000000,2133000000,1,9.146224021911621
1,2133000,204000000,2133000000,1,10.292718172073364
1,2133000,204000000,2133000000,1,11.432615518569946
1,2133000,204000000,2133000000,1,12.569382429122925
1,2133000,204000000,2133000000,1,13.917409181594849
1,2133000,204000000,2133000000,1,15.297879219055176
1,2133000,204000000,2133000000,1,16.591846704483032
1,2133000,204000000,2133000000,1,17.999143838882446
2,2133000,204000000,2133000000,1,19.24863862991333
1,2133000,204000000,2133000000,1,20.3773295879364
3,2133000,204000000,2133000000,1,21.66529107093811
20,2133000,204000000,2133000000,1,23.10233974456787
37,2133000,204000000,2133000000,1,24.28266716003418
42,2133000,204000000,2133000000,1,25.421778440475464
44,2133000,204000000,2133000000,1,26.552967071533203
44,2133000,204000000,2133000000,1,27.714399576187134
41,2133000,204000000,2133000000,1,28.846590042114258
