total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,2.787710189819336
3.6Gi,3.0Mi,3.6Gi,4.221910238265991
3.6Gi,3.0Mi,3.6Gi,6.231451034545898
3.6Gi,3.0Mi,3.6Gi,8.387225151062012
3.6Gi,3.0Mi,3.6Gi,9.742098331451416
3.6Gi,3.0Mi,3.6Gi,11.164493560791016
3.6Gi,3.0Mi,3.6Gi,12.565904140472412
3.6Gi,3.0Mi,3.6Gi,13.968543529510498
3.6Gi,3.0Mi,3.6Gi,15.308045387268066
3.6Gi,3.0Mi,3.6Gi,16.573518991470337
3.6Gi,3.0Mi,3.6Gi,17.90352964401245
3.6Gi,3.0Mi,3.6Gi,19.391559600830078
3.6Gi,3.0Mi,3.6Gi,21.017439126968384
3.6Gi,3.0Mi,3.6Gi,22.41090989112854
3.6Gi,3.0Mi,3.6Gi,23.785887718200684
3.6Gi,3.0Mi,3.6Gi,25.12052297592163
3.6Gi,3.0Mi,3.6Gi,26.572691202163696
3.6Gi,3.0Mi,3.6Gi,28.305124521255493
3.6Gi,3.0Mi,3.6Gi,29.86658549308777
3.6Gi,3.0Mi,3.6Gi,31.317227363586426
3.6Gi,3.0Mi,3.6Gi,32.69522738456726
3.6Gi,3.0Mi,3.6Gi,34.38669419288635
3.6Gi,3.0Mi,3.6Gi,35.90475654602051
3.6Gi,3.0Mi,3.6Gi,37.75269293785095
3.6Gi,3.0Mi,3.6Gi,39.20932722091675
