cores_algo,cpu_algo,gpu_algo,mem_algo,bs_algo,algo_time,algo_power,power_budget,num_pwds_nnRan50,visited_dim,tries,time_budget,arr_rate,soln_algo,cores_optimal,cpu_optimal,gpu_optimal,mem_optimal,bs_optimal,optim_time_nnRan50,optim_power_nnRan50,soln_optimal,powermode_random,bs_random,optim_time_random,optim_power_random,soln_random,powermode_nn,bs_nn,optim_time_nn,optim_power_nn,soln_nn,flag,time_scaled,time_cond1,time_cond2,powermode_random_50,bs_random_50,optim_time_random_50,optim_power_random_50,soln_random_50,powermode_nn_50,bs_nn_50,optim_time_nn_50,optim_power_nn_50,soln_nn_50,cpu_bs,gpu_bs,mem_bs,cores_bs,bs_bs,observed_time,observed_power,num_pwds_bs,soln_bs,cores_optim,cpu_optim,gpu_optim,mem_optim,bs_optim,optim_time_bs,optim_power_bs,soln_optim
8.0,1344000.0,726750000.0,665600000.0,1.0,4.723439931869507,17.023,20,10.0,4.0,10.0,0.05,30.0,1.0,4.0,1344000.0,522750000.0,3199000000.0,1.0,3.3120639324188232,19.041,1.0,4_1344000_522750000_3199000000,1.0,3.3120639324188232,19.041,1,4_1344000_522750000_3199000000,1,3.3120639324188232,19.041,1,True,0.0033120639324188,0.0366453972657521,0.0993619179725646,8_1344000_522750000_665600000,1.0,4.858351945877075,16.223,1,12_1036800_726750000_2133000000,1,3.4314080476760864,20.542,1,1958400.0,726750000.0,2133000000.0,8.0,16.0,2.4846079349517822,21.652,7.0,0.0,4.0,1344000.0,522750000.0,3199000000.0,1.0,3.3120639324188232,19.041,1.0
8.0,729600.0,1134750000.0,2133000000.0,1.0,4.2562878131866455,20.737,21,11.0,4.0,11.0,0.05,30.0,1.0,8.0,1958400.0,522750000.0,3199000000.0,1.0,2.728000044822693,20.542,1.0,12_1344000_726750000_3199000000,1.0,3.000367999076844,20.751,1,12_1344000_726750000_3199000000,1,3.000367999076844,20.751,1,True,0.0030003679990768,0.0363337013324101,0.0900110399723053,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,726750000.0,2133000000.0,8.0,16.0,2.4846079349517822,21.652,7.0,0.0,8.0,1958400.0,522750000.0,3199000000.0,1.0,2.728000044822693,20.542,1.0
8.0,729600.0,1134750000.0,2133000000.0,1.0,4.2562878131866455,20.737,22,11.0,4.0,11.0,0.05,30.0,1.0,8.0,1651200.0,726750000.0,3199000000.0,1.0,2.638192057609558,21.451,1.0,4_1651200_726750000_3199000000,1.0,2.639871954917908,21.456,1,4_1651200_726750000_3199000000,1,2.639871954917908,21.456,1,True,0.0026398719549179,0.0359732052882512,0.0791961586475372,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,1134750000.0,2133000000.0,8.0,16.0,2.2728480100631714,24.769,7.0,0.0,8.0,1651200.0,726750000.0,3199000000.0,1.0,2.638192057609558,21.451,1.0
8.0,1036800.0,1134750000.0,2133000000.0,1.0,3.341055989265442,22.352,23,11.0,4.0,11.0,0.05,30.0,1.0,4.0,1958400.0,726750000.0,3199000000.0,1.0,2.3868000507354736,22.559,1.0,4_1651200_726750000_3199000000,1.0,2.639871954917908,21.456,1,12_2201600_522750000_3199000000,1,2.601263999938965,23.163,1,True,0.0026012639999389,0.0359345973332723,0.0780379199981689,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,1134750000.0,2133000000.0,8.0,16.0,2.2728480100631714,24.769,7.0,0.0,4.0,1958400.0,726750000.0,3199000000.0,1.0,2.3868000507354736,22.559,1.0
8.0,1344000.0,1300500000.0,2133000000.0,1.0,2.857327938079834,21.245,24,11.0,4.0,11.0,0.05,30.0,1.0,12.0,1958400.0,726750000.0,3199000000.0,1.0,2.369375944137573,23.464,1.0,12_2201600_522750000_3199000000,1.0,2.601263999938965,23.163,1,8_1958400_930750000_3199000000,1,2.190736055374145,25.074,1,False,0.0021907360553741,0.0355240693887074,0.0657220816612243,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,1134750000.0,2133000000.0,8.0,16.0,2.2728480100631714,24.769,7.0,0.0,12.0,1958400.0,726750000.0,3199000000.0,1.0,2.369375944137573,23.464,1.0
8.0,1344000.0,1300500000.0,2133000000.0,1.0,2.857327938079834,21.245,25,11.0,4.0,11.0,0.05,30.0,1.0,4.0,1958400.0,930750000.0,3199000000.0,1.0,2.218832015991211,24.579,1.0,4_1958400_930750000_3199000000,1.0,2.218832015991211,24.579,1,8_1958400_318750000_2133000000,1,2.245743989944458,26.875,1,False,0.0022457439899444,0.0355790773232777,0.0673723196983337,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,1134750000.0,2133000000.0,12.0,16.0,2.264320015907288,25.775,7.0,0.0,4.0,1958400.0,930750000.0,3199000000.0,1.0,2.218832015991211,24.579,1.0
8.0,1344000.0,1300500000.0,2133000000.0,1.0,2.857327938079834,21.245,26,11.0,4.0,11.0,0.05,30.0,1.0,8.0,2201600.0,930750000.0,3199000000.0,1.0,2.115936040878296,25.978,1.0,8_1958400_930750000_3199000000,1.0,2.190736055374145,25.074,1,8_1958400_318750000_2133000000,1,2.245743989944458,26.875,1,True,0.0022457439899444,0.0355790773232777,0.0673723196983337,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,1134750000.0,3199000000.0,12.0,16.0,2.071727991104126,27.48,7.0,0.0,8.0,2201600.0,930750000.0,3199000000.0,1.0,2.115936040878296,25.978,1.0
8.0,1958400.0,726750000.0,2133000000.0,1.0,2.2282400131225586,26.982,27,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,930750000.0,3199000000.0,1.0,2.085503935813904,26.38,1.0,8_1958400_930750000_3199000000,1.0,2.190736055374145,25.074,1,8_1958400_318750000_2133000000,1,2.245743989944458,26.875,1,True,0.0022457439899444,0.0355790773232777,0.0673723196983337,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,1958400.0,1134750000.0,3199000000.0,12.0,16.0,2.071727991104126,27.48,7.0,0.0,12.0,2201600.0,930750000.0,3199000000.0,1.0,2.085503935813904,26.38,1.0
8.0,1958400.0,726750000.0,2133000000.0,1.0,2.2282400131225586,26.982,28,10.0,4.0,10.0,0.05,30.0,1.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0,8_1958400_930750000_3199000000,1.0,2.190736055374145,25.074,1,12_1958400_318750000_2133000000,1,2.2348960638046265,27.78,1,True,0.0022348960638046,0.0355682293971379,0.0670468819141388,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1134750000.0,3199000000.0,12.0,32.0,2.027535915374756,28.89,7.0,0.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0
8.0,2201600.0,1134750000.0,3199000000.0,1.0,2.028864026069641,28.486,29,10.0,4.0,10.0,0.05,30.0,1.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0
8.0,2201600.0,1134750000.0,3199000000.0,1.0,2.028864026069641,28.486,30,10.0,4.0,10.0,0.05,30.0,1.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0
8.0,2201600.0,1134750000.0,3199000000.0,1.0,2.028864026069641,28.486,31,10.0,4.0,10.0,0.05,30.0,1.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,4.0,2201600.0,1134750000.0,3199000000.0,1.0,1.95687997341156,27.689,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,32,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,33,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,34,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,35,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,36,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,37,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,38,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,39,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,40,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,41,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,42,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,43,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,44,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,45,10.0,4.0,10.0,0.05,30.0,1.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0,4_2201600_930750000_2133000000,1.0,2.0895040035247803,28.384,1,12_2201600_318750000_2133000000,1,2.108832001686096,29.095,1,True,0.002108832001686,0.0354421653350194,0.0632649600505829,8_2201600_318750000_3199000000,1.0,3.3999040126800537,20.748,1,8_2201600_318750000_3199000000,1,3.3999040126800537,20.748,1,2201600.0,1300500000.0,3199000000.0,12.0,32.0,1.950223982334137,31.812,7.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,1.894735991954804,31.41,1.0
