total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,2.9859085083007812
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,4.758266448974609
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.0Gi,7.060321807861328
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,8.926300764083862
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,10.613133192062378
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,12.147300481796265
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.1Gi,14.195014953613281
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.1Gi,16.416735649108887
7.2Gi,1.9Gi,3.2Gi,20Mi,2.1Gi,5.1Gi,17.906192302703857
7.2Gi,1.9Gi,3.2Gi,20Mi,2.1Gi,5.1Gi,19.676342487335205
7.2Gi,1.9Gi,3.1Gi,20Mi,2.1Gi,5.0Gi,21.682422637939453
7.2Gi,1.9Gi,3.1Gi,20Mi,2.1Gi,5.0Gi,23.619539737701416
7.2Gi,1.9Gi,3.1Gi,20Mi,2.1Gi,5.0Gi,25.34549593925476
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,5.0Gi,27.946401119232178
7.2Gi,2.0Gi,3.1Gi,20Mi,2.1Gi,5.0Gi,29.861307859420776
7.2Gi,2.0Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,32.06175184249878
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,34.058576345443726
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.9Gi,35.741941928863525
7.2Gi,2.1Gi,2.9Gi,20Mi,2.1Gi,4.9Gi,37.86026310920715
7.2Gi,2.1Gi,2.9Gi,20Mi,2.1Gi,4.8Gi,39.84308338165283
7.2Gi,2.1Gi,2.9Gi,20Mi,2.1Gi,4.8Gi,41.83419466018677
7.2Gi,2.1Gi,2.9Gi,20Mi,2.2Gi,4.8Gi,43.35517740249634
7.2Gi,2.1Gi,2.9Gi,20Mi,2.2Gi,4.8Gi,45.65871834754944
7.2Gi,2.1Gi,2.9Gi,20Mi,2.2Gi,4.8Gi,47.11808371543884
7.2Gi,2.1Gi,2.9Gi,20Mi,2.2Gi,4.8Gi,49.13576698303223
7.2Gi,2.1Gi,2.9Gi,20Mi,2.2Gi,4.8Gi,50.84499406814575
7.2Gi,2.2Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,52.957531690597534
7.2Gi,2.6Gi,2.4Gi,20Mi,2.2Gi,4.4Gi,54.862557888031006
7.2Gi,2.6Gi,2.4Gi,20Mi,2.2Gi,4.4Gi,56.65115737915039
7.2Gi,2.1Gi,4.5Gi,20Mi,552Mi,4.9Gi,58.33077526092529
7.2Gi,2.1Gi,4.5Gi,20Mi,584Mi,4.9Gi,59.64911079406738
7.2Gi,2.2Gi,4.4Gi,20Mi,602Mi,4.8Gi,60.97690773010254
7.2Gi,2.2Gi,4.2Gi,75Mi,690Mi,4.7Gi,62.85399675369263
7.2Gi,2.3Gi,4.1Gi,103Mi,752Mi,4.6Gi,64.12648797035217
7.2Gi,2.3Gi,4.1Gi,103Mi,767Mi,4.6Gi,65.40481328964233
7.2Gi,2.3Gi,4.1Gi,103Mi,789Mi,4.5Gi,66.60728287696838
7.2Gi,2.4Gi,4.0Gi,103Mi,815Mi,4.5Gi,67.96200370788574
7.2Gi,2.4Gi,3.9Gi,103Mi,838Mi,4.4Gi,69.27570533752441
7.2Gi,2.5Gi,3.8Gi,103Mi,855Mi,4.4Gi,70.50982880592346
7.2Gi,2.5Gi,3.8Gi,103Mi,880Mi,4.4Gi,71.91850876808167
7.2Gi,2.5Gi,3.8Gi,103Mi,896Mi,4.4Gi,73.30781602859497
7.2Gi,2.5Gi,3.7Gi,103Mi,921Mi,4.3Gi,74.6560366153717
7.2Gi,2.6Gi,3.7Gi,103Mi,954Mi,4.3Gi,76.02487111091614
7.2Gi,2.6Gi,3.6Gi,103Mi,966Mi,4.3Gi,77.1872878074646
7.2Gi,2.6Gi,3.6Gi,103Mi,990Mi,4.2Gi,78.5205409526825
7.2Gi,2.7Gi,3.5Gi,103Mi,1.0Gi,4.2Gi,79.72807359695435
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,81.10427331924438
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,82.3446204662323
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,83.77848935127258
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,85.20906686782837
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,86.45836138725281
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,87.69437193870544
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,89.0388650894165
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,90.33924150466919
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,91.64265012741089
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,92.9931583404541
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,94.2002272605896
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,95.60833024978638
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,96.84542155265808
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,98.30489802360535
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,99.78352284431458
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,101.0548779964447
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,102.36086082458496
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.6Gi,103.657555103302
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,105.02152705192566
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,106.21843767166138
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,107.41461634635925
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,108.67293763160706
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,109.98163533210754
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,111.22994804382324
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,112.5340507030487
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,113.81213092803955
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,115.13803887367249
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,116.51137590408325
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,117.85821843147278
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.5Gi,119.1196551322937
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.5Gi,120.34294748306274
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.4Gi,121.68903160095215
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.4Gi,122.97962307929993
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,124.52926754951477
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,125.8955008983612
7.2Gi,3.5Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,127.36147809028625
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,128.6228141784668
7.2Gi,3.6Gi,1.9Gi,103Mi,1.7Gi,3.2Gi,129.9875750541687
7.2Gi,3.6Gi,1.8Gi,103Mi,1.7Gi,3.2Gi,131.20101070404053
7.2Gi,3.7Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,132.58897304534912
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,133.87482166290283
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,135.19069695472717
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.1Gi,136.44471216201782
7.2Gi,3.8Gi,1.6Gi,103Mi,1.8Gi,3.0Gi,137.90881061553955
7.2Gi,3.8Gi,1.6Gi,103Mi,1.8Gi,3.0Gi,139.22550654411316
7.2Gi,3.9Gi,1.5Gi,103Mi,1.8Gi,3.0Gi,140.59024620056152
7.2Gi,4.0Gi,1.3Gi,103Mi,1.8Gi,2.8Gi,141.95619177818298
7.2Gi,4.6Gi,790Mi,103Mi,1.8Gi,2.3Gi,143.18438744544983
7.2Gi,4.8Gi,505Mi,103Mi,1.8Gi,2.0Gi,144.6423909664154
7.2Gi,4.9Gi,478Mi,103Mi,1.8Gi,2.0Gi,145.92592120170593
7.2Gi,4.9Gi,436Mi,103Mi,1.9Gi,2.0Gi,147.26985669136047
7.2Gi,4.9Gi,387Mi,103Mi,1.9Gi,2.0Gi,148.7138512134552
7.2Gi,4.9Gi,350Mi,103Mi,1.9Gi,1.9Gi,150.08082222938538
7.2Gi,5.0Gi,288Mi,103Mi,1.9Gi,1.9Gi,151.58067917823792
