files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20033/722637,78M/2G,2.77%,0.3538,seconds,8.233400583267212
23080,1,0/722637,0/2G,0%,0.68772,seconds,9.979304313659668
23080,1,20713/722637,80M/2G,2.87%,0.35467,seconds,118.1649124622345
