files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,22107/722637,86M/2G,3.06%,1.6305,seconds,61.82333731651306
23080,1,0/722637,0/2G,0%,2.5798,seconds,67.01735854148865
23080,1,20133/722637,78M/2G,2.79%,1.6296,seconds,204.8807454109192
