total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.556584358215332
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.233228921890259
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,6.0989439487457275
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,7.818125486373901
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,9.46380615234375
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,11.237278938293457
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,12.835312128067017
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,14.657278299331665
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,16.12308144569397
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,17.61828923225403
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,19.180509567260742
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,20.910574674606323
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,22.475600242614746
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,24.012588262557983
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,25.49376392364502
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,27.263111114501953
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,28.87474226951599
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,30.53345775604248
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,32.241941690444946
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,33.89678597450256
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,35.48976421356201
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,37.274120807647705
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,38.77565956115723
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,40.333189725875854
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,41.90460419654846
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,43.55526828765869
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,45.12894415855408
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,46.69453573226929
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,48.536292552948
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,50.15041446685791
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,51.76876759529114
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,53.3288516998291
7.2Gi,2.3Gi,2.8Gi,20Mi,2.0Gi,4.7Gi,54.95600461959839
7.2Gi,2.4Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,56.56688737869263
7.2Gi,2.5Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,58.122745752334595
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,59.50759553909302
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,61.17861366271973
7.2Gi,2.6Gi,3.2Gi,20Mi,1.4Gi,4.4Gi,62.646339893341064
7.2Gi,2.1Gi,4.5Gi,20Mi,564Mi,4.9Gi,64.69898295402527
7.2Gi,2.1Gi,4.5Gi,20Mi,566Mi,4.9Gi,66.41127181053162
7.2Gi,2.1Gi,4.5Gi,20Mi,573Mi,4.8Gi,67.73666048049927
7.2Gi,2.2Gi,4.4Gi,20Mi,586Mi,4.8Gi,69.05907773971558
7.2Gi,2.2Gi,4.3Gi,57Mi,636Mi,4.7Gi,70.45542669296265
7.2Gi,2.2Gi,4.2Gi,103Mi,710Mi,4.6Gi,71.8525743484497
7.2Gi,2.3Gi,4.2Gi,103Mi,735Mi,4.6Gi,73.19718527793884
7.2Gi,2.3Gi,4.1Gi,103Mi,751Mi,4.6Gi,74.5225944519043
7.2Gi,2.3Gi,4.1Gi,103Mi,766Mi,4.6Gi,75.84526133537292
7.2Gi,2.4Gi,4.0Gi,103Mi,781Mi,4.5Gi,77.16478133201599
7.2Gi,2.4Gi,4.0Gi,103Mi,804Mi,4.5Gi,78.48203992843628
7.2Gi,2.4Gi,4.0Gi,103Mi,825Mi,4.5Gi,79.80132746696472
7.2Gi,2.4Gi,3.9Gi,103Mi,846Mi,4.4Gi,81.11654901504517
7.2Gi,2.5Gi,3.8Gi,103Mi,870Mi,4.4Gi,82.43863701820374
7.2Gi,2.5Gi,3.8Gi,103Mi,884Mi,4.4Gi,83.75505638122559
7.2Gi,2.5Gi,3.8Gi,103Mi,904Mi,4.3Gi,85.08811569213867
7.2Gi,2.6Gi,3.7Gi,103Mi,928Mi,4.3Gi,86.41061067581177
7.2Gi,2.6Gi,3.6Gi,103Mi,945Mi,4.3Gi,87.95522594451904
7.2Gi,2.6Gi,3.6Gi,103Mi,956Mi,4.2Gi,89.28655552864075
7.2Gi,2.6Gi,3.6Gi,103Mi,970Mi,4.2Gi,90.60701823234558
7.2Gi,2.7Gi,3.5Gi,103Mi,978Mi,4.2Gi,91.93515419960022
7.2Gi,2.7Gi,3.5Gi,103Mi,986Mi,4.1Gi,93.25731444358826
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,94.57959127426147
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,95.91433334350586
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,97.23622965812683
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,98.5658962726593
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,99.88776731491089
7.2Gi,3.1Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,101.21016025543213
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,102.52496981620789
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,103.88578176498413
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,105.20044469833374
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,106.53225374221802
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,107.86283302307129
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,109.18255472183228
