total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,3.3008177280426025
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,5.672409534454346
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,7.749617338180542
7.2Gi,2.1Gi,2.7Gi,20Mi,2.4Gi,4.8Gi,9.433033227920532
7.2Gi,2.3Gi,2.6Gi,20Mi,2.4Gi,4.7Gi,11.04345989227295
7.2Gi,2.4Gi,2.4Gi,20Mi,2.4Gi,4.5Gi,12.914261102676392
7.2Gi,2.5Gi,2.3Gi,20Mi,2.4Gi,4.4Gi,14.540259599685669
7.2Gi,2.6Gi,2.2Gi,20Mi,2.4Gi,4.4Gi,16.610657691955566
7.2Gi,2.6Gi,2.2Gi,29Mi,2.4Gi,4.3Gi,19.24809193611145
7.2Gi,2.7Gi,2.1Gi,66Mi,2.4Gi,4.2Gi,22.286325454711914
7.2Gi,2.8Gi,1.9Gi,93Mi,2.4Gi,4.0Gi,24.956358671188354
7.2Gi,3.0Gi,1.8Gi,103Mi,2.4Gi,3.9Gi,26.91831612586975
7.2Gi,3.1Gi,1.6Gi,103Mi,2.4Gi,3.8Gi,28.539034128189087
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,30.15832233428955
7.2Gi,3.3Gi,1.4Gi,103Mi,2.4Gi,3.6Gi,31.981037139892578
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,33.74411129951477
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,35.47789931297302
7.2Gi,3.8Gi,981Mi,103Mi,2.4Gi,3.1Gi,37.267072439193726
7.2Gi,4.1Gi,628Mi,103Mi,2.4Gi,2.7Gi,39.0695743560791
7.2Gi,4.3Gi,439Mi,103Mi,2.4Gi,2.6Gi,40.79665446281433
7.2Gi,4.6Gi,158Mi,94Mi,2.4Gi,2.3Gi,42.552059173583984
7.2Gi,4.6Gi,153Mi,57Mi,2.4Gi,2.3Gi,45.033194065093994
7.2Gi,4.7Gi,130Mi,43Mi,2.4Gi,2.3Gi,47.95280599594116
7.2Gi,4.6Gi,162Mi,66Mi,2.4Gi,2.3Gi,51.64424514770508
7.2Gi,4.6Gi,171Mi,57Mi,2.4Gi,2.3Gi,54.479015827178955
7.2Gi,4.6Gi,152Mi,48Mi,2.4Gi,2.3Gi,57.807770013809204
7.2Gi,4.6Gi,125Mi,74Mi,2.4Gi,2.2Gi,60.57078671455383
7.2Gi,4.6Gi,142Mi,57Mi,2.4Gi,2.3Gi,63.668824434280396
7.2Gi,4.6Gi,151Mi,48Mi,2.4Gi,2.3Gi,66.87757658958435
7.2Gi,4.6Gi,161Mi,38Mi,2.4Gi,2.3Gi,70.23917055130005
7.2Gi,4.6Gi,151Mi,48Mi,2.4Gi,2.3Gi,73.28131604194641
7.2Gi,4.6Gi,151Mi,48Mi,2.4Gi,2.3Gi,76.29191374778748
7.2Gi,4.6Gi,156Mi,43Mi,2.4Gi,2.3Gi,79.40908789634705
7.2Gi,4.6Gi,151Mi,48Mi,2.4Gi,2.3Gi,82.63201522827148
