powermode,observed_time,observed_power,predicted_time,predicted_power
2_1036800_1300500000_665600000,1348639.5226745603,19.41,977798.84375,20.258666
2_1036800_1236750000_204000000,2074896.7457885745,18.3545,2060630.0,17.274758000000002
2_1036800_1236750000_2133000000,897545.4837341309,21.058,762225.625,21.913896
2_1036800_1236750000_3199000000,862414.4664764404,21.864,746860.78125,24.660133000000002
2_1036800_1236750000_665600000,1118127.1843566897,20.3595,962250.71875,20.11456
2_1036800_1134750000_204000000,2138229.945251465,17.55,2118171.5625,16.75609
2_1036800_1134750000_2133000000,946573.562713623,19.761,777431.4375,21.052193
2_1036800_1134750000_3199000000,875154.9530334473,20.9145,750789.15625,23.46068
2_1036800_1134750000_665600000,1116063.8853759766,18.8545,963892.75,19.621127
2_1036800_1032750000_204000000,2136011.758300781,16.747,2112023.125,16.263985
2_1036800_1032750000_2133000000,949747.4147796632,21.06,778996.09375,20.388244
2_1036800_1032750000_3199000000,858015.257736206,20.564,747637.09375,22.326746
2_1036800_1032750000_665600000,1143781.210021973,18.554,963513.7500000001,18.950053
2_1036800_930750000_204000000,2130214.850097656,16.348,2105482.8125,15.760415
2_1036800_930750000_2133000000,932060.4343719482,19.156,777310.3125,19.852504
2_1036800_930750000_3199000000,844530.0579071045,20.815,745098.34375,21.348182
2_1036800_930750000_665600000,1096383.9105529785,17.656,958656.25,18.313066
2_1036800_828750000_204000000,2110038.9337768555,15.95,2100712.40625,15.242856
2_1036800_828750000_2133000000,903607.458770752,19.0085,775847.375,19.397348
2_1036800_828750000_3199000000,836336.544342041,19.864,744059.0,20.580395
2_1036800_828750000_665600000,1113584.1478424072,17.6075,954099.2812500001,17.75506
2_1036800_726750000_204000000,2111789.9524536133,15.1445,2097491.5625,14.891727999999999
2_1036800_726750000_2133000000,940023.8381958008,17.155,774697.25,19.035377
2_1036800_726750000_3199000000,852932.7071990967,19.262,745230.78125,19.923724999999997
2_1036800_726750000_665600000,1083523.855041504,17.006,950025.5625,17.33586
2_1036800_624750000_204000000,2130128.9802856445,15.0965,2095243.7499999998,14.692519
2_1036800_624750000_2133000000,949764.562423706,18.0085,770172.75,18.510412
2_1036800_624750000_3199000000,886202.2325134277,18.857,751432.71875,19.345148000000002
2_1036800_624750000_665600000,1105981.6828308103,17.155,947233.125,16.726766
2_1036800_522750000_204000000,2135630.345275879,14.747,2093204.3749999998,14.552724
2_1036800_522750000_2133000000,925693.0696868896,18.255,770552.40625,17.883502
2_1036800_522750000_3199000000,840012.8933105469,19.213,753474.25,18.9255
2_1036800_522750000_665600000,1124780.084136963,16.456,944161.25,16.3095205
2_1036800_420750000_204000000,2117253.589050293,14.349,2087934.375,14.415085
2_1036800_420750000_2133000000,915289.0551605223,17.962,779985.84375,17.383817999999998
2_1036800_420750000_3199000000,855295.2327423096,19.1625,758074.46875,18.617459999999998
2_1036800_420750000_665600000,1088692.693817139,16.155,935119.6874999999,16.03679
2_1036800_318750000_204000000,2226267.1884765625,14.249,2112220.3125,14.292513000000001
2_1036800_318750000_2133000000,926585.0332489014,17.962,802976.3125,16.99953
2_1036800_318750000_3199000000,830130.8359222412,19.479,786237.75,18.322764
2_1036800_318750000_665600000,1149053.9168395996,15.754,937789.6874999999,15.854514
2_1036800_216750000_204000000,2146599.365234375,14.349,2175525.3125,14.198922
2_1036800_216750000_2133000000,926078.7936401368,17.672,879058.4375,16.360364
2_1036800_216750000_3199000000,898673.6171875,19.078,861028.125,17.308623
2_1036800_216750000_665600000,1070337.3809509275,15.9035,962526.125,15.778672
2_1036800_114750000_204000000,2395676.741027832,13.747,2381016.71875,14.262985
2_1036800_114750000_2133000000,1496856.702911377,16.153,1486265.375,15.488423000000001
2_1036800_114750000_3199000000,1493985.5973510742,16.966,1484126.09375,16.020768
2_1036800_114750000_665600000,1554645.5404968262,15.148,1541402.5,15.481245000000001
2_1190400_1300500000_204000000,2026485.472290039,19.1095,1986895.0000000002,18.015438
2_1190400_1300500000_2133000000,793463.6967163086,22.772,684654.0625,23.614977
2_1190400_1300500000_3199000000,722274.0487823486,24.576,667055.03125,26.73688
2_1190400_1300500000_665600000,958741.1307678224,21.468,885915.0,20.836186
2_1190400_1236750000_204000000,2074130.8461914065,18.356,2012438.96875,17.644676
2_1190400_1236750000_2133000000,808159.1377868652,22.0675,713940.625,22.924428
2_1190400_1236750000_3199000000,753041.932144165,23.67,690544.03125,25.784616999999997
2_1190400_1236750000_665600000,998964.1946105956,21.217,891386.5625,20.703401999999997
2_1190400_1134750000_204000000,2047258.0313720703,17.554,2051442.34375,17.035584
2_1190400_1134750000_2133000000,806877.0917510986,20.965,686508.8125,21.950375
2_1190400_1134750000_3199000000,694190.5236968994,23.071,674244.6875,24.503241999999997
2_1190400_1134750000_665600000,994530.0949249268,20.315,908816.71875,20.305248
2_1190400_1032750000_204000000,2077579.3748168943,17.153,2059121.71875,16.444924
2_1190400_1032750000_2133000000,797201.4725952148,20.66,681221.1875,21.248518
2_1190400_1032750000_3199000000,709683.8630371094,20.9585,668935.625,23.337418000000003
2_1190400_1032750000_665600000,1007356.3610992432,19.163,906193.0625,19.651414
2_1190400_930750000_204000000,2023515.1102905276,16.351,2052828.75,15.883818999999999
2_1190400_930750000_2133000000,836537.3150482178,19.659,676568.75,20.660867
2_1190400_930750000_3199000000,714493.2680511475,20.663,664862.59375,22.268287
2_1190400_930750000_665600000,952070.3756713868,18.9105,906359.1875,19.121313999999998
2_1190400_828750000_204000000,2040678.000610352,15.95,2046549.6875,15.34444
2_1190400_828750000_2133000000,828637.1031341553,20.463,676065.40625,20.179403999999998
2_1190400_828750000_3199000000,757377.7871398926,20.7615,662058.875,21.389125
2_1190400_828750000_665600000,992683.1546325684,18.554,902713.96875,18.65469
2_1190400_726750000_204000000,2079278.551147461,15.549,2043122.6875,14.993047
2_1190400_726750000_2133000000,742942.0933227539,19.0595,676213.6875,19.767709999999997
2_1190400_726750000_3199000000,751906.3218383789,20.361,657602.9375,20.681285
2_1190400_726750000_665600000,967646.2730255128,17.357,900665.09375,17.912037
2_1190400_624750000_204000000,1989378.6042480469,15.148,2040809.2499999998,14.785111
2_1190400_624750000_2133000000,727132.7618713379,19.3605,670847.09375,19.213615
2_1190400_624750000_3199000000,708672.7153167725,20.663,653752.4375,20.123111
2_1190400_624750000_665600000,989520.4556884766,17.2515,897820.75,17.25796
2_1190400_522750000_204000000,2100108.387145996,14.75,2043516.875,14.723090000000001
2_1190400_522750000_2133000000,817896.2072296143,18.059,666495.28125,18.550314
2_1190400_522750000_3199000000,712269.2679443359,19.861,652562.25,19.667672
2_1190400_522750000_665600000,1000245.7998962402,16.7555,895175.0,16.765275000000003
2_1190400_420750000_204000000,2091534.473449707,14.75,2054360.1875,14.612805
2_1190400_420750000_2133000000,803921.4755706787,18.657,670835.0,17.995658
2_1190400_420750000_3199000000,753381.4818725586,19.861,657335.625,19.321783
2_1190400_420750000_665600000,1040199.0004119872,16.3045,890738.28125,16.456212999999998
2_1190400_318750000_204000000,2111816.0848999023,14.744,2077406.5624999998,14.451604
2_1190400_318750000_2133000000,830249.2640991211,18.173,714646.90625,17.573880000000003
2_1190400_318750000_3199000000,762841.4898376465,19.676,676495.0,18.865422
2_1190400_318750000_665600000,978827.6373291016,16.605,888713.65625,16.257277
2_1190400_216750000_204000000,2142488.4799804688,14.349,2141257.5,14.331477999999999
