total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,2.7Gi,20Mi,2.4Gi,4.8Gi,2.0349531173706055
7.2Gi,2.5Gi,2.3Gi,20Mi,2.4Gi,4.5Gi,3.191298007965088
7.2Gi,2.6Gi,2.2Gi,48Mi,2.4Gi,4.3Gi,4.531475305557251
7.2Gi,2.9Gi,1.8Gi,103Mi,2.4Gi,4.0Gi,5.993234872817993
7.2Gi,3.3Gi,1.4Gi,103Mi,2.4Gi,3.6Gi,7.175388336181641
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,8.40864372253418
7.2Gi,4.3Gi,470Mi,103Mi,2.4Gi,2.6Gi,9.61353874206543
7.2Gi,4.6Gi,142Mi,75Mi,2.4Gi,2.3Gi,10.90821886062622
7.2Gi,4.6Gi,156Mi,84Mi,2.4Gi,2.3Gi,12.37832760810852
7.2Gi,4.6Gi,130Mi,84Mi,2.4Gi,2.3Gi,13.750140190124512
7.2Gi,4.6Gi,121Mi,93Mi,2.4Gi,2.2Gi,15.098703861236572
7.2Gi,4.6Gi,120Mi,94Mi,2.4Gi,2.2Gi,16.36728262901306
7.2Gi,4.6Gi,120Mi,94Mi,2.4Gi,2.2Gi,17.782527208328247
7.2Gi,4.6Gi,122Mi,90Mi,2.4Gi,2.2Gi,19.100842237472534
7.2Gi,4.6Gi,119Mi,94Mi,2.4Gi,2.2Gi,20.555316925048828
7.2Gi,4.6Gi,120Mi,93Mi,2.4Gi,2.2Gi,22.079158782958984
7.2Gi,4.5Gi,235Mi,57Mi,2.4Gi,2.4Gi,23.568673372268677
