powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,power_budget,num_train_batches_nn,time_budget,arr_rate,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled
12_1036800_522750000_3199000000,413.2893085479736,32.0,23.487,23.0,1.0,1.6,40.0,4_729600_726750000_2133000000,265.0084991455078,32.0,22.976,1.0,True,0.4132893085479736
12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,24.0,1.0,1.6,40.0,4_729600_726750000_2133000000,265.0084991455078,32.0,22.976,1.0,True,0.3671594858169556
8_1651200_726750000_2133000000,340.38496017456055,32.0,25.194,25.0,1.0,1.6,40.0,4_1958400_522750000_2133000000,100.39737701416016,16.0,24.6415,1.0,True,0.34038496017456055
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,26.0,1.0,1.6,40.0,4_1958400_522750000_2133000000,100.39737701416016,16.0,24.6415,1.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,27.0,1.0,1.6,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,28.0,1.0,1.6,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,29.0,1.0,1.6,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
12_2201600_726750000_3199000000,145.58565616607666,16.0,30.594,30.0,1.0,1.6,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.14558565616607666
12_2201600_726750000_3199000000,279.8236608505249,32.0,31.898,31.0,2.0,1.6,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.2798236608505249
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,32.0,2.0,1.6,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,False,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,33.0,2.0,1.6,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,34.0,2.0,1.6,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,35.0,2.0,1.6,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,36.0,2.0,1.6,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,37.0,2.0,1.6,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,38.0,2.0,1.6,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,39.0,2.0,1.6,40.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,40.0,2.0,1.6,40.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,41.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,42.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,43.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,44.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,45.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,46.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,47.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,48.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,49.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,50.0,2.0,1.6,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
,,,,10.0,,1.7,40.0,,,,,,True,
,,,,11.0,,1.7,40.0,,,,,,True,
,,,,12.0,,1.7,40.0,,,,,,True,
,,,,13.0,,1.7,40.0,,,,,,True,
,,,,14.0,,1.7,40.0,,,,,,True,
,,,,15.0,,1.7,40.0,,,,,,True,
,,,,16.0,,1.7,40.0,,,,,,True,
4_1651200_318750000_665600000,102.9282808303833,4.0,16.757,17.0,-1.0,1.7,40.0,8_729600_318750000_665600000,77.9540786743164,4.0,16.804,0.0,True,0.1029282808303833
12_1036800_522750000_665600000,93.2842493057251,4.0,17.168,18.0,0.0,1.7,40.0,8_1958400_318750000_2133000000,21.16374397277832,1.0,17.918,0.0,True,0.0932842493057251
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,0.0,1.7,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,0.0,1.7,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.7,40.0,12_1651200_726750000_665600000,381.5840759277344,32.0,20.978,1.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.7,40.0,8_1958400_726750000_665600000,378.7770385742188,32.0,21.477,1.0,True,0.04714298248291016
12_1036800_522750000_3199000000,413.2893085479736,32.0,23.487,23.0,1.0,1.7,40.0,4_729600_726750000_2133000000,265.0084991455078,32.0,22.976,1.0,True,0.4132893085479736
12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,24.0,1.0,1.7,40.0,4_729600_726750000_2133000000,265.0084991455078,32.0,22.976,1.0,True,0.3671594858169556
8_1651200_726750000_2133000000,340.38496017456055,32.0,25.194,25.0,1.0,1.7,40.0,4_1958400_522750000_2133000000,100.39737701416016,16.0,24.6415,1.0,True,0.34038496017456055
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,26.0,1.0,1.7,40.0,4_1958400_522750000_2133000000,100.39737701416016,16.0,24.6415,1.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,27.0,1.0,1.7,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,28.0,1.0,1.7,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,29.0,1.0,1.7,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
12_2201600_726750000_3199000000,145.58565616607666,16.0,30.594,30.0,1.0,1.7,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.14558565616607666
12_2201600_726750000_3199000000,279.8236608505249,32.0,31.898,31.0,2.0,1.7,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.2798236608505249
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,32.0,2.0,1.7,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,False,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,33.0,2.0,1.7,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,34.0,2.0,1.7,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,35.0,2.0,1.7,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,36.0,2.0,1.7,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,37.0,2.0,1.7,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,38.0,2.0,1.7,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,39.0,2.0,1.7,40.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,40.0,2.0,1.7,40.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,41.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,42.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,43.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,44.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,45.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,46.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,47.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,48.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,49.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,50.0,2.0,1.7,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
,,,,10.0,,1.8,40.0,,,,,,True,
,,,,11.0,,1.8,40.0,,,,,,True,
,,,,12.0,,1.8,40.0,,,,,,True,
,,,,13.0,,1.8,40.0,,,,,,True,
,,,,14.0,,1.8,40.0,,,,,,True,
,,,,15.0,,1.8,40.0,,,,,,True,
,,,,16.0,,1.8,40.0,,,,,,True,
4_1651200_318750000_665600000,102.9282808303833,4.0,16.757,17.0,-1.0,1.8,40.0,8_729600_318750000_665600000,77.9540786743164,4.0,16.804,0.0,True,0.1029282808303833
12_1036800_522750000_665600000,93.2842493057251,4.0,17.168,18.0,0.0,1.8,40.0,8_1958400_318750000_2133000000,21.16374397277832,1.0,17.918,0.0,True,0.0932842493057251
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,0.0,1.8,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,0.0,1.8,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.8,40.0,12_1651200_726750000_665600000,381.5840759277344,32.0,20.978,1.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.8,40.0,8_1958400_726750000_665600000,378.7770385742188,32.0,21.477,1.0,True,0.04714298248291016
12_1036800_522750000_3199000000,413.2893085479736,32.0,23.487,23.0,1.0,1.8,40.0,4_729600_726750000_2133000000,265.0084991455078,32.0,22.976,1.0,True,0.4132893085479736
12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,24.0,1.0,1.8,40.0,4_729600_726750000_2133000000,265.0084991455078,32.0,22.976,1.0,True,0.3671594858169556
8_1651200_726750000_2133000000,340.38496017456055,32.0,25.194,25.0,1.0,1.8,40.0,4_1958400_522750000_2133000000,100.39737701416016,16.0,24.6415,1.0,True,0.34038496017456055
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,26.0,1.0,1.8,40.0,4_1958400_522750000_2133000000,100.39737701416016,16.0,24.6415,1.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,27.0,1.0,1.8,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,28.0,1.0,1.8,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,29.0,1.0,1.8,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
12_2201600_726750000_3199000000,145.58565616607666,16.0,30.594,30.0,1.0,1.8,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.14558565616607666
12_2201600_726750000_3199000000,279.8236608505249,32.0,31.898,31.0,2.0,1.8,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.2798236608505249
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,32.0,2.0,1.8,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,False,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,33.0,2.0,1.8,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,34.0,2.0,1.8,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,35.0,2.0,1.8,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,36.0,2.0,1.8,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,37.0,2.0,1.8,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,38.0,2.0,1.8,40.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,39.0,2.0,1.8,40.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,40.0,2.0,1.8,40.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,41.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,42.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,43.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,44.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,45.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,46.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,47.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,48.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,49.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,50.0,2.0,1.8,40.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,3.0,True,0.2523292303085327
,,,,10.0,,1.9,40.0,,,,,,True,
,,,,11.0,,1.9,40.0,,,,,,True,
,,,,12.0,,1.9,40.0,,,,,,True,
,,,,13.0,,1.9,40.0,,,,,,True,
,,,,14.0,,1.9,40.0,,,,,,True,
,,,,15.0,,1.9,40.0,,,,,,True,
,,,,16.0,,1.9,40.0,,,,,,True,
4_1651200_318750000_665600000,102.9282808303833,4.0,16.757,17.0,-1.0,1.9,40.0,8_729600_318750000_665600000,77.9540786743164,4.0,16.804,0.0,True,0.1029282808303833
12_1036800_522750000_665600000,93.2842493057251,4.0,17.168,18.0,0.0,1.9,40.0,8_1958400_318750000_2133000000,21.16374397277832,1.0,17.918,0.0,True,0.0932842493057251
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,0.0,1.9,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,0.0,1.9,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.9,40.0,12_1651200_726750000_665600000,381.5840759277344,32.0,20.978,1.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.9,40.0,12_422400_930750000_3199000000,272.8464660644531,64.0,21.373,1.0,True,0.04714298248291016
12_1036800_522750000_3199000000,413.2893085479736,32.0,23.487,23.0,1.0,1.9,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.4132893085479736
12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,24.0,1.0,1.9,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.3671594858169556
8_1651200_726750000_2133000000,340.38496017456055,32.0,25.194,25.0,1.0,1.9,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.34038496017456055
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,26.0,1.0,1.9,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,27.0,1.0,1.9,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,28.0,1.0,1.9,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,29.0,1.0,1.9,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
12_2201600_726750000_3199000000,145.58565616607666,16.0,30.594,30.0,1.0,1.9,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.14558565616607666
12_2201600_726750000_3199000000,279.8236608505249,32.0,31.898,31.0,2.0,1.9,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,True,0.2798236608505249
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,32.0,2.0,1.9,40.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,2.0,False,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,33.0,2.0,1.9,40.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,2.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,34.0,2.0,1.9,40.0,4_1651200_726750000_3199000000,274.75196838378906,64.0,33.111,5.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,35.0,2.0,1.9,40.0,4_1651200_726750000_3199000000,274.75196838378906,64.0,33.111,5.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,36.0,2.0,1.9,40.0,4_1651200_726750000_3199000000,274.75196838378906,64.0,33.111,5.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,37.0,2.0,1.9,40.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,38.0,2.0,1.9,40.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,39.0,2.0,1.9,40.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,40.0,2.0,1.9,40.0,4_1958400_930750000_3199000000,225.9169158935547,64.0,39.814,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,41.0,2.0,1.9,40.0,4_1958400_930750000_3199000000,225.9169158935547,64.0,39.814,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,42.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,43.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,44.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,45.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,46.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,47.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,48.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,49.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,50.0,2.0,1.9,40.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,6.0,True,0.2523292303085327
,,,,10.0,,2.0,40.0,,,,,,True,
,,,,11.0,,2.0,40.0,,,,,,True,
,,,,12.0,,2.0,40.0,,,,,,True,
,,,,13.0,,2.0,40.0,,,,,,True,
,,,,14.0,,2.0,40.0,,,,,,True,
,,,,15.0,,2.0,40.0,,,,,,True,
,,,,16.0,,2.0,40.0,,,,,,True,
4_1651200_318750000_665600000,102.9282808303833,4.0,16.757,17.0,-1.0,2.0,40.0,8_729600_318750000_665600000,77.9540786743164,4.0,16.804,0.0,True,0.1029282808303833
12_1036800_522750000_665600000,93.2842493057251,4.0,17.168,18.0,0.0,2.0,40.0,8_1958400_318750000_2133000000,21.16374397277832,1.0,17.918,0.0,True,0.0932842493057251
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,0.0,2.0,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,0.0,2.0,40.0,4_1958400_522750000_2133000000,19.679967880249023,1.0,18.3605,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,2.0,40.0,12_1651200_726750000_665600000,381.5840759277344,32.0,20.978,1.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,2.0,40.0,12_422400_930750000_3199000000,272.8464660644531,64.0,21.373,1.0,True,0.04714298248291016
12_1036800_522750000_3199000000,413.2893085479736,32.0,23.487,23.0,1.0,2.0,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.4132893085479736
12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,24.0,1.0,2.0,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.3671594858169556
8_1651200_726750000_2133000000,340.38496017456055,32.0,25.194,25.0,1.0,2.0,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.34038496017456055
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,26.0,1.0,2.0,40.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,2.0,True,0.31806957721710205
4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,27.0,1.0,2.0,40.0,8_1651200_522750000_2133000000,198.7579574584961,32.0,26.1005,2.0,True,0.31806957721710205
