powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,power_budget,num_train_batches_nn,time_budget,arr_rate,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,43.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,44.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,45.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,46.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,47.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,48.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,49.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,50.0,0.0,0.9,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
,,,,10.0,,1.0,70.0,,,,,,True,
,,,,11.0,,1.0,70.0,,,,,,True,
,,,,12.0,,1.0,70.0,,,,,,True,
,,,,13.0,,1.0,70.0,,,,,,True,
,,,,14.0,,1.0,70.0,,,,,,True,
,,,,15.0,,1.0,70.0,,,,,,True,
,,,,16.0,,1.0,70.0,,,,,,True,
,,,,17.0,,1.0,70.0,,,,,,True,
,,,,18.0,,1.0,70.0,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,-1.0,1.0,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,-1.0,1.0,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.0,70.0,8_729600_522750000_2133000000,47.00041580200195,4.0,20.377,0.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.0,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,23.0,0.0,1.0,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
12_1958400_522750000_3199000000,50.36783218383789,4.0,23.791,24.0,0.0,1.0,70.0,4_1651200_726750000_3199000000,30.474303245544437,4.0,23.5275,0.0,True,0.05036783218383789
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,25.0,0.0,1.0,70.0,4_1651200_726750000_3199000000,30.474303245544437,4.0,23.5275,0.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,26.0,0.0,1.0,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,27.0,0.0,1.0,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.05095505714416504
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,28.0,0.0,1.0,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,29.0,0.0,1.0,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,30.0,0.0,1.0,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,31.0,0.0,1.0,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,32.0,0.0,1.0,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,33.0,0.0,1.0,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,34.0,0.0,1.0,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,35.0,0.0,1.0,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,36.0,0.0,1.0,70.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,37.0,0.0,1.0,70.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,38.0,0.0,1.0,70.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,39.0,0.0,1.0,70.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,40.0,0.0,1.0,70.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,41.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,42.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,43.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,44.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,45.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,46.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,47.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,48.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,49.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,50.0,0.0,1.0,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
,,,,10.0,,1.1,70.0,,,,,,True,
,,,,11.0,,1.1,70.0,,,,,,True,
,,,,12.0,,1.1,70.0,,,,,,True,
,,,,13.0,,1.1,70.0,,,,,,True,
,,,,14.0,,1.1,70.0,,,,,,True,
,,,,15.0,,1.1,70.0,,,,,,True,
,,,,16.0,,1.1,70.0,,,,,,True,
,,,,17.0,,1.1,70.0,,,,,,True,
,,,,18.0,,1.1,70.0,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,-1.0,1.1,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,-1.0,1.1,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.1,70.0,8_729600_522750000_2133000000,47.00041580200195,4.0,20.377,0.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.1,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,23.0,0.0,1.1,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
12_1958400_522750000_3199000000,50.36783218383789,4.0,23.791,24.0,0.0,1.1,70.0,4_1651200_726750000_3199000000,30.474303245544437,4.0,23.5275,0.0,True,0.05036783218383789
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,25.0,0.0,1.1,70.0,4_1651200_726750000_3199000000,30.474303245544437,4.0,23.5275,0.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,26.0,0.0,1.1,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,27.0,0.0,1.1,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.05095505714416504
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,28.0,0.0,1.1,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,29.0,0.0,1.1,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,30.0,0.0,1.1,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,31.0,0.0,1.1,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,32.0,0.0,1.1,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,33.0,0.0,1.1,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,34.0,0.0,1.1,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,35.0,0.0,1.1,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,36.0,0.0,1.1,70.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,37.0,0.0,1.1,70.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,38.0,0.0,1.1,70.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,39.0,0.0,1.1,70.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,40.0,0.0,1.1,70.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,41.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,42.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,43.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,44.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,45.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,46.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,47.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,48.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,49.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,50.0,0.0,1.1,70.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.041332364082336426
,,,,10.0,,1.2,70.0,,,,,,True,
,,,,11.0,,1.2,70.0,,,,,,True,
,,,,12.0,,1.2,70.0,,,,,,True,
,,,,13.0,,1.2,70.0,,,,,,True,
,,,,14.0,,1.2,70.0,,,,,,True,
,,,,15.0,,1.2,70.0,,,,,,True,
,,,,16.0,,1.2,70.0,,,,,,True,
,,,,17.0,,1.2,70.0,,,,,,True,
,,,,18.0,,1.2,70.0,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,-1.0,1.2,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,-1.0,1.2,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.2,70.0,8_729600_522750000_2133000000,47.00041580200195,4.0,20.377,0.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.2,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,23.0,0.0,1.2,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
12_1958400_522750000_3199000000,50.36783218383789,4.0,23.791,24.0,0.0,1.2,70.0,4_1651200_726750000_3199000000,30.474303245544437,4.0,23.5275,0.0,True,0.05036783218383789
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,25.0,0.0,1.2,70.0,4_1651200_726750000_3199000000,30.474303245544437,4.0,23.5275,0.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,26.0,0.0,1.2,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,27.0,0.0,1.2,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.05095505714416504
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,28.0,0.0,1.2,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,29.0,0.0,1.2,70.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,30.0,0.0,1.2,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,31.0,0.0,1.2,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,32.0,0.0,1.2,70.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,33.0,0.0,1.2,70.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,34.0,0.0,1.2,70.0,12_1344000_726750000_3199000000,273.5762023925781,64.0,33.807,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,35.0,0.0,1.2,70.0,12_1344000_726750000_3199000000,273.5762023925781,64.0,33.807,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,36.0,0.0,1.2,70.0,12_1344000_726750000_3199000000,273.5762023925781,64.0,33.807,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,37.0,0.0,1.2,70.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,38.0,0.0,1.2,70.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,39.0,0.0,1.2,70.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,40.0,0.0,1.2,70.0,4_1958400_930750000_3199000000,225.9169158935547,64.0,39.814,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,41.0,0.0,1.2,70.0,4_1958400_930750000_3199000000,225.9169158935547,64.0,39.814,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,42.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,43.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,44.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,45.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,46.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,47.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,48.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,49.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,50.0,0.0,1.2,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
,,,,10.0,,1.3,70.0,,,,,,True,
,,,,11.0,,1.3,70.0,,,,,,True,
,,,,12.0,,1.3,70.0,,,,,,True,
,,,,13.0,,1.3,70.0,,,,,,True,
,,,,14.0,,1.3,70.0,,,,,,True,
,,,,15.0,,1.3,70.0,,,,,,True,
,,,,16.0,,1.3,70.0,,,,,,True,
,,,,17.0,,1.3,70.0,,,,,,True,
,,,,18.0,,1.3,70.0,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,19.0,-1.0,1.3,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,20.0,-1.0,1.3,70.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.07540667057037354
12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,21.0,0.0,1.3,70.0,8_729600_522750000_2133000000,47.00041580200195,4.0,20.377,0.0,True,0.05095350742340088
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,22.0,0.0,1.3,70.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.04714298248291016
8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,23.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.04714298248291016
12_1958400_522750000_3199000000,50.36783218383789,4.0,23.791,24.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.05036783218383789
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,25.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,26.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.05095505714416504
12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,27.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.05095505714416504
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,28.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,29.0,0.0,1.3,70.0,4_729600_930750000_3199000000,286.4363708496094,64.0,22.677,1.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,30.0,0.0,1.3,70.0,12_1958400_522750000_3199000000,354.62538146972656,64.0,29.8,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,31.0,0.0,1.3,70.0,8_1651200_726750000_2133000000,304.9710693359375,64.0,30.715,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,32.0,0.0,1.3,70.0,8_1651200_726750000_2133000000,304.9710693359375,64.0,30.715,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,33.0,0.0,1.3,70.0,8_1651200_726750000_2133000000,304.9710693359375,64.0,30.715,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,34.0,0.0,1.3,70.0,12_1344000_726750000_3199000000,273.5762023925781,64.0,33.807,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,35.0,0.0,1.3,70.0,12_1344000_726750000_3199000000,273.5762023925781,64.0,33.807,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,36.0,0.0,1.3,70.0,12_1344000_726750000_3199000000,273.5762023925781,64.0,33.807,2.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,37.0,0.0,1.3,70.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,38.0,0.0,1.3,70.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,39.0,0.0,1.3,70.0,12_2201600_726750000_3199000000,266.4017944335937,64.0,36.504,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,40.0,0.0,1.3,70.0,4_1958400_930750000_3199000000,225.9169158935547,64.0,39.814,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,41.0,0.0,1.3,70.0,4_1958400_930750000_3199000000,225.9169158935547,64.0,39.814,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,42.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,43.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,44.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,45.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,46.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,47.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,48.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,49.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,50.0,0.0,1.3,70.0,8_1958400_930750000_3199000000,221.9716796875,64.0,41.218,3.0,True,0.041332364082336426
,,,,10.0,,1.4,70.0,,,,,,True,
,,,,11.0,,1.4,70.0,,,,,,True,
,,,,12.0,,1.4,70.0,,,,,,True,
,,,,13.0,,1.4,70.0,,,,,,True,
,,,,14.0,,1.4,70.0,,,,,,True,
,,,,15.0,,1.4,70.0,,,,,,True,
,,,,16.0,,1.4,70.0,,,,,,True,
,,,,17.0,,1.4,70.0,,,,,,True,
,,,,18.0,,1.4,70.0,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,
