powermode_algo,infer_time_algo,bs_algo,interleaved_power_algo,power_budget,num_train_batches_algo,num_tries_algo,time_budget,arr_rate,powermode_optim,infer_time_optim,bs_optim,interleaved_power_optim,num_train_batches_optim,num_tries_optim,powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,num_train_batches_nn,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled,powermode_nn_50,infer_time_nn_50,bs_nn_50,interleaved_power_nn_50,num_train_batches_nn_50,powermode_random_50,infer_time_random_50,bs_random_50,interleaved_power_random_50,num_train_batches_random_50
8_1651200_930750000_3199000000,61.3731689453125,16.0,37.098,38,0.0,12.0,0.5,70.0,12_1958400_1134750000_3199000000,21.23680019378662,4.0,33.091,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_930750000_3199000000,60.63758277893066,16.0,38.602,39,0.0,12.0,0.5,70.0,12_2201600_1134750000_3199000000,20.53872013092041,4.0,38.864,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_930750000_3199000000,60.63758277893066,16.0,38.602,40,0.0,12.0,0.5,70.0,12_1958400_1300500000_3199000000,20.34848022460937,4.0,39.0585,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_930750000_3199000000,60.63758277893066,16.0,38.602,41,0.0,12.0,0.5,70.0,12_1958400_1300500000_3199000000,20.34848022460937,4.0,39.0585,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,53.28169631958008,16.0,40.725,42,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,53.28169631958008,16.0,40.725,43,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,53.28169631958008,16.0,40.725,44,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,53.28169631958008,16.0,40.725,45,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,53.28169631958008,16.0,40.725,46,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,53.28169631958008,16.0,40.725,47,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_1300500000_3199000000,52.646575927734375,16.0,47.419,48,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_1300500000_3199000000,52.646575927734375,16.0,47.419,49,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_1300500000_3199000000,52.646575927734375,16.0,47.419,50,0.0,12.0,0.5,70.0,12_2201600_1300500000_3199000000,19.276111602783203,4.0,41.4105,0.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
,,,,10,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,11,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,12,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,13,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,14,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,15,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,16,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,17,,25.0,0.6,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,18,,25.0,0.6,70.0,4_422400_726750000_2133000000,171.26512145996094,16.0,17.86,0.0,1.0,,,,,,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,,,,,,,,,,,
,,,,19,,25.0,0.6,70.0,8_422400_522750000_2133000000,112.66543960571288,16.0,18.468,0.0,1.0,4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,-1.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.0754066705703735,,,,,,,,,,
,,,,20,,25.0,0.6,70.0,4_729600_522750000_3199000000,51.22761535644531,4.0,19.864,0.0,1.0,4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,-1.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.0754066705703735,,,,,,8_1344000_522750000_665600000,196.2864990234375,16.0,19.376,0.0
8_1344000_726750000_665600000,189.29865264892572,16.0,20.178,21,0.0,16.0,0.6,70.0,8_1036800_522750000_3199000000,39.4998722076416,4.0,20.8255,0.0,1.0,12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,0.0,8_729600_522750000_2133000000,47.00041580200195,4.0,20.377,0.0,True,0.0509535074234008,,,,,,12_422400_522750000_2133000000,111.13615798950195,16.0,20.7845,0.0
8_422400_726750000_2133000000,96.7555046081543,16.0,21.62,22,0.0,15.0,0.6,70.0,8_1036800_726750000_2133000000,36.410911560058594,4.0,21.0185,0.0,1.0,8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.0471429824829101,,,,,,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_422400_726750000_2133000000,96.7555046081543,16.0,21.62,23,0.0,15.0,0.6,70.0,8_1036800_726750000_2133000000,36.410911560058594,4.0,21.0185,0.0,1.0,8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.0471429824829101,,,,,,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
4_1344000_726750000_2133000000,102.43550491333008,16.0,23.739,24,0.0,13.0,0.6,70.0,4_1651200_726750000_3199000000,30.47430324554444,4.0,23.5275,0.0,1.0,12_1958400_522750000_3199000000,50.36783218383789,4.0,23.791,0.0,4_1651200_726750000_3199000000,30.47430324554444,4.0,23.5275,0.0,True,0.0503678321838378,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
4_1344000_726750000_2133000000,102.43550491333008,16.0,23.739,25,0.0,13.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,0.0,4_1651200_726750000_3199000000,30.47430324554444,4.0,23.5275,0.0,True,0.050955057144165,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
4_1344000_726750000_2133000000,102.43550491333008,16.0,23.739,26,0.0,13.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.050955057144165,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
4_1344000_726750000_2133000000,102.43550491333008,16.0,23.739,27,0.0,13.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.050955057144165,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
4_1344000_726750000_2133000000,102.43550491333008,16.0,23.739,28,0.0,12.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
4_1344000_726750000_2133000000,102.43550491333008,16.0,23.739,29,0.0,12.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
12_1344000_726750000_2133000000,83.02833557128906,16.0,27.499,30,0.0,13.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
12_1344000_726750000_2133000000,83.02833557128906,16.0,27.499,31,0.0,13.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_726750000_3199000000,75.02742385864258,16.0,31.047,32,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_729600_930750000_3199000000,128.38563537597656,32.0,29.779,33,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_729600_930750000_3199000000,128.38563537597656,32.0,29.779,34,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_729600_930750000_3199000000,128.38563537597656,32.0,29.779,35,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,23.40299129486084,4.0,31.5945,0.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1036800_930750000_3199000000,124.51470184326172,32.0,35.303,36,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1036800_930750000_3199000000,124.51470184326172,32.0,35.303,37,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1036800_930750000_3199000000,124.51470184326172,32.0,35.303,38,0.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_930750000_3199000000,122.2165412902832,32.0,38.209,39,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1651200_930750000_3199000000,120.11840057373048,32.0,39.111,40,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,41,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_2201600_930750000_3199000000,117.18793869018556,32.0,41.919,42,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_2201600_930750000_3199000000,117.18793869018556,32.0,41.919,43,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1134750000_3199000000,110.46966552734376,32.0,43.322,44,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1134750000_3199000000,110.46966552734376,32.0,43.322,45,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,104.90321731567384,32.0,45.841,46,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,104.90321731567384,32.0,45.841,47,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,104.90321731567384,32.0,45.841,48,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,104.90321731567384,32.0,45.841,49,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_1344000_1300500000_3199000000,104.90321731567384,32.0,45.841,50,1.0,11.0,0.6,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_726750000_3199000000,41.332364082336426,4.0,27.889,0.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,1.0,True,0.0413323640823364,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
,,,,10,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,11,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,12,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,13,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,14,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,15,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,16,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,17,,25.0,0.7,70.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,18,,25.0,0.7,70.0,4_422400_726750000_2133000000,171.26512145996094,16.0,17.86,0.0,1.0,,,,,,8_729600_318750000_665600000,220.5373764038086,16.0,17.771,0.0,True,,,,,,,,,,,
,,,,19,,25.0,0.7,70.0,8_422400_522750000_2133000000,112.66543960571288,16.0,18.468,0.0,1.0,4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,-1.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.0754066705703735,,,,,,,,,,
,,,,20,,25.0,0.7,70.0,4_729600_522750000_3199000000,51.22761535644531,4.0,19.864,0.0,1.0,4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,-1.0,4_1344000_522750000_665600000,197.73955535888672,16.0,18.775,0.0,False,0.0754066705703735,,,,,,8_1344000_522750000_665600000,196.2864990234375,16.0,19.376,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,21,0.0,12.0,0.7,70.0,8_1036800_522750000_3199000000,39.4998722076416,4.0,20.8255,0.0,1.0,12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,0.0,8_729600_522750000_2133000000,47.00041580200195,4.0,20.377,0.0,True,0.0509535074234008,,,,,,12_422400_522750000_2133000000,111.13615798950195,16.0,20.7845,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,22,0.0,13.0,0.7,70.0,8_1036800_726750000_2133000000,36.410911560058594,4.0,21.0185,0.0,1.0,8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.0471429824829101,,,,,,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,23,0.0,13.0,0.7,70.0,8_1036800_726750000_2133000000,36.410911560058594,4.0,21.0185,0.0,1.0,8_1651200_726750000_2133000000,47.14298248291016,4.0,22.39,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0,True,0.0471429824829101,,,,,,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,24,0.0,13.0,0.7,70.0,4_1651200_726750000_3199000000,30.47430324554444,4.0,23.5275,0.0,1.0,12_1958400_522750000_3199000000,50.36783218383789,4.0,23.791,0.0,4_1651200_726750000_3199000000,30.47430324554444,4.0,23.5275,0.0,True,0.0503678321838378,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,25,0.0,13.0,0.7,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,0.0,4_1651200_726750000_3199000000,30.47430324554444,4.0,23.5275,0.0,True,0.050955057144165,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,26,0.0,13.0,0.7,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.050955057144165,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,27,0.0,13.0,0.7,70.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,1.0,1.0,12_2201600_522750000_3199000000,50.95505714416504,4.0,25.694,0.0,4_1651200_1300500000_2133000000,29.11510467529297,4.0,25.32,0.0,True,0.050955057144165,12_1036800_726750000_2133000000,183.8903427124024,16.0,23.686,0.0,12_1036800_726750000_2133000000,36.74880027770996,4.0,21.921,0.0
