total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.6631369590759277
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,6.9834980964660645
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,8.95357871055603
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,11.146747589111328
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,13.435568571090698
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,15.965553522109985
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,18.745633840560913
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,21.041352033615112
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,23.26703190803528
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,25.71115493774414
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,27.80897068977356
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,30.212961435317993
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,32.326353549957275
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,34.22585368156433
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,36.92101001739502
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,39.251901626586914
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,41.49206900596619
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,43.93635582923889
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,46.08503794670105
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,48.12361264228821
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,50.10385465621948
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,52.399250984191895
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,54.24128532409668
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,56.26406788825989
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,58.7860050201416
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,60.891857862472534
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,63.4150812625885
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,65.55539155006409
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,67.77931427955627
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,69.68062353134155
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,71.87788987159729
7.2Gi,2.3Gi,2.9Gi,20Mi,2.0Gi,4.7Gi,74.66742968559265
7.2Gi,2.4Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,77.06275987625122
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,79.00291967391968
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,80.68343114852905
7.2Gi,2.6Gi,2.8Gi,20Mi,1.8Gi,4.4Gi,82.27460646629333
7.2Gi,2.6Gi,3.9Gi,20Mi,688Mi,4.4Gi,84.59180569648743
7.2Gi,2.1Gi,4.5Gi,20Mi,575Mi,4.8Gi,86.76583433151245
7.2Gi,2.1Gi,4.5Gi,20Mi,578Mi,4.8Gi,88.3768789768219
7.2Gi,2.1Gi,4.5Gi,20Mi,584Mi,4.8Gi,90.0510151386261
7.2Gi,2.2Gi,4.4Gi,20Mi,600Mi,4.8Gi,91.87920427322388
7.2Gi,2.2Gi,4.3Gi,56Mi,646Mi,4.7Gi,94.06711530685425
7.2Gi,2.3Gi,4.2Gi,93Mi,730Mi,4.6Gi,96.38377237319946
7.2Gi,2.3Gi,4.1Gi,103Mi,762Mi,4.6Gi,98.13522243499756
7.2Gi,2.3Gi,4.1Gi,103Mi,785Mi,4.5Gi,99.73169112205505
7.2Gi,2.4Gi,4.0Gi,103Mi,805Mi,4.5Gi,101.22153496742249
7.2Gi,2.4Gi,3.9Gi,103Mi,828Mi,4.5Gi,102.7805163860321
7.2Gi,2.5Gi,3.9Gi,103Mi,855Mi,4.4Gi,104.46361303329468
7.2Gi,2.5Gi,3.8Gi,103Mi,877Mi,4.4Gi,105.982417345047
7.2Gi,2.5Gi,3.8Gi,103Mi,897Mi,4.3Gi,107.506343126297
7.2Gi,2.5Gi,3.7Gi,103Mi,921Mi,4.3Gi,108.99228811264038
7.2Gi,2.6Gi,3.7Gi,103Mi,934Mi,4.3Gi,110.52039408683777
7.2Gi,2.6Gi,3.6Gi,103Mi,950Mi,4.3Gi,111.97938776016235
7.2Gi,2.6Gi,3.6Gi,103Mi,961Mi,4.2Gi,113.51444482803345
7.2Gi,2.7Gi,3.5Gi,103Mi,986Mi,4.2Gi,115.08975887298584
7.2Gi,2.7Gi,3.5Gi,103Mi,1.0Gi,4.2Gi,116.6915647983551
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,118.24977469444275
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,119.71029448509216
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,121.35001683235168
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,123.07039403915405
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,124.61785364151001
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,126.33529925346375
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,127.91064929962158
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,129.42265701293945
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,131.10781168937683
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,132.77875423431396
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,134.28122639656067
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,135.79420256614685
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,137.43387699127197
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,139.0370478630066
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,140.59888172149658
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,142.16128754615784
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,143.7094075679779
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,145.17826557159424
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,146.8323609828949
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,148.48687410354614
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,150.30671048164368
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,151.87033081054688
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.6Gi,153.34950709342957
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,154.93035459518433
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,156.4107358455658
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,158.01705241203308
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,159.6776180267334
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,161.2255663871765
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,162.727765083313
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,164.38687896728516
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,165.9748570919037
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,167.52356362342834
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,169.05052876472473
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,170.71037888526917
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,172.29216742515564
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,174.2717514038086
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,175.8163390159607
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,177.24332642555237
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,178.7360920906067
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,180.2463150024414
7.2Gi,3.6Gi,1.9Gi,103Mi,1.6Gi,3.3Gi,181.83709836006165
7.2Gi,3.6Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,183.4615421295166
7.2Gi,3.7Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,185.0028429031372
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,186.45129919052124
7.2Gi,3.7Gi,1.8Gi,103Mi,1.7Gi,3.1Gi,187.9826741218567
7.2Gi,3.7Gi,1.8Gi,103Mi,1.7Gi,3.1Gi,189.46960496902466
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,190.98521733283997
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,192.52388525009155
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,194.1034677028656
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.1Gi,195.64961099624634
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,197.18127298355103
7.2Gi,4.0Gi,1.4Gi,103Mi,1.8Gi,2.8Gi,198.71353912353516
7.2Gi,4.4Gi,1.0Gi,103Mi,1.8Gi,2.5Gi,200.19595742225647
7.2Gi,4.9Gi,529Mi,103Mi,1.8Gi,2.0Gi,201.9481270313263
7.2Gi,4.9Gi,497Mi,103Mi,1.8Gi,2.0Gi,203.52386283874512
7.2Gi,4.9Gi,458Mi,103Mi,1.8Gi,2.0Gi,205.09179949760437
7.2Gi,4.9Gi,424Mi,103Mi,1.8Gi,2.0Gi,206.61339235305786
7.2Gi,4.9Gi,378Mi,103Mi,1.9Gi,1.9Gi,208.15059638023376
7.2Gi,4.9Gi,352Mi,103Mi,1.9Gi,1.9Gi,209.67742657661438
