total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.4188194274902344
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.034550666809082
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,5.469445705413818
7.2Gi,2.3Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,6.7270591259002686
7.2Gi,2.5Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,8.10383939743042
7.2Gi,2.1Gi,4.5Gi,20Mi,566Mi,4.9Gi,9.5472412109375
7.2Gi,2.1Gi,4.5Gi,20Mi,580Mi,4.8Gi,11.02429986000061
7.2Gi,2.2Gi,4.4Gi,20Mi,597Mi,4.8Gi,12.349282503128052
7.2Gi,2.2Gi,4.3Gi,103Mi,706Mi,4.6Gi,13.548632383346558
7.2Gi,2.2Gi,4.2Gi,103Mi,724Mi,4.6Gi,14.72978949546814
7.2Gi,2.3Gi,4.2Gi,103Mi,746Mi,4.6Gi,15.873006343841553
7.2Gi,2.3Gi,4.1Gi,103Mi,764Mi,4.5Gi,17.016008138656616
7.2Gi,2.4Gi,4.0Gi,103Mi,794Mi,4.5Gi,18.16401982307434
7.2Gi,2.4Gi,4.0Gi,103Mi,810Mi,4.5Gi,19.2949275970459
7.2Gi,2.4Gi,3.9Gi,103Mi,837Mi,4.5Gi,20.41878843307495
7.2Gi,2.4Gi,3.9Gi,103Mi,871Mi,4.4Gi,21.575613260269165
7.2Gi,2.5Gi,3.8Gi,103Mi,897Mi,4.4Gi,22.727365016937256
7.2Gi,2.5Gi,3.8Gi,103Mi,910Mi,4.4Gi,23.85024070739746
7.2Gi,2.5Gi,3.7Gi,103Mi,930Mi,4.3Gi,24.97381615638733
7.2Gi,2.6Gi,3.7Gi,103Mi,953Mi,4.3Gi,26.125765800476074
7.2Gi,2.6Gi,3.6Gi,103Mi,977Mi,4.3Gi,27.273545026779175
7.2Gi,2.7Gi,3.5Gi,103Mi,997Mi,4.2Gi,28.424265146255493
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,29.57239270210266
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,30.730024099349976
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,31.922550201416016
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.9Gi,33.09561347961426
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,34.24378418922424
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,35.37909412384033
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,36.51970958709717
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,37.65325736999512
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,38.795849323272705
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,39.92191028594971
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,41.052417278289795
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,42.20174431800842
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,43.34855651855469
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,44.4876434803009
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,45.629353284835815
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.7Gi,46.75960731506348
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,47.909889221191406
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,49.03456497192383
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,50.213062047958374
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,51.36297082901001
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,52.50886368751526
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,53.63781380653381
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.6Gi,54.7612087726593
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,55.89456796646118
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,57.035377979278564
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,58.17753267288208
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,59.29939651489258
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,60.43454337120056
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,61.56574892997742
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,62.70963978767395
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,63.87502408027649
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,65.01171875
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,66.15964961051941
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,67.28988814353943
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,68.41636180877686
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,69.5707893371582
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,70.7394289970398
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,71.88418841362
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,73.02641558647156
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,74.19059729576111
7.2Gi,3.6Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,75.33363771438599
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,76.46138644218445
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.1Gi,77.62292218208313
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,78.78295874595642
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,79.91310238838196
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,81.03481841087341
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,82.17714381217957
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,83.30713605880737
7.2Gi,4.3Gi,1.1Gi,103Mi,1.7Gi,2.5Gi,84.50095582008362
7.2Gi,4.9Gi,570Mi,103Mi,1.7Gi,2.0Gi,85.70323419570923
7.2Gi,4.9Gi,543Mi,103Mi,1.8Gi,2.0Gi,86.84280467033386
7.2Gi,4.9Gi,507Mi,103Mi,1.8Gi,2.0Gi,87.97523880004883
7.2Gi,4.9Gi,467Mi,103Mi,1.8Gi,2.0Gi,89.12687563896179
7.2Gi,4.9Gi,405Mi,103Mi,1.8Gi,1.9Gi,90.33071970939636
7.2Gi,5.0Gi,341Mi,103Mi,1.9Gi,1.9Gi,91.47076320648193
7.2Gi,5.0Gi,303Mi,103Mi,1.9Gi,1.9Gi,92.62737250328064
7.2Gi,5.1Gi,153Mi,94Mi,1.9Gi,1.7Gi,93.84657907485962
7.2Gi,5.1Gi,138Mi,103Mi,1.9Gi,1.7Gi,95.04170060157776
7.2Gi,5.2Gi,131Mi,103Mi,1.9Gi,1.7Gi,96.30785489082336
7.2Gi,5.2Gi,124Mi,103Mi,1.9Gi,1.7Gi,97.44427180290222
7.2Gi,5.2Gi,128Mi,94Mi,1.9Gi,1.7Gi,98.66372513771057
7.2Gi,5.2Gi,114Mi,103Mi,1.9Gi,1.7Gi,99.91007590293884
7.2Gi,5.2Gi,117Mi,94Mi,1.9Gi,1.7Gi,101.11861324310303
7.2Gi,5.2Gi,102Mi,103Mi,1.9Gi,1.7Gi,102.34629893302917
7.2Gi,5.2Gi,99Mi,103Mi,1.9Gi,1.7Gi,103.47945642471313
7.2Gi,5.2Gi,95Mi,103Mi,1.9Gi,1.7Gi,104.62874364852905
7.2Gi,5.2Gi,99Mi,94Mi,1.9Gi,1.7Gi,105.89196157455444
7.2Gi,5.2Gi,84Mi,103Mi,1.9Gi,1.7Gi,107.16446447372437
7.2Gi,5.2Gi,89Mi,94Mi,1.9Gi,1.7Gi,108.39727878570557
7.2Gi,5.2Gi,110Mi,94Mi,1.9Gi,1.7Gi,109.81996297836304
7.2Gi,5.2Gi,93Mi,103Mi,1.9Gi,1.7Gi,111.27127480506897
7.2Gi,5.2Gi,90Mi,103Mi,1.9Gi,1.7Gi,112.57466888427734
7.2Gi,5.0Gi,308Mi,29Mi,1.9Gi,1.9Gi,113.73689293861389
