time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-09 22:12:48.118281,0 days 00:18:24.300000,ON,pm_new,90,80,0,0,OFF,OFF,0,0,2088504,13,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.562,43.75,43.25,44.0,45.156,45.156,7411,10232,0.16402482986450195
2024-06-09 22:12:48.118281,0 days 00:18:24.300000,ON,pm_new,90,80,0,0,OFF,OFF,0,0,2088504,13,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.562,43.75,43.25,44.0,45.156,45.156,7411,10232,0.16402482986450195
2024-06-09 22:12:48.942434,0 days 00:18:25.120000,ON,pm_new,94,100,100,98,OFF,OFF,1,1,2382112,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.531,44.031,42.968,44.093,45.031,45.031,9157,9157,0.9893326759338379
2024-06-09 22:12:50.125398,0 days 00:18:26.310000,ON,pm_new,10,16,56,98,OFF,OFF,0,0,2474524,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.468,43.812,43.0,44.187,45.0,45.0,7805,8586,2.1710877418518066
2024-06-09 22:12:51.268050,0 days 00:18:27.450000,ON,pm_new,14,16,76,100,OFF,OFF,4,4,2521640,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.156,43.375,42.937,43.968,44.906,44.906,7527,8193,3.3137094974517822
2024-06-09 22:12:52.637484,0 days 00:18:28.820000,ON,pm_new,20,9,49,100,OFF,OFF,4,4,2600568,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.187,43.531,42.875,43.937,44.937,44.937,7369,7934,4.685433864593506
2024-06-09 22:12:53.986902,0 days 00:18:30.170000,ON,pm_new,10,24,73,100,OFF,OFF,0,0,2669024,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.031,43.406,43.0,43.875,44.843,44.906,7566,7848,6.034999132156372
2024-06-09 22:12:55.244900,0 days 00:18:31.430000,ON,pm_new,16,21,32,100,OFF,OFF,8,8,2741672,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.031,43.312,42.937,43.812,44.875,44.875,7291,7761,7.2905614376068115
2024-06-09 22:12:56.593066,0 days 00:18:32.780000,ON,pm_new,32,35,82,100,OFF,OFF,0,0,2809988,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.093,43.281,42.781,43.906,44.687,44.687,7526,7709,8.642761945724487
2024-06-09 22:12:57.851568,0 days 00:18:34.030000,ON,pm_new,11,12,52,100,OFF,OFF,4,4,2861500,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.0,43.187,42.75,43.718,44.781,44.781,7330,7672,9.897215127944946
2024-06-09 22:12:59.303342,0 days 00:18:35.480000,ON,pm_new,94,96,100,100,OFF,OFF,0,0,3026852,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.281,43.312,42.718,43.781,44.656,44.656,8839,7716,11.349010944366455
2024-06-09 22:13:00.492702,0 days 00:18:36.670000,ON,pm_new,6,26,100,100,OFF,OFF,0,0,3210448,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.187,43.218,42.781,43.593,44.75,44.75,7882,7783,12.538527965545654
2024-06-09 22:13:01.760764,0 days 00:18:37.940000,ON,pm_new,47,18,100,65,OFF,OFF,0,0,3352172,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.812,43.156,42.75,43.625,44.718,44.718,7527,7766,13.806368589401245
2024-06-09 22:13:02.882498,0 days 00:18:39.060000,ON,pm_new,21,8,98,55,OFF,OFF,10,10,3407352,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,44.0,43.125,42.593,43.562,44.625,44.593,7369,7741,14.928162097930908
2024-06-09 22:13:04.178919,0 days 00:18:40.360000,ON,pm_new,20,13,100,84,OFF,OFF,15,15,3460124,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.875,43.062,42.531,43.593,44.531,44.531,7448,7722,16.224586963653564
2024-06-09 22:13:05.523962,0 days 00:18:41.710000,ON,pm_new,18,14,98,74,OFF,OFF,4,4,3641484,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.718,43.0,42.5,43.562,44.437,44.437,7409,7717,17.572081089019775
2024-06-09 22:13:06.940180,0 days 00:18:43.120000,ON,pm_new,38,23,98,57,OFF,OFF,18,18,3906224,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.75,43.281,42.437,43.593,44.437,44.437,7646,7725,18.98581337928772
2024-06-09 22:13:08.162885,0 days 00:18:44.340000,ON,pm_new,25,4,94,84,OFF,OFF,9,9,3982672,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.593,43.093,42.406,43.406,44.375,44.437,7487,7716,20.20857834815979
2024-06-09 22:13:09.412967,0 days 00:18:45.600000,ON,pm_new,12,10,50,100,OFF,OFF,24,24,4091960,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.593,43.0,42.593,43.406,44.437,44.437,7369,7704,21.46115756034851
2024-06-09 22:13:10.628039,0 days 00:18:46.810000,ON,pm_new,22,43,72,90,OFF,OFF,0,0,4782552,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,43.875,42.937,42.562,43.281,44.468,44.468,8435,7742,22.673722505569458
