total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,2.8Gi,20Mi,2.3Gi,4.8Gi,2.16737699508667
7.2Gi,2.4Gi,2.5Gi,20Mi,2.3Gi,4.5Gi,3.348104476928711
7.2Gi,2.6Gi,2.2Gi,20Mi,2.3Gi,4.3Gi,4.74278712272644
7.2Gi,2.8Gi,2.0Gi,75Mi,2.4Gi,4.1Gi,6.27925443649292
7.2Gi,3.2Gi,1.6Gi,103Mi,2.4Gi,3.7Gi,7.622429132461548
7.2Gi,3.4Gi,1.3Gi,103Mi,2.4Gi,3.4Gi,8.853955030441284
7.2Gi,3.8Gi,1.0Gi,103Mi,2.4Gi,3.1Gi,10.085965394973755
7.2Gi,4.3Gi,442Mi,103Mi,2.4Gi,2.5Gi,11.3450608253479
7.2Gi,4.6Gi,138Mi,94Mi,2.4Gi,2.2Gi,12.637964963912964
7.2Gi,4.6Gi,151Mi,94Mi,2.4Gi,2.2Gi,13.990516185760498
7.2Gi,4.6Gi,141Mi,103Mi,2.4Gi,2.2Gi,15.167824029922485
7.2Gi,4.7Gi,126Mi,94Mi,2.4Gi,2.2Gi,16.447001695632935
7.2Gi,4.7Gi,126Mi,94Mi,2.4Gi,2.2Gi,17.908236742019653
7.2Gi,4.7Gi,116Mi,102Mi,2.4Gi,2.2Gi,19.166953325271606
7.2Gi,4.7Gi,129Mi,94Mi,2.4Gi,2.2Gi,20.47390604019165
7.2Gi,4.7Gi,122Mi,103Mi,2.4Gi,2.2Gi,21.674538612365723
7.2Gi,4.7Gi,119Mi,103Mi,2.4Gi,2.2Gi,22.958725452423096
7.2Gi,4.7Gi,130Mi,94Mi,2.4Gi,2.2Gi,24.243719577789307
7.2Gi,4.7Gi,128Mi,94Mi,2.4Gi,2.2Gi,25.615033388137817
7.2Gi,4.7Gi,129Mi,94Mi,2.4Gi,2.2Gi,26.903807163238525
7.2Gi,4.7Gi,129Mi,94Mi,2.4Gi,2.2Gi,28.237863779067993
