total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,2.715628147125244
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.1Gi,4.6646623611450195
7.2Gi,1.9Gi,3.3Gi,20Mi,2.0Gi,5.0Gi,6.669738292694092
7.2Gi,1.9Gi,3.2Gi,20Mi,2.0Gi,5.1Gi,8.335505247116089
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,9.88843035697937
7.2Gi,2.3Gi,2.9Gi,20Mi,2.0Gi,4.7Gi,11.370694398880005
7.2Gi,2.4Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,12.865209579467773
7.2Gi,1.9Gi,4.8Gi,20Mi,517Mi,5.1Gi,14.47063398361206
7.2Gi,1.9Gi,4.7Gi,20Mi,541Mi,5.0Gi,16.00240182876587
7.2Gi,2.0Gi,4.7Gi,20Mi,558Mi,5.0Gi,17.35601043701172
7.2Gi,2.0Gi,4.5Gi,57Mi,620Mi,4.9Gi,19.24590802192688
7.2Gi,2.1Gi,4.4Gi,103Mi,692Mi,4.8Gi,20.83236575126648
7.2Gi,2.1Gi,4.4Gi,103Mi,713Mi,4.8Gi,22.024120330810547
7.2Gi,2.1Gi,4.3Gi,103Mi,742Mi,4.7Gi,23.254772186279297
7.2Gi,2.2Gi,4.2Gi,103Mi,764Mi,4.7Gi,24.61369013786316
7.2Gi,2.2Gi,4.2Gi,103Mi,779Mi,4.7Gi,25.897947549819946
7.2Gi,2.2Gi,4.2Gi,103Mi,789Mi,4.7Gi,27.099896669387817
7.2Gi,2.2Gi,4.1Gi,103Mi,819Mi,4.6Gi,28.30447292327881
7.2Gi,2.3Gi,4.0Gi,103Mi,849Mi,4.6Gi,29.53788661956787
7.2Gi,2.3Gi,4.0Gi,103Mi,868Mi,4.6Gi,30.75603461265564
7.2Gi,2.3Gi,3.9Gi,103Mi,886Mi,4.5Gi,31.96684169769287
7.2Gi,2.4Gi,3.9Gi,103Mi,909Mi,4.5Gi,33.23760509490967
7.2Gi,2.5Gi,3.8Gi,103Mi,926Mi,4.4Gi,34.46179270744324
7.2Gi,2.5Gi,3.7Gi,103Mi,940Mi,4.3Gi,35.669023513793945
