total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.7063400745391846
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.318034887313843
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,5.596375226974487
7.2Gi,2.3Gi,2.9Gi,20Mi,2.0Gi,4.6Gi,6.97133994102478
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,8.211967706680298
7.2Gi,2.1Gi,4.5Gi,20Mi,577Mi,4.8Gi,9.798686981201172
7.2Gi,2.1Gi,4.4Gi,20Mi,593Mi,4.8Gi,11.383776664733887
7.2Gi,2.2Gi,4.3Gi,47Mi,638Mi,4.7Gi,12.808294296264648
7.2Gi,2.3Gi,4.2Gi,103Mi,740Mi,4.6Gi,14.342282772064209
7.2Gi,2.3Gi,4.1Gi,103Mi,760Mi,4.6Gi,15.532381057739258
7.2Gi,2.3Gi,4.1Gi,103Mi,783Mi,4.5Gi,16.696786165237427
7.2Gi,2.4Gi,4.0Gi,103Mi,805Mi,4.5Gi,17.90631413459778
7.2Gi,2.4Gi,4.0Gi,103Mi,825Mi,4.5Gi,19.088894844055176
7.2Gi,2.4Gi,3.9Gi,103Mi,856Mi,4.4Gi,20.297958850860596
7.2Gi,2.5Gi,3.8Gi,103Mi,879Mi,4.4Gi,21.537551879882812
7.2Gi,2.5Gi,3.8Gi,103Mi,906Mi,4.4Gi,22.75518035888672
7.2Gi,2.6Gi,3.7Gi,103Mi,935Mi,4.3Gi,23.919817686080933
7.2Gi,2.6Gi,3.6Gi,103Mi,947Mi,4.3Gi,25.085757732391357
7.2Gi,2.6Gi,3.6Gi,103Mi,972Mi,4.2Gi,26.312798738479614
7.2Gi,2.7Gi,3.4Gi,103Mi,998Mi,4.1Gi,27.502227544784546
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,28.695253372192383
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,29.90318727493286
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,31.080946445465088
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,32.28686571121216
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,33.533198595047
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,34.73821210861206
